ID,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
150,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4,3,4,4,0,0,میری بہت س� کی عذراً لطفیہ کی نظر آئی۔,0,0,0,0,4,2,آپ کا بھی دعوت پر آنا ضرور ہوگا، میرے لیۓ یہ ایک خاص موقع ہے,0,0,0,0,2,2,"""جی، میں کوشش کروں گا کہ وہاں پہنچ سکوں۔""",3,3,3,3,0,0,"""The presence of you is necessary in tomorrow's event.""",0,0,0,0,2,2
151,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4,4,4,4,0,0,"""جی بالکل، آپ سوال پوچھ سکتے ہیں۔""",4,4,4,4,0,0,"""Sir, if it's okay, I would like to ask one question.""
'''
generate_urdu_response(""I have been feeling very sick lately and haven't been able to go to work."")
'''",0,0,0,0,2,2,کسی بھی وقت کیا کرنا چاہئیے؟,0,0,0,0,2,0,حتماً، آپ کے لیے مہربان رہوںگے، بات شروع کریں جس سے آپ سؤال,1,1,1,0,0,2
152,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4,4,4,4,0,0,آپ کسی مسئلے سے پریشان ہیں؟ میں آپ کیلئے بہترین راستہ بیان,1,1,1,0,2,2,"""Yes, you can go out with your friends.""",0,0,0,0,2,2,"""ہاں، لیکن جلدی واپس آنا۔""",2,2,2,2,0,0,"""جی، بے شک، لیکن پہلے اپنی والدین سے اجازت لے کر آئیے۔""",2,2,2,2,0,2
153,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4,4,4,4,0,0,بلکہ چاہئے تو آئیں۔,1,1,1,0,2,2,"""ہاں بیٹا، جا سکتی ہو، لیکن جلدی واپس آنا۔""",4,4,4,4,0,0,"""Yes, you can go to your friend's house.""",3,3,3,3,3,0,"""جی، بہت اچھا، میرے والدین کو یقین ہے کہ آپ سے ملنے پر خوش",1,1,1,1,2,2
154,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4,3,4,4,0,0,بلکہ، آپ آج تھوڑا جلدی جا سکتے ہوں۔ لطف کرتے رہیں۔,1,1,1,1,1,1,"""جی، ضرورت کی وجہ سے مجھے جلد کرنا پڑے گا، آپ کو بھی ضرور جلد آنا چ",1,1,1,1,2,1,"""جی بالکل، آپ جا سکتے ہیں۔""",3,3,3,3,0,0,"""Yes, you can leave early today.""",2,2,2,2,2,0
155,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4,4,4,4,0,0,"""بھائی، میری بائیک تو بہت ضروری ہے، میں نہیں دے سکتا۔""",0,0,0,0,3,1,"Friend, give me your bike for a moment, I have to go out on some business.",0,0,0,0,2,2,"""کیا کیا ہوا؟ میں نے تو ابھی اسے چارج کر دیا تھا!""",1,1,1,1,0,0,بھائی، میری بائیک آج نہیں ہے، لیکن میں کچھ دیگر طرح کا,1,1,1,1,2,0
156,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4,4,4,4,0,0,نہیں، بالکل نہیں! پوچھو، میں سن رہا ہوں۔,4,4,4,4,0,0,"""Friend, just one question, won't you refuse even if it's bad?""",0,0,0,0,2,2,"""کیا کروں، یار! کیا کہنا ہے?""",1,1,1,1,0,0,میں کسی کو نہیں نہیں مانتا یا نہیں نہیں نہیں مانتا۔ کہ,0,0,0,0,4,0
157,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4,4,4,4,0,0,"""جی ہاں، آپ اپنی فائل جمع کرا سکتے ہیں۔""",4,4,4,4,0,0,"""May I bring my file now, sir?""",0,0,0,0,2,2,بلکہ، آسانے سے فائل جمع کریں۔ کہاں تک جا رہے ہیں؟ میں نے آ,1,1,1,1,0,0,"""جی، بے شک، مجھے لکھنے کی ضرورت نہیں ہے، آپ اپنا کام کر لیج",1,1,1,0,1,0
158,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,4,4,4,4,0,0,"""کیا ہوا؟ کیا مسئلہ ہے؟""",2,2,2,2,1,0,"Dad, if you are not busy, I had something to say to you.",0,0,0,0,2,2,"""جی بیٹا، کیا بات ہے؟""",3,3,3,3,0,0,ابا جی، میں آپ کے لیے موجود ہوں۔ کیسے کرتے ہیں؟,1,1,1,1,2,2
159,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,4,4,4,4,0,0,امی جان، میں بھی آرام لے رہا ہوں۔ کہاں تک آرام لائیں گے؟,1,1,1,0,2,2,"""جی بیٹا، آرام کر لو، میں یہاں ہوں۔""",3,3,3,3,0,0,"""نہیں جان، مجھے بھی کچھ کام ہے، لیکن آج رات سونے کی تیاریا",1,1,1,1,0,0,"Mom, if you don't have anything else to do, I can take a little break?",0,0,0,0,2,2
160,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,3,4,4,4,0,0,"""Sir, may I bring this file?""",0,0,0,0,0,2,"""جی ہاں، براہ کرم لے آئیں۔""",3,3,3,3,0,0,بلکہ، آپ اس فایل کو لے آئیں۔,2,2,2,2,0,0,"""نہیں، ابھی نہیں، مجھے اس پر کام کرنا ہے، پھر تو تم ل�",2,2,2,2,2,0
161,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,4,4,4,4,0,0,جی، میں ٹھیک ہوں، کیا آپ کو ضرورت ہے؟,1,1,1,1,2,1,"""نہیں، براہ کرم میرا فون مت لو۔""",3,3,3,3,0,0,"""Friend, I am taking your phone, okay?""""Yes, of course.""",0,0,0,0,2,2,بلі، میں آپ کے پاس ہوں۔ کیسے مدد کر سکتا ہوں؟,0,0,0,0,2,0
162,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,4,3,4,4,0,0,"""چلو، ابھی چل کر آئیں گا۔""",0,0,0,0,1,2,"(Translate: ""Dad, please, let me go once."")
'''
# Generate a natural English response
import random

responses = [""Yes, of course."", ""I don't see why not",0,0,0,0,0,0,"""بیٹا، میں سمجھتا ہوں، لیکن تمہیں اپنی پڑھائی پر توجہ دینی چاہیے۔""",4,4,4,4,0,0,ایک بار جانے دیں، آپ کا مہربانی سامنہ رہنا چاہئے۔,0,0,0,0,4,2
163,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,4,4,4,4,0,0,"""Yes, you can leave early today.""
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narrate. Do not add extra context. Do",0,0,0,0,0,2,"""جی بلکل، آپ جا سکتے ہیں۔""",3,3,3,3,0,0,بلکہ، آپ آج تھوڑا سا وقت پہلے جا سکتے ہیں۔,2,2,2,2,0,0,"""جی، ضرور جاؤ، میرے پاس بھی کوئی کام ہے جو تم کرنے کی ضرورت ہے",2,2,2,1,1,0
164,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,4,4,4,4,0,0,"""بالکل، تمہیں ساتھ لے کر چلنے میں خوشی ہوگی!""",4,4,4,4,0,0,حتماً، میرے ساتھ رہنے کی مانیں۔,0,0,0,0,2,2,"Yes, if there is no problem, I will also go with you?",0,0,0,0,2,2,"""نہیں یار، تم جانتے ہی نہیں کہ وہ کیا کر رہا �",1,1,1,0,3,0
165,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,4,3,4,4,0,0,"Yes, you can go outside with your friends.",0,0,0,0,2,2,جی ہاں، آپ جا سکتے ہیں۔,3,3,3,3,0,0,حتماً جا سکتے ہوں، لیکن آپ نے کہا کیا دوستوں کے ساتھ؟,2,2,2,2,0,0,جی، آپ اپنے دوستوں کے ساتھ باہر جانے کے لیے تیار ہیں۔,2,2,2,2,1,0
166,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,4,4,4,4,0,0,شکریہ! تمہاری تعریف میرے لیے بہت معنی رکھتی ہے۔,2,2,2,2,0,0,"""آپ کی تعریف سے خوش ہو رہا ہوں، یہ میرا ایک معمولی کوشش تھی",2,2,2,2,0,0,"""Friend, you have done an excellent job.""",0,0,0,0,2,2,شکریہ، میرے لیے اسے بھی زیادہ سعادت آتا ہے۔,1,1,1,1,1,0
167,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,4,4,4,4,0,0,"""Friend, you seem very smart today.""",0,0,0,0,4,2,"""شکریہ! تمہاری تعریف نے دن بنا دیا۔""",2,2,2,2,0,0,میری مزاحیت ہے، آپ کی صدای کیا چاہئے؟,0,0,0,0,4,0,"""جی، یار! آج کا دن تھوڑا سا اچھا لگیا ہے، لیکن ابھی بھی",1,1,1,1,0,0
168,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,4,4,4,4,0,0,آپ کی تعریف سے خوش ہوں، میرے لیے یہ ایک بڑا اعزاز تھا کہ,2,2,2,2,0,0,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",2,2,2,2,2,0,Your presentation was very good. (Urdu),0,0,0,0,2,2,شکریہ، میرے لئے خوشی آئی۔,1,1,1,1,0,0
169,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,4,4,4,4,0,0,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",2,2,2,2,0,0,میری مدد سے آپ نے بہت خوبصورت کام کیا ہے۔,1,1,1,0,2,2,شکر ہوے، میں نے اپنے کام کو مکمل کرنے کی کوشش کی ہے۔,2,2,2,1,1,0,Today you have done very good work.,0,0,0,0,2,2
170,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,4,4,4,4,0,0,"""جی بالکل، آج کا کھانا واقعی خاص تھا!""",2,2,2,0,2,2,کچھ دنوں سے وہ پرانا ریستوراں نہیں گیا تھا، اور جب وہ,0,0,0,0,4,2,"Today, the taste of food was also different.",0,0,0,0,2,2,میں آپ کی س�کھائی کا ذائقہ لیتے رہتا تھا۔,1,1,1,0,2,0
171,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,4,4,4,4,0,0,"""شکریہ! آپ کی تعریف کا بہت شکریہ!""",1,1,1,1,3,0,"""جی، آج کا دن میرے لیے خاص ہے۔ میں نے اپنی زندگی کی سب سے بڑ",2,2,2,1,2,0,"Today, you are feeling very stylish.",0,0,0,0,2,2,میری کلکس میں بھی بڑی تغییرات ہو گئیں۔,1,1,1,0,2,0
172,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,4,4,4,4,0,0,شکریہ، میری کوششوں میں سatisfactory نتیجہ آئی۔,1,1,1,1,1,1,"""Friend, you have done it excellently.""",0,0,0,0,2,2,"""شکریہ! تمہاری تعریف کا بہت شکریہ!""",1,1,1,1,0,0,"""نہیں یار، مجھے بہت کوشش کی ضرورت تھی۔""",3,3,3,3,0,0
173,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,4,4,4,4,0,0,You have prepared this report very well.,0,0,0,0,4,2,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",2,2,2,2,0,0,ممنون، میری کوشش کا اس لیے شکریہ ہے۔,1,1,1,1,2,0,شکر ہوگا، میں نے اپنی بہترین کوششوں سے اسے تیار کیا تھا�,2,2,2,2,1,0
174,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,4,4,4,4,0,0,تیری توانائی سمجھنے کی مزید نہیں بڑھ جاتی۔,0,0,0,0,4,2,You have become quite intelligent.,0,0,0,0,2,2,جی، میں نے کچھ عرصے سے اس پر کام کر رہا ہوں۔,2,2,2,1,1,0,"""شکریہ! آپ کی رہنمائی کا بڑا اثر ہے۔""",4,4,4,4,0,0
175,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,4,4,4,4,0,0,میری میز کا ساتھی، تیری فراہمی زیادہ طرزپرست ہے۔,0,0,0,0,4,2,"""شکریہ یار، تمہاری تعریف کا بہت شکریہ!""",1,1,1,1,0,0,"""Friend, you look very stylish today.""",0,0,0,0,2,2,"""جی، میں نے اپنی کپڑے اور جوتے پہن کر آئی ہوں، ابھ",1,1,1,1,2,2
176,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,4,4,4,4,0,0,"""شکریہ! آپ کی تعریف کا بہت شکریہ!""",3,3,3,3,1,2,شکر ہوں، آپ کی مدد سے میں کچھ زیادہ سمجھ گیا۔,3,3,3,3,0,0,You gave an excellent answer today.,0,0,0,0,2,2,شکریہ، میں کم سے کم کرتا ہوں جب تک میں کامیاب نہ ہوں۔,2,2,2,2,0,0
177,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,4,4,4,4,0,0,"""جی، مجھے کچھ اور سیکھنے کی ضرورت ہے، لیکن میں اپنی کوششوں س",2,2,2,2,0,1,میرا کسی تفصیل میں نقصان نہیں دکھایا جاسکتا۔,0,0,0,0,4,0,"""شکریہ، تمہاری تعریف کا بہت شکریہ!""",1,1,1,1,0,0,"""Friend, you are very intelligent.""",0,0,0,0,2,2
178,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,4,4,4,4,0,0,"""شکریہ! میں پوری کوشش کروں گا کہ اسی طرح اچھے نمبر حاصل کرتا رہوں۔""",2,2,2,2,0,0,"""جی، آپ کا مشورہ بہت اچھا ہے، ہم اپنے کارکردگی کو مستحکم ر",2,2,2,1,1,2,میں کسی سے مکالمہ کر رہا ہوں تھا۔,0,0,0,0,4,2,"Good marks have come, now maintain this standard.",0,0,0,0,2,2
179,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,4,3,4,4,0,0,"""Friend, you were the life of the party today.""
'''",0,0,0,0,4,2,"""ہاں، مجھے یقین ہے کہ میں نے اس رات کو بہت ساری دلچ",1,1,1,0,3,0,"""شکریہ! تمہاری محبت اور حمایت نے مجھے اور بھی حوصلہ دیا۔""",2,2,2,2,0,0,میری خواہش ہے کہ آپ کی صحت میں بہتری ہو جاسکے۔,0,0,0,0,4,0
180,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,3,4,4,4,0,0,مجھے بھی لگا کہ اس میں آپ نے اپنی معلومات کو بہت اچھی طرح پیش کیا ہ,0,0,0,0,2,2,یہ بات صدیقہ جانے والی تھی۔,0,0,0,0,2,2,"""شکریہ! آپ کی رائے میرے لیے بہت اہم ہے۔""",2,2,2,2,0,0,Today's presentation was quite impressive.,0,0,0,0,2,2
181,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,4,4,4,4,0,0,اس کی وجہ سے آپ کو ایک فیس کا بھی خطرہ ہوگا۔,0,0,0,0,3,2,"""مجھے معاف کر دیں، میں کوشش کروں گا کہ اگلی بار وقت پر جمع کراؤں۔""",4,4,4,4,0,0,You didn't turn in your assignment on time.,0,0,0,0,2,2,میرا عذراf، میں نے اسaignment کو آپکارنے کے لیے منصوبہ نہیں بنای,1,1,1,0,2,0
182,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,4,4,4,4,0,0,"""کیا یہ سچ ہے؟ کیا آپ اس پر بات کرنے کی خواہش رکھتے ہی",1,1,1,0,3,0,"""آپ براہ کرم مجھے بتائیں کہ وہ غلطی کیا ہے تاکہ میں اسے درست کر سکوں۔""",4,4,4,4,0,0,یہ بات کچھ درست ہے، آپ نے کہا کہ رپورٹ میں ایک اہم غلطی رہ,1,1,1,1,1,0,There is an important mistake left in the report.,0,0,0,0,2,2
183,میں نے تمہیں پہلے ہی سمجھایا تھا۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""جی، آپ نے بالکل صحیح کہا تھا۔""",2,2,2,2,0,1,تیری کلام میں مجھے بات کرنے سے پہلے ایمان دینا چاہئے تھا۔,0,0,0,0,4,2,I told you earlier.,0,0,0,0,2,2,"""کیا یہ یاد آ گیا؟""",0,0,0,0,4,2
184,میں تمہارا کب سے انتظار کر رہی تھی۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,I have been waiting for you forever.,0,0,0,0,4,2,"""مجھے معاف کرنا، میں راستے میں پھنس گیا تھا۔""",3,3,3,3,0,0,تمہارا میرے قلب میں دل کی گاڑی میں سے نچلے تھا۔,0,0,0,0,4,2,"""کیا تم نے مجھے بھول گئے؟""",0,0,0,0,3,2
185,یار، تم میرا کام کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,4,4,4,4,0,0,"""معاف کرنا، مجھے یاد نہیں رہا۔ میں فوراً کر دیتا ہوں۔""",4,4,4,4,0,0,میں آپ کے لیے بہت ذہنیت سے کام کرتا رہungi۔,1,1,1,0,2,1,"""نہیں یار، میں تو کوشش کر رہا تھا، لیکن مجھے یاد نہیں آیا",2,2,2,1,2,0,"""Friend, you forgot to do my work.""",0,0,0,0,2,2
186,یار، تمہاری وجہ سے مجھے کافی دیر انتظار کرنا پڑا۔,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔,4,4,4,4,0,0,"""Friend, I had to wait for quite some time because of you.""",0,0,0,0,4,2,"""کیا یہ آپ کی جانب سے کسی بھی ضرورت یا مسئلہ تھا؟ میں نے تو صرف اپنی دلچ",0,0,0,0,4,2,میں بھی آپ کی وجہ سے کافی دیر منتظر تھا۔,0,0,0,0,3,0,مجھے معاف کرنا، میں نے سوچا نہیں تھا کہ اتنا وقت لگے گا۔,4,4,4,4,0,0
187,سر، آپ نے سب کے سامنے مجھ سے بہت سخت لہجے میں بات کی تھی۔,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔,4,4,4,4,0,0,"""مجھے معاف کریں، میری نیت آپ کو تکلیف دینا نہیں تھی۔""",4,4,4,4,0,0,"""Sir, you had spoken to me in a very harsh tone in front of everyone.""
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narr",0,0,0,0,2,2,"""مجھے اپنی غلطیوں پر پشیمان ہونا چاہئے اور آپ کو معاف کرنا چاہ",1,1,1,1,2,0,میری پانی پر چلی بات کی وگر آپ کا فهم کسی کے لیے ہی نہیں,0,0,0,0,4,0
188,آپ نے یہ کام ہدایات کے مطابق مکمل نہیں کیا۔,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔,4,4,4,4,0,0,You did not complete this task according to the instructions.,0,0,0,0,4,2,"""میں معذرت خواہ ہوں، میں دوبارہ کوشش کروں گا۔""",3,3,3,3,0,0,میرے پاس کچھ توضیحات کی ضرورت ہے۔,1,1,1,0,2,0,"""کیا آپ بتائیں کہ میں نے کیا غلطی کی تھی؟""",2,2,2,2,1,0
189,فائل غلط فولڈر میں بھیج دی گئی تھی، جس کی وجہ سے تاخیر ہوئی۔,معذرت، یہ غلطی مجھ سے ہوئی تھی، میں آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,فایل کا ذہن لینے کے لیے آپ نے اچانک فولڈر کو تبدیل کر دیا ت,1,1,1,0,2,2,"""The file was sent to the wrong folder, causing the delay.""",0,0,0,0,2,2,"""کوئی بات نہیں، ایسا کبھی کبھی ہو جاتا ہے۔""",2,2,2,2,0,2,"""اس کے بعد مینہدگی اور ٹریفک کا سامنا کرنے کی وجہ سے یہ مزید تاخ",0,0,0,0,2,0
190,یار، مجھے کافی دیر تمہارا انتظار کرنا پڑا۔,معاف کرنا یار، راستے میں کچھ دیر ہو گئی، تمہیں انتظار کروانا نہیں چاہتا تھا۔,4,4,4,4,0,0,"""کیا ہوا؟ میں نے تو بتایا تھا کہ میں ایک گھنٹے میں واپ",1,1,1,1,2,1,"""معاف کرنا، مجھے کچھ کام تھا جو ختم نہیں ہو رہا تھا۔""",4,4,4,4,0,0,"""Friend, I had to wait for you for quite some time.""",0,0,0,0,2,2,میں نے آپ کی جانب سے چند وقت خود کو متناہی تکسیم کر لیا۔,1,1,1,0,2,2
191,تم آج کلاس میں دیر سے آئے ہو۔,میں معذرت چاہتا ہوں، آئندہ وقت کا خیال رکھوں گا۔,4,4,4,4,0,0,میرا پاس تھامس نہیں ہے، لیکن میں کچھ زمانہ کیلیے بڑھا ر,0,0,0,0,4,2,"""جی، مجھے راستے میں کچھ دیر ہوگئی تھی۔""",2,2,2,2,0,0,"You came late to class today. (Urdu)
'''
# Generate a random number between 1 and 10
random_number = random.randint(1, 10)

# Check if the user",0,0,0,0,2,2,"""جی، میری معاف ہوئی تھی، لیکن میں نے بہت جلد آنا چاہا تھا",2,2,2,2,2,0
192,میں نے تمہیں پہلے ہی منع کیا تھا۔,معاف کر دیں ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""مجھے معاف کر دو، میں نے سوچا نہیں تھا۔""",2,2,2,2,0,2,تم نے میں سے بھرپور منع کیا تھا۔,0,0,0,0,4,2,I had already prohibited you.,0,0,0,0,2,2,"""کیا تو یہ باتیں یاد آئی؟""",0,0,0,0,4,2
193,تم نے میرے میسج کا جواب اتنی دیر سے دیا۔,معذرت، مگر میں بھی اپنے کاموں میں مصروف تھا۔,4,3,4,4,0,0,"""معاف کرنا، مجھے دیر ہوگئی۔""",2,2,2,2,0,0,"""میں معاف ہوں، مجھے بہت سارے کام تھے اور میں ان کو پورا کر",2,2,2,2,0,0,You responded to my message so late.,0,0,0,0,2,2,میں آسفہ لیتا ہوں کہ تھوڑا وقت کچھ منتظر ہوا۔,1,1,1,1,1,0
194,تمہیں بات کرنے کا طریقہ نہیں ہے کہ بڑوں سے کیسے بات کرتے ہیں۔,معاف کیجیے، اگر میری بات سے بے ادبی محسوس ہوئی ہو، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,You do not know how to talk to elders.,0,0,0,0,4,2,میں آپ کی مدد کرتا ہوں لیکن اس میں کچھ تجربہ نہیں ہے۔,0,0,0,0,4,2,"""اس میں مجھے کوئی Problem نہیں ہے، بس ایک بار کوشش کرو اور دیکھو",0,0,0,0,3,2,"""مجھے معاف کرنا، میں کوشش کروں گا کہ بہتر بات کروں۔""",4,4,4,4,0,2
195,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,معذرت، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,میں نے کام کا وقت دستیاب بنای لیا جس کی وجہ سے تاخیر آ گیا ہے۔,1,1,1,1,2,0,"""کیا آپ کے پاس کسی بھی حل یا رہنمائی کا کوئی تجویز ہو سکتا ہے؟",2,2,2,1,1,0,"""میں معذرت خواہ ہوں، میں اس کو جلدی حل کرنے کی کوشش کروں گا۔""",2,2,2,2,0,0,"Due to your mistake, there has been a delay in the work.",0,0,0,0,2,2
196,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔,4,4,4,4,0,0,شکریہ، اب میں بہتر ہوں۔ تھوڑی آرام کی ضرورت تھی۔,3,3,3,3,0,0,میری صحت بہت م好人啊，你看起来好多了。春天的天气变化无常，记得多穿衣服，保持温暖。希望你现在已经完全康复了。,0,0,0,0,4,2,"""اللہ کا شکر ہو کہ اب میں بہتر ہو گیا ہوں، بس ایک",3,3,3,3,0,0,"""Friend, how is your health now? I heard you were sick.""
'''
import random
from typing import List

responses = [""اب بہت ٹھیک ہو",0,0,0,0,2,2
197,یار، طبیعت اب ٹھیک ہے نا؟,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔,4,4,4,4,0,0,جی، یار، بڑی اچھی طرح ہے۔ آج کا دن بہت خوشگوار رہا۔ م,2,2,2,2,0,0,"""Friend, how is your health now?""",0,0,0,0,2,2,حتماً، طبیعت کی قدرت خود کو درست کرتی ہے۔,1,1,1,0,2,0,"""ہاں، اب کافی بہتر ہوں۔ شکریہ!""",3,3,3,3,0,0
198,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔,4,4,4,4,0,0,"""امی، میں ٹھیک ہوں، آپ فکر نہ کریں۔""",3,3,3,3,0,2,"""Son, how is your health now? I was worried about you.""",0,0,0,0,2,2,اب طبیعت تمہارے بارے میں خوشی سے نظر آ رہی ہے۔,0,0,0,0,2,2,"""چلو، ماما، میں ٹھیک ہوں۔ مجھے کچھ دیر سے بہتر محس",2,2,2,1,1,2
