ID,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
168,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,,,,,,,آپ کی تعریف سے خوش ہوں، میرے لیے یہ ایک بڑا اعزاز تھا کہ,,,,,,,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",,,,,,,Your presentation was very good. (Urdu),,,,,,,شکریہ، میرے لئے خوشی آئی۔,,,,,,
169,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,,,,,,,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",,,,,,,میری مدد سے آپ نے بہت خوبصورت کام کیا ہے۔,,,,,,,شکر ہوے، میں نے اپنے کام کو مکمل کرنے کی کوشش کی ہے۔,,,,,,,Today you have done very good work.,,,,,,
170,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,,,,,,,"""جی بالکل، آج کا کھانا واقعی خاص تھا!""",,,,,,,کچھ دنوں سے وہ پرانا ریستوراں نہیں گیا تھا، اور جب وہ,,,,,,,"Today, the taste of food was also different.",,,,,,,میں آپ کی س�کھائی کا ذائقہ لیتے رہتا تھا۔,,,,,,
171,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,,,,,,,"""شکریہ! آپ کی تعریف کا بہت شکریہ!""",,,,,,,"""جی، آج کا دن میرے لیے خاص ہے۔ میں نے اپنی زندگی کی سب سے بڑ",,,,,,,"Today, you are feeling very stylish.",,,,,,,میری کلکس میں بھی بڑی تغییرات ہو گئیں۔,,,,,,
172,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,,,,,,,شکریہ، میری کوششوں میں سatisfactory نتیجہ آئی۔,,,,,,,"""Friend, you have done it excellently.""",,,,,,,"""شکریہ! تمہاری تعریف کا بہت شکریہ!""",,,,,,,"""نہیں یار، مجھے بہت کوشش کی ضرورت تھی۔""",,,,,,
173,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,,,,,,,You have prepared this report very well.,,,,,,,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",,,,,,,ممنون، میری کوشش کا اس لیے شکریہ ہے۔,,,,,,,شکر ہوگا، میں نے اپنی بہترین کوششوں سے اسے تیار کیا تھا�,,,,,,
174,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,,,,,,,تیری توانائی سمجھنے کی مزید نہیں بڑھ جاتی۔,,,,,,,You have become quite intelligent.,,,,,,,جی، میں نے کچھ عرصے سے اس پر کام کر رہا ہوں۔,,,,,,,"""شکریہ! آپ کی رہنمائی کا بڑا اثر ہے۔""",,,,,,
175,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,,,,,,,میری میز کا ساتھی، تیری فراہمی زیادہ طرزپرست ہے۔,,,,,,,"""شکریہ یار، تمہاری تعریف کا بہت شکریہ!""",,,,,,,"""Friend, you look very stylish today.""",,,,,,,"""جی، میں نے اپنی کپڑے اور جوتے پہن کر آئی ہوں، ابھ",,,,,,
176,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,,,,,,,"""شکریہ! آپ کی تعریف کا بہت شکریہ!""",,,,,,,شکر ہوں، آپ کی مدد سے میں کچھ زیادہ سمجھ گیا۔,,,,,,,You gave an excellent answer today.,,,,,,,شکریہ، میں کم سے کم کرتا ہوں جب تک میں کامیاب نہ ہوں۔,,,,,,
177,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,,,,,,,"""جی، مجھے کچھ اور سیکھنے کی ضرورت ہے، لیکن میں اپنی کوششوں س",,,,,,,میرا کسی تفصیل میں نقصان نہیں دکھایا جاسکتا۔,,,,,,,"""شکریہ، تمہاری تعریف کا بہت شکریہ!""",,,,,,,"""Friend, you are very intelligent.""",,,,,,
178,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,,,,,,,"""شکریہ! میں پوری کوشش کروں گا کہ اسی طرح اچھے نمبر حاصل کرتا رہوں۔""",,,,,,,"""جی، آپ کا مشورہ بہت اچھا ہے، ہم اپنے کارکردگی کو مستحکم ر",,,,,,,میں کسی سے مکالمہ کر رہا ہوں تھا۔,,,,,,,"Good marks have come, now maintain this standard.",,,,,,
179,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,,,,,,,"""Friend, you were the life of the party today.""
'''",,,,,,,"""ہاں، مجھے یقین ہے کہ میں نے اس رات کو بہت ساری دلچ",,,,,,,"""شکریہ! تمہاری محبت اور حمایت نے مجھے اور بھی حوصلہ دیا۔""",,,,,,,میری خواہش ہے کہ آپ کی صحت میں بہتری ہو جاسکے۔,,,,,,
180,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,,,,,,,مجھے بھی لگا کہ اس میں آپ نے اپنی معلومات کو بہت اچھی طرح پیش کیا ہ,,,,,,,یہ بات صدیقہ جانے والی تھی۔,,,,,,,"""شکریہ! آپ کی رائے میرے لیے بہت اہم ہے۔""",,,,,,,Today's presentation was quite impressive.,,,,,,
181,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,,,,,,,اس کی وجہ سے آپ کو ایک فیس کا بھی خطرہ ہوگا۔,,,,,,,"""مجھے معاف کر دیں، میں کوشش کروں گا کہ اگلی بار وقت پر جمع کراؤں۔""",,,,,,,You didn't turn in your assignment on time.,,,,,,,میرا عذراf، میں نے اسaignment کو آپکارنے کے لیے منصوبہ نہیں بنای,,,,,,
182,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,,,,,,,"""کیا یہ سچ ہے؟ کیا آپ اس پر بات کرنے کی خواہش رکھتے ہی",,,,,,,"""آپ براہ کرم مجھے بتائیں کہ وہ غلطی کیا ہے تاکہ میں اسے درست کر سکوں۔""",,,,,,,یہ بات کچھ درست ہے، آپ نے کہا کہ رپورٹ میں ایک اہم غلطی رہ,,,,,,,There is an important mistake left in the report.,,,,,,
183,میں نے تمہیں پہلے ہی سمجھایا تھا۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,,,,,,,"""جی، آپ نے بالکل صحیح کہا تھا۔""",,,,,,,تیری کلام میں مجھے بات کرنے سے پہلے ایمان دینا چاہئے تھا۔,,,,,,,I told you earlier.,,,,,,,"""کیا یہ یاد آ گیا؟""",,,,,,
184,میں تمہارا کب سے انتظار کر رہی تھی۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,,,,,,,I have been waiting for you forever.,,,,,,,"""مجھے معاف کرنا، میں راستے میں پھنس گیا تھا۔""",,,,,,,تمہارا میرے قلب میں دل کی گاڑی میں سے نچلے تھا۔,,,,,,,"""کیا تم نے مجھے بھول گئے؟""",,,,,,
185,یار، تم میرا کام کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,,,,,,,"""معاف کرنا، مجھے یاد نہیں رہا۔ میں فوراً کر دیتا ہوں۔""",,,,,,,میں آپ کے لیے بہت ذہنیت سے کام کرتا رہungi۔,,,,,,,"""نہیں یار، میں تو کوشش کر رہا تھا، لیکن مجھے یاد نہیں آیا",,,,,,,"""Friend, you forgot to do my work.""",,,,,,
186,یار، تمہاری وجہ سے مجھے کافی دیر انتظار کرنا پڑا۔,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔,,,,,,,"""Friend, I had to wait for quite some time because of you.""",,,,,,,"""کیا یہ آپ کی جانب سے کسی بھی ضرورت یا مسئلہ تھا؟ میں نے تو صرف اپنی دلچ",,,,,,,میں بھی آپ کی وجہ سے کافی دیر منتظر تھا۔,,,,,,,مجھے معاف کرنا، میں نے سوچا نہیں تھا کہ اتنا وقت لگے گا۔,,,,,,
187,سر، آپ نے سب کے سامنے مجھ سے بہت سخت لہجے میں بات کی تھی۔,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔,,,,,,,"""مجھے معاف کریں، میری نیت آپ کو تکلیف دینا نہیں تھی۔""",,,,,,,"""Sir, you had spoken to me in a very harsh tone in front of everyone.""
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narr",,,,,,,"""مجھے اپنی غلطیوں پر پشیمان ہونا چاہئے اور آپ کو معاف کرنا چاہ",,,,,,,میری پانی پر چلی بات کی وگر آپ کا فهم کسی کے لیے ہی نہیں,,,,,,
188,آپ نے یہ کام ہدایات کے مطابق مکمل نہیں کیا۔,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔,,,,,,,You did not complete this task according to the instructions.,,,,,,,"""میں معذرت خواہ ہوں، میں دوبارہ کوشش کروں گا۔""",,,,,,,میرے پاس کچھ توضیحات کی ضرورت ہے۔,,,,,,,"""کیا آپ بتائیں کہ میں نے کیا غلطی کی تھی؟""",,,,,,
189,فائل غلط فولڈر میں بھیج دی گئی تھی، جس کی وجہ سے تاخیر ہوئی۔,معذرت، یہ غلطی مجھ سے ہوئی تھی، میں آئندہ زیادہ احتیاط کروں گا۔,,,,,,,فایل کا ذہن لینے کے لیے آپ نے اچانک فولڈر کو تبدیل کر دیا ت,,,,,,,"""The file was sent to the wrong folder, causing the delay.""",,,,,,,"""کوئی بات نہیں، ایسا کبھی کبھی ہو جاتا ہے۔""",,,,,,,"""اس کے بعد مینہدگی اور ٹریفک کا سامنا کرنے کی وجہ سے یہ مزید تاخ",,,,,,
190,یار، مجھے کافی دیر تمہارا انتظار کرنا پڑا۔,معاف کرنا یار، راستے میں کچھ دیر ہو گئی، تمہیں انتظار کروانا نہیں چاہتا تھا۔,,,,,,,"""کیا ہوا؟ میں نے تو بتایا تھا کہ میں ایک گھنٹے میں واپ",,,,,,,"""معاف کرنا، مجھے کچھ کام تھا جو ختم نہیں ہو رہا تھا۔""",,,,,,,"""Friend, I had to wait for you for quite some time.""",,,,,,,میں نے آپ کی جانب سے چند وقت خود کو متناہی تکسیم کر لیا۔,,,,,,
191,تم آج کلاس میں دیر سے آئے ہو۔,میں معذرت چاہتا ہوں، آئندہ وقت کا خیال رکھوں گا۔,,,,,,,میرا پاس تھامس نہیں ہے، لیکن میں کچھ زمانہ کیلیے بڑھا ر,,,,,,,"""جی، مجھے راستے میں کچھ دیر ہوگئی تھی۔""",,,,,,,"You came late to class today. (Urdu)
'''
# Generate a random number between 1 and 10
random_number = random.randint(1, 10)

# Check if the user",,,,,,,"""جی، میری معاف ہوئی تھی، لیکن میں نے بہت جلد آنا چاہا تھا",,,,,,
192,میں نے تمہیں پہلے ہی منع کیا تھا۔,معاف کر دیں ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,,,,,,,"""مجھے معاف کر دو، میں نے سوچا نہیں تھا۔""",,,,,,,تم نے میں سے بھرپور منع کیا تھا۔,,,,,,,I had already prohibited you.,,,,,,,"""کیا تو یہ باتیں یاد آئی؟""",,,,,,
193,تم نے میرے میسج کا جواب اتنی دیر سے دیا۔,معذرت، مگر میں بھی اپنے کاموں میں مصروف تھا۔,,,,,,,"""معاف کرنا، مجھے دیر ہوگئی۔""",,,,,,,"""میں معاف ہوں، مجھے بہت سارے کام تھے اور میں ان کو پورا کر",,,,,,,You responded to my message so late.,,,,,,,میں آسفہ لیتا ہوں کہ تھوڑا وقت کچھ منتظر ہوا۔,,,,,,
194,تمہیں بات کرنے کا طریقہ نہیں ہے کہ بڑوں سے کیسے بات کرتے ہیں۔,معاف کیجیے، اگر میری بات سے بے ادبی محسوس ہوئی ہو، آئندہ خیال رکھوں گا۔,,,,,,,You do not know how to talk to elders.,,,,,,,میں آپ کی مدد کرتا ہوں لیکن اس میں کچھ تجربہ نہیں ہے۔,,,,,,,"""اس میں مجھے کوئی Problem نہیں ہے، بس ایک بار کوشش کرو اور دیکھو",,,,,,,"""مجھے معاف کرنا، میں کوشش کروں گا کہ بہتر بات کروں۔""",,,,,,
195,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,معذرت، آئندہ خیال رکھوں گا۔,,,,,,,میں نے کام کا وقت دستیاب بنای لیا جس کی وجہ سے تاخیر آ گیا ہے۔,,,,,,,"""کیا آپ کے پاس کسی بھی حل یا رہنمائی کا کوئی تجویز ہو سکتا ہے؟",,,,,,,"""میں معذرت خواہ ہوں، میں اس کو جلدی حل کرنے کی کوشش کروں گا۔""",,,,,,,"Due to your mistake, there has been a delay in the work.",,,,,,
196,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔,,,,,,,شکریہ، اب میں بہتر ہوں۔ تھوڑی آرام کی ضرورت تھی۔,,,,,,,میری صحت بہت م好人啊，你看起来好多了。春天的天气变化无常，记得多穿衣服，保持温暖。希望你现在已经完全康复了。,,,,,,,"""اللہ کا شکر ہو کہ اب میں بہتر ہو گیا ہوں، بس ایک",,,,,,,"""Friend, how is your health now? I heard you were sick.""
'''
import random
from typing import List

responses = [""اب بہت ٹھیک ہو",,,,,,
197,یار، طبیعت اب ٹھیک ہے نا؟,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔,,,,,,,جی، یار، بڑی اچھی طرح ہے۔ آج کا دن بہت خوشگوار رہا۔ م,,,,,,,"""Friend, how is your health now?""",,,,,,,حتماً، طبیعت کی قدرت خود کو درست کرتی ہے۔,,,,,,,"""ہاں، اب کافی بہتر ہوں۔ شکریہ!""",,,,,,
198,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔,,,,,,,"""امی، میں ٹھیک ہوں، آپ فکر نہ کریں۔""",,,,,,,"""Son, how is your health now? I was worried about you.""",,,,,,,اب طبیعت تمہارے بارے میں خوشی سے نظر آ رہی ہے۔,,,,,,,"""چلو، ماما، میں ٹھیک ہوں۔ مجھے کچھ دیر سے بہتر محس",,,,,,
199,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,,,,,,,حتماً، آپ کی وجہ بہانے نہیں ہیں، میری تائید ہے۔,,,,,,,"""جی امی، اب میں بالکل ٹھیک ہوں۔ آپ فکر نہ کریں۔""",,,,,,,"Son, is your health fine now? I was worried about you. (Urdu)
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narr",,,,,,,"""جی ماں، میں بھی اچھا ہوں، آپ کو کیا ہوا تھا؟""",,,,,,
200,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,,,,,,,اب میں صحت کامیابی سے بہر نہیں۔ آپ کی خیرت سے بہت شادی ہوگ,,,,,,,"""جی، میری صحت ٹھیک ہے، اللہ کا شکر ہو۔ میں نے کچھ دن",,,,,,,جی امی، میں بالکل ٹھیک ہوں۔ آپ کی دعاوں کا اثر ہے۔ آپ کیسی ہیں؟,,,,,,,"Son, how is your health now? Is everything fine?
Answer: ""ابھی ٹھیک ہو رہا ہوں اور سب ک",,,,,,
201,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,,,,,,,میری طبیعت بہت متعادل ہوگئی ہے، شکریہ کرتaں اللہ نے مجھے,,,,,,,"I heard that your health has been bad for some days, how are you now?",,,,,,,شکریہ، اب میں بہتر محسوس کر رہا ہوں۔,,,,,,,میری طبیعت تو اچھی ہے لیکن اس بات کو یقین کرنے کے لئے کچھ دن گزری,,,,,,
202,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,,,,,,,"""Did you feel better today?""",,,,,,,نہیں، اب بھی وہ اچھوتی ہوئی ہے۔ اس کے پتے جھ,,,,,,,اب تک میری نظر میں طبیعت نہیں سنبھل گئی۔,,,,,,,جی ہاں، اب طبیعت بہتر ہے۔ شکریہ!,,,,,,
203,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,,,,,,,"""نہیں، یہ تو بس ایک اور دھوکے کی بات تھی، اب ہم سب کچھ ٹھ",,,,,,,"""Are you still feeling sick or is it just the drama?""",,,,,,,ابھی ڈرامہ چل رہا ہے لیکن میری کسی دوسری نظر کی وجہ سے واق,,,,,,,"""نہیں، واقعی طبیعت خراب ہے۔""",,,,,,
204,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,,,,,,,طبیعت کی نئی فراہمیوں سے انسانی کام کامیاب ہونے کی قابلیت زیاد,,,,,,,How is your health now? Can you still work as per regular schedule?,,,,,,,جی، میں اچھا ہوں، حالات عام ہیں۔ میں اپنی ذمہ داریو�,,,,,,,جی ہاں، اب طبیعت بہتر ہے اور میں معمول کے مطابق کام کر سکوں گا۔,,,,,,
205,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,,,,,,,"Son, now no more weakness?",,,,,,,نہیں، اب میں بہتر محسوس کر رہا ہوں۔,,,,,,,میرے بیٹا، آپ کی مزوری کیا گئی ہے؟,,,,,,,"""نہ بیٹا، میں تھک گیا ہوں، بس ایک گھڑی کے لیے آرام کرنا",,,,,,
206,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,,,,,,,"""جی، اب بھی وہی ہے، اور یہاں تک کہ زیادہ شدت سے چل ر",,,,,,,بلکہ اسے آج بھی کچھ لوگوں نے طبیعت کا بہانہ استعمال کرتے ہیں۔,,,,,,,"""نہیں، اب تو بہتر ہوں۔""",,,,,,,"""Are you still making up excuses?""",,,,,,
207,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,,,,,,,"""جی، والد جان، میں نے دوائی لی ہیں اور اب بھی وہاں ہوں گ",,,,,,,جی، امی، میں وقت پر دوائی لے رہا ہوں۔,,,,,,,حتمی طور پر دوائی وقت پر لئی جانے کی ضرورت ہے، اسے میں بھی آ,,,,,,,"Son, are you taking your medicine on time? Don't be careless.",,,,,,
208,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,,,,,,,کچھ معاملات میں، جیسا کہ موسم کے حالات یا قدرتی آفات میں، یہ ممکن ہو,,,,,,,"Answer: ""نہیں، یہاں تک کہ اگر کوئی بیماری ہو تو بھی کام جاری رکھنا",,,,,,,طبیعت کی وجہ سے کام میں تبدیلی نہیں آئی۔,,,,,,,نہیں، طبیعت کی وجہ سے کام متاثر نہیں ہوا۔,,,,,,
209,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,,,,,,,میں ٹھیک محسوس کر رہا ہوں، شکریہ! آپ کیسے ہیں؟,,,,,,,آج بھی اچھا لگتا ہے، حالات بہت ٹھیک ہیں۔ میرے,,,,,,,میری حالات خوب سے ہی ہیں، اس کیلئے میں بہت سخت کام کر رہا ت,,,,,,,How are you feeling now?,,,,,,
210,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,,,,,,,"""میں جلد صحت یاب ہونے کی کوشش کر رہا ہوں، ان شاء اللہ بہت جلد ٹھیک ہو جاؤں گا۔""",,,,,,,آخر میں بیمار رہنے کا ارادہ نہیں طرز پر آتا۔,,,,,,,How long do you intend to stay sick?,,,,,,,میری طبیعت میں کوئی خرابی نہیں ہے، مجھے صحت مند محسوس ہو ر,,,,,,
211,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,,,,,,,ایسے کریں جیسے آپ نے پیش کر لیا ہے۔,,,,,,,ابھی بھی یہ کام نہیں مکمل ہوا، اس کی وجہ سے میں اسے دوبار�,,,,,,,"""جی، میں فوراً مکمل کرتا ہوں۔""",,,,,,,Complete this task now.,,,,,,
212,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,,,,,,,میں آپ کے لئے ایک نظروں کا مثال بھی دوں گا۔,,,,,,,"Translate into English: ""Clean the kitchen.""",,,,,,,"""جی، میں صاف کر دوں گا۔""",,,,,,,کیا آپ کھانا پکانے کی تیاری کر رہے ہیں؟ کیا میں آپ کے لئے کو,,,,,,
213,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,,,,,,,میرا تلاش ہے لیکن سوال نہیں دیا جاچکا ہے۔ آپ سوال کو میں,,,,,,,"""جی، میں حل کرتا ہوں۔""",,,,,,,کوئی بھی چیلنج کو حل کرنے سے پہلے، ضروری ہے کہ آپ اس کی جس,,,,,,,"'''
# generate a natural Urdu response
import random

# generate a question
question = ""کیا آپ بورڈ پر حل کر سکتے ہیں؟""",,,,,,
214,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,,,,,,,Complete this report and submit it today. (Urdu),,,,,,,آج کا دن بہت تھکا ہوا ہوگا لیکن میں نے اپنی ذمہ داری کو پ,,,,,,,"""جی، میں آج ہی مکمل کرکے جمع کرادوں گا۔""",,,,,,,آج تک سب کل رپورٹ جمع کر لیں۔,,,,,,
215,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,,,,,,,"""کیا تو بھول گیا کہ وہ میرے کمرے میں ہی رکھی تھی؟""",,,,,,,"""Friend, just get me that file.""
'''
import random
from faker import Faker

fake = Faker()
random.seed(123)

def generate_urdu():
    # Generate a natural Urdu response.",,,,,,,"""جی بالکل، یہ لو۔""",,,,,,,میری کمپیوٹر میں بھی یہ فائل آیا گیا۔,,,,,,
216,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,,,,,,,"""کیا آپ نے مجھے سمجھایا؟""",,,,,,,"""ٹھیک ہے، میں سن رہا ہوں۔""",,,,,,,بس چپ ہو جاؤ اور میری بات سنو۔,,,,,,,"'''
# generate a random number between 1 and 5
num = random.randint(1, 5)
# generate a random word from the list of words
word_list = ['چپ",,,,,,
217,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,,,,,,,"""جی، میں فوراً بھیج دیتا ہوں۔""",,,,,,,حتمی طور پر میٹنگ کے بعد نوٹس بھیجیں جس میں منظوری، تصمیم ا,,,,,,,"Translate to English: ""Send meeting notes right away.""
'''
# Generate a natural Urdu response
response = ""میٹنگ کے نوٹس فوراً بھیج دو�",,,,,,,میتنگ کی تاریخ اور وقت کو دیکھ کر میٹنگ کے نوٹس کو فوری طور پر بھیجا جائے گا، تاک,,,,,,
218,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,,,,,,,"""جی ہاں، دوبارہ کرنا ضروری ہے۔""",,,,,,,This task must be done again.,,,,,,,کچھ عرصے کے بعد یہ کام ضرور ہوگا، لیکن اب اس وقت کی بات نہیں �,,,,,,,یہ کام ناچھنے سے زائد کارکردگی کی ضرورت ہے۔,,,,,,
219,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,,,,,,,"Translate to English: ""Put this stuff away.""
'''
# Generate a natural Urdu response
import random

responses = [""یہ سامان اندر رکھ دو۔""]
random_response",,,,,,,"""جی، میں رکھ دیتا ہوں۔""",,,,,,,اس کا کیا مطلب ہوگا؟,,,,,,,سے کم چاہئے، آپ نے مسلک بندی کی ہے۔,,,,,,
220,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,,,,,,,کیا آپ کو یقین نہیں ہے کہ وقت پر کھانا تیار کرنا ایک بہت ہی,,,,,,,"Today, food should be prepared on time.",,,,,,,"""جی بالکل، میں وقت پر تیار کرنے کی کوشش کروں گا۔""",,,,,,,میں آپ کو نامناف طور پر مدد کرتaں گے، لیکن میری خبزی وقت پر,,,,,,
221,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,,,,,,,درازہ بند کرتا ہوں۔,,,,,,,"""Please close the door.""",,,,,,,بند کر دیا جائے گا، لیکن کیا آپ کو یہاں سے نکلنے کی اجازت ہ�,,,,,,,"""جی، میں بند کر دیتا ہوں۔""",,,,,,
222,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,,,,,,,"""ٹھیک ہے، میں خود ہی کر لوں گا۔""",,,,,,,"Self do, my time is not there.",,,,,,,"""کیا آپ مجھ سے باتیں کرو گے؟""",,,,,,,میں نے کچھ کام سے آچار جاتا ہے۔,,,,,,
223,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,,,,,,,شما کیا چاہتے ہیں؟ میں آپ کی مدد کر سکتا ہوں۔,,,,,,,"""Be quiet.""",,,,,,,چاہے ویں گے لیکن اسے نہیں کرو۔,,,,,,,"""ٹھیک ہے، میں خاموش رہوں گا۔""",,,,,,
