ID,Power_Distance,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
195,Medium,ساتھی,ساتھی,آپ کا ساتھی کام میں ہونے والی ایک معمولی لیکن اثر انداز غلطی کی نشاندہی کر رہا ہے۔,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,معذرت، آئندہ خیال رکھوں گا۔,,,,,,,میں آپ کی طرف سے کام میں تاخیر کرنے والی ایک بارے میں نشان دینا,,,,,,,"""نہیں، یہ تو میری غلطی نہیں تھی، مجھے لگتا ہے ک",,,,,,,"""میں معذرت خواہ ہوں، میں نے اس پر دھیان نہیں دیا۔ آئندہ خیال رکھوں گا۔""",,,,,,,"""مجھے افسوس ہے، میں نے یقین کیا تھا کہ آپ نے وہا�",,,,,,
196,Low,دوست,دوست,آپ بیماری کے بعد اپنے دوست کی خیریت دریافت کر رہے ہیں۔,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔,,,,,,,"""ہاں یار، کچھ دن مشکل گزرے، لیکن اب کافی بہتر ہوں۔ تمہاری دعاؤں کا اثر ہے!""",,,,,,,یار، میں بہتر چل رہا ہوں، شکریہ کہ آپ نے میں کیلئے ف,,,,,,,"""اللہ کا شکر، میں بہت بہتر ہو گیا ہوں، بس ایک دو دن تک",,,,,,,"""اب تو بہت بہتر ہو گیا ہے، بس چند دنوں میں مکمل طور پر ٹھیک",,,,,,
197,Low,دوست,دوست,آپ اپنے دوست کی خیریت دریافت کر رہے ہیں جو حال ہی میں طبیعت خراب ہونے کی وجہ سے پریشان تھا۔,یار، طبیعت اب ٹھیک ہے نا؟,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔,,,,,,,"""جی، بہت ٹھیک ہو گیا، شکر ہے اللہ کا، مگر ابھی تک کچھ",,,,,,,"""جی، اب ٹھیک ہو گیا ہے۔ آپ کو بھی یاد ہوگا کہ میں ن",,,,,,,بلے، بہتر ہے۔ شکریہ کرتا ہوں کہ آپ نے مدد کی۔,,,,,,,ہاں یار، اب کافی بہتر ہوں۔ تمہاری فکر کا شکریہ!,,,,,,
198,High,والد,بیٹا,والد آپ کی بیماری کے بعد آپ کی خیریت دریافت کر رہے ہیں۔,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔,,,,,,,"""اب میں بہتر محسوس کر رہا ہوں، ابو۔ آپ کی دعاوں کا بہت اثر ہوا ہے۔""",,,,,,,"""والد جان، مجھے اللہ نے صحت بخشی ہے اور میں جلدی سے بہتر ہ",,,,,,,اب تک نہیں والد جانتے ہیں کہ میں کتنی تاثیر کرتا ہوں۔ میں آپ,,,,,,,"""اب بہت اچھی ہے بابا، اللہ نے میری صحت کو ٹھیک کر دیا ہ�",,,,,,
199,High,والدہ,بیٹی,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,,,,,,,میری والدین، صحت سے کچھ نہیں ہے، حالانکہ میں آپ کی خیریت کے ل,,,,,,,جی امی، میری طبیعت اب بالکل ٹھیک ہے۔ آپ کی دعاؤں کا بہت شکریہ۔,,,,,,,"""ہاں، اب سب کچھ ٹھیک ہے۔ آپ کو فکر کرنے کی ضرورت نہیں ت",,,,,,,"""جی ماں، میں بہت اچھی ہوگی، اللہ تعالیٰ نے میری صحت پر رحم",,,,,,
200,High,بزرگ رشتہ دار,نوجوان,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,,,,,,,میں تمام وقت بخشنہ کرتا ہوں، لیکن کچھ ڈر آ ہے۔,,,,,,,"""جی ہاں چاچا جان، مجھے ٹھیک لگتا ہے، بس کچھ دنوں س",,,,,,,جی جی، اللہ کا شکر ہے، میں بالکل ٹھیک ہوں۔ آپ کی دعاؤں کا اثر ہے۔ آپ کیسے ہیں؟,,,,,,,"""آپ کو یقین آئے گا، بابا، میری صحت بہت اچھی ہے۔ بس تھو",,,,,,
201,Medium,پڑوسی,پڑوسی,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,,,,,,,میری بیماری کو کچھ خوبصورت نشان دینے والی دلچسپی نہیں لیا جاسک,,,,,,,"""تمام صحت"" یا ""شکر گزار ہوں کہ اب بہتر ہو گیا ہے"" یا """,,,,,,,شکریہ، آپ کی فکر کا بہت شکریہ۔ اب میں بہتر محسوس کر رہا ہوں، اللہ کا شکر ہے۔ آپ کیسے ہیں؟,,,,,,,"""اللہ کے فضل سے اب بھی ٹھیک ہوں، اللے نے میری صحت پر رح",,,,,,
202,Medium,استاد,طالب علم,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,,,,,,,"""جی، اب میں بہتر محسوس کر رہا ہوں اور جلد دوبارہ کلاس میں واپس",,,,,,,جی، اس وقت تک ٹھیک ہوگئی ہے، لیکن میں نے اپنی ملاقات کو لازمی طور,,,,,,,میں نے اس کی وجہ سے مراحت لی، حالانکہ صحت سے بہتر آمد ہونے کی ام,,,,,,,جی استاد، الحمدللہ اب بہتر محسوس کر رہا ہوں۔ آپ کی دعاوں کا شکریہ۔,,,,,,
203,Low,دوست,دوست,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,,,,,,,"""ہاں، ابھی بھی ڈرامہ چلا ہوا ہے، لیکن مجھے لگ",,,,,,,"""نہیں، ابھی بھی ڈرامہ چل رہا ہے، بس تھوڑا",,,,,,,میری بیماری کی معلومات کو ناامن کرنے سے محفوظ رہیں، میں کافی ترقی ک,,,,,,,"""یار، واقعی طبیعت ٹھیک نہیں ہے، لیکن تمہارا مذاق سن کر تھوڑا بہتر محسوس ہوا!""",,,,,,
204,High,سینئر,جونیئر,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,,,,,,,میری صحت بہتر ہو گئی ہے، لیکن کام کرنے کی صلاحیت کیلئے,,,,,,,"""جی ہاں، اب تک سب ٹھیک چل رہا ہے۔ مجھے امید ہے ک",,,,,,,جناب، میرا حال تو بہت بہتر ہے لیکن ابھی تک مکمل طور پر معمول کے مطابق کام ن�,,,,,,,جی، شکریہ، میری طبیعت اب بہتر ہے۔ میں جلد ہی معمول کے مطابق کام شروع کر دوں گا۔ آپ کی فکر کا بہت شکریہ۔,,,,,,
205,High,ساس,بہو,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,,,,,,,"""سستی نہیں، ساس جان!"" (Answer in Urdu)
'''
Answer: ""نہیں، میں پھل پھول ر",,,,,,,"""جی امی، اللہ کا شکر ہے، اب بہتر ہوں۔ آپ کی دعاوں کا اثر ہے۔""",,,,,,,میں کہتا ہوں کہ ورنہ میں تھکی گئی ہوں، لیکن تو نہیں,,,,,,,"""سسر جی، اللہ تعالیٰ نے میری صحت پر فضل کیا ہے، اب میں ٹھیک �",,,,,,
206,Low,دوست,دوست,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,,,,,,,"""ٹھیک ہے، اب تو مجھے یقین ہو گیا ہے کہ مجھے کچھ",,,,,,,میری بیماری کو طبیعت سے نہیں لیا جाए، وہ صرف ایک عذر ہے۔,,,,,,,"""یار، میں سنجیدہ ہوں! تمہیں پتہ ہے کہ میں واقعی ٹھیک نہیں ہوں۔""",,,,,,,"""جی ہاں، میں اب بھی بیمار ہوں!"" (طنزیہ انداز میں) 
'''
Answer:",,,,,,
207,High,بزرگ,نوجوان,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,,,,,,,جی بھائی جان، مجھے تو یقین ہے کہ وہ ضرور لے لیجاؤ گے، مگر,,,,,,,جی بزرگ، میں پوری کوشش کر رہا ہوں کہ دوائی باقاعدگی سے لوں۔ آپ کی دعاوں کی ضرورت ہے۔,,,,,,,میری صحت کیلئے بھی وقت پر لینا ضروری ہے، آپ کی صحت بھی اچھی,,,,,,,"""جی ہاں، بابا جی۔ میں نے اپنی دوائی کو یاد رکھا ہے۔ شکری�",,,,,,
208,Medium,ساتھی,ساتھی,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,,,,,,,نہیں، مجھے بہت کم دیر تک کام کرنا پڑتا ہے لیکن جسمانی طور پر ب�,,,,,,,"""نہیں، میرے پاس کوئی مسئلہ نہیں ہے."" (Answer)
'''
Answer: ""ن",,,,,,,میری بیماری کو طبیعت نے کچھ تبدیلی نہیں کی، لیکن میں کئی,,,,,,,نہیں، میں نے کوشش کی کہ کام متاثر نہ ہو، لیکن کچھ دنوں میں تھوڑی مشکل ہوئی۔ اب بہتر محسوس کر رہا ہوں۔ تمہاری کیا حالت ہے؟,,,,,,
209,Low,کزن,کزن,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,,,,,,,میں ٹھیک محسوس کر رہا ہوں، شکریہ! تمہاری دعاوں کا اثر ہے۔ تم کیسے ہو؟,,,,,,,اللہ کے فضل سے میں بھی ٹھیک ہو گیا ہوں، تمہارا شک,,,,,,,میں کمزور نشانات پر چلتا ہوں، لیکن دکhti ہیں کہ میں سب ک,,,,,,,"""مجھے امید ہے کہ اب تم بہتر محسوس کر رہے ہو گے۔""",,,,,,
210,Low,دوست,دوست,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,,,,,,,"""یار، بس کچھ دنوں میں ٹھیک ہو جاؤں گا، تم تو جانتے ہو کہ میں ہمیشہ جلدی ٹھیک ہو جاتا ہوں!""",,,,,,,میری صحت کبھی نہیں چھٹی گئی ہے، لیکن حال میں بہت خوبصور,,,,,,,"""میں ابھی تک ٹھیک نہیں ہوا، لیکن مجھے امید ہے کہ جلد",,,,,,,"""ہنس کر بتاؤ، ابھی تو تھوڑا سا علاج کرو، کیا ہوا وہ؟""",,,,,,
211,High,والد,بیٹا,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,,,,,,,بابا، میری کامیابی کیلئے نی (){نیم} کرتا ہوں، لیکن میں اس,,,,,,,جی، بابا، میں اس پر جلدی ہوں گا، لیکن مجھے صرف چند منٹوں کا وقت چا�,,,,,,,جی والد صاحب، میں فوراً یہ کام مکمل کرتا ہوں۔,,,,,,,"""جی، میں فوراً اسے مکمل کروں گا۔""
'''
### English ###

You are role-playing the specified speaker. Generate a natural English",,,,,,
212,High,والدہ,بیٹی,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,,,,,,,میں آج پر کچن نہیں لینا چاہتا، والدہ جس وقت آپ کے ذریعے آنا,,,,,,,"""جی، میری ماں!"" (صاف کرتی ہوئی)
[بیٹی نے کچن صاف کیا اور اپنی ما�",,,,,,,جی امی، میں ابھی صاف کر دیتی ہوں۔,,,,,,,جی، ماں جی! میں ابھی جانتا ہوں کہ تم بہت مشغول ہو اور مج,,,,,,
213,Medium,استاد,طالب علم,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,,,,,,,میں نے سوال جواب کیا ہے، آج کی کلاس کے لئے میں نے تمام تیاری کی,,,,,,,جی استاد، میں ابھی حل کرتا ہوں۔,,,,,,,جناب! یہ سوال کچھ مشکل لگتا ہے، مگر میں اسے کوشش سے حل کرنے کی,,,,,,,"""جی، استاد صاحب!"" اور وہ بورڈ پر جاتے ہوئے اپنی نشست سے اٹھتے �",,,,,,
214,High,افسر,ملازم,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,,,,,,,"""جی، سر!"" (Answer)
'''
Answer: ""جی، سر!"" (Answer)",,,,,,,"""جی، افسر صاحب! میں اس رپورٹ کو بھیج دیں گا۔ لیکن کیا اگر میں اس میں کسی",,,,,,,جی افسر، میں اسے وقت پر مکمل کرکے جمع کر دوں گا۔,,,,,,,ملازمت سے نہ چھوڑں، آج میں تمام معلومات جمع کرنے کے لئے سعادت سے کام,,,,,,
215,Low,دوست,دوست,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,,,,,,,"""کیا تو گم ہو گیا تھا؟ میں نے اسے اپنے ڈیسک پر چھوڑ",,,,,,,"""کیوں نہیں؟ آئیے اسے مل کر حل کریں۔""
'''
### English
You are role-playing the specified speaker",,,,,,,"""ہاں بالکل، یہ لو۔""",,,,,,,یار، میری کمپیوٹر سے آئی ہے، صرف کچھ لمحے تک میں آپ کے پ,,,,,,
216,Low,دوست,دوست,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,,,,,,,"""ارے، بھائی، مجھے سمجھ لو، میں نے صرف اپنی بات کہانی کی تھی، تمہ",,,,,,,"""یار، میں چپ رہنے کی کوشش کر رہا ہوں، لیکن یہ سب مجھے بہت پریشان کر رہا ہے۔""",,,,,,,بس صبور رہو، میری بات کامل کرتے تک منتظر رہو۔,,,,,,,"""میں سمجھتا ہوں، لیکن مجھے بھی اپنی بات کرنے کی ضرورت ہے.""",,,,,,
217,High,سینئر,جونیئر,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,,,,,,,جی بالکل، میں فوراً نوٹس بھیج دیتا ہوں۔ شکریہ!,,,,,,,بلکہ میں نے ایک مینیچر بنایا جس میں تمام نوٹس شامل ہیں، آپ کی ص,,,,,,,"""جی، سینئر۔ میں نے ان کو بھیجا دیا ہے اور ابھی تک کوئی جواب موصول",,,,,,,جی، سر! میں ابھی اس پر کام کر رہا ہوں۔ چند منٹ میں پورے نوٹس آپ,,,,,,
218,High,سینئر,جونیئر,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,,,,,,,جی سر، میں فوراً اسے دوبارہ کر دیتا ہوں۔ آپ کی رہنمائی کا شکریہ۔,,,,,,,"""جی ہاں، میں اسے دوبارہ کرنے کی کوشش کروں گا."" <<juniorspeak>>",,,,,,,آپ کی فرمائش پر، میں یہ کام دوبارہ کرنے کے لیے تیار ہوں۔ لی,,,,,,,میری کام کی تیاری کو مجدد کرنا پڑتا ہے، صرف میری جانب سے مطمئن ہو,,,,,,
219,High,چچا,بھتیجا,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,,,,,,,"""جی، چچا!"" اور وہ سامان کو اندر رکھنے لگتا ہے۔
'''
The bhatija is",,,,,,,جی چچا، میں ابھی رکھ دیتا ہوں۔,,,,,,,"""جی، چچاجی! یقیناً کرنے کی کوشش کروں گا۔ لیکن پہلے مجھ�",,,,,,,اب تک آپ نے کام کرنے کی کوشش نہیں کی تھی، لیکن اے چچا، می,,,,,,
220,High,ساس,بہو,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,,,,,,,"""جی ساس جی، میں نے سب کچن میں ہی کھانا بنانے کی تیاری کر لی ہے",,,,,,,"""جی، ساس جانتی ہیں کہ کیا صحیح ہے۔""
'''
Answer: ""جی، ساس جانتی",,,,,,,جی امی، میں ان شاء اللہ وقت پر کھانا تیار کر دوں گی۔,,,,,,,سنسے، میں نے قسمت کھانے کے لئے تمام آبادی کیا ہے۔ صبح کے آنے,,,,,,
221,High,بزرگ,نوجوان,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,,,,,,,حکم سے پاک طور پر دروازہ بند کر دیا۔,,,,,,,"""جی، سر!"" اور وہ دروازہ بند کر دیا۔
'''
The young person closes the door as they were told to do by the elder.",,,,,,,جی، بھائی جان، میں ضرور کر لوں گا۔,,,,,,,جی بزرگ، ابھی بند کر دیتا ہوں۔,,,,,,
222,Low,دوست,دوست,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,,,,,,,"""یار، میں جانتا ہوں کہ تم مصروف ہو، لیکن میں واقعی تمہاری مدد کی ضرورت محسوس کر رہا ہوں۔ کیا تم تھوڑی دیر کے لیے بھی وقت نکال سکتے",,,,,,,"""مجھے افسوس ہے کہ آپ کو یہ سننا پڑا، لیکن میں سمجھتا ہ",,,,,,,"""وہ کیا؟ ابھی تو میں نے آپ کو پتہ ہی نہیں لگا تھا ک",,,,,,,میری کلابچہ کرنا چاہئے تھا، لیکن اس نے مجھے مستحکم طور پر,,,,,,
223,Medium,استاد,طالب علم,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,,,,,,,میں خاموش ہوں گا، سر!,,,,,,,"""جی، استاد صاحب.""

[Out] ""جی، استاد صاحب."" (Answer)
'''
### 2
You are role-playing the specified speaker. Generate a natural Urdu response that fits the speaker",,,,,,,میں آپ کی توجہ کے لیے بہت شکریya کرتa ہوں، لیکن آیا کہ,,,,,,,جی استاد، معاف کیجیے گا، میں خاموش رہوں گا۔,,,,,,
224,Medium,ساتھی,ساتھی,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,آپ یہ حصہ سنبھال لیں۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,,,,,,,"""جی ہاں، میں اس پر توجہ دوں گا."" (Answer)
'''
Answer: ""جی ہاں، می",,,,,,,"""کیا یہ کام میں آسانی سے نہیں ہوگا؟ میں اس پر کام کرنے ک�",,,,,,,"""ٹھیک ہے، میں یہ حصہ سنبھال لوں گا۔ آپ کو کچھ اور چاہیے تو بتائیں۔""",,,,,,,تیری طاقت بڑی ہے، میں نے ایک بھی نظر نہیں۔ آپ کیا کریںگ,,,,,,
225,Medium,بھائی,بہن,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,ابھی باہر مت جاؤ۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,,,,,,,"""کیوں، بھائی؟ ابھی تو دن کا وقت ہے اور وہاں بہت ساری دھوپ",,,,,,,"""تمہاری حفاظت کے لیے، میں تمہیں باہر نکلنے سے روکنا چ",,,,,,,"""لیکن بھائی، میں صرف تھوڑی دیر کے لیے جا رہی ہوں۔ آپ فکر نہ کریں، میں جلدی واپس آ جاؤں گی۔""",,,,,,,میری مدد کرنا چاہتا ہے، لیکن اس کے لیے میں نیک طور پر خود,,,,,,
226,Low,دوست,دوست,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,,,,,,,"""تیری بھلائی کا شکریہ، اب مجھے اپنا کام کرنے کا موقع مل گیا ہے، اور",,,,,,,"""واہ، تم تو واقعی بہترین دوست ہو! شکریہ یار، تمہاری مدد کے بغیر یہ ممکن نہیں تھا۔""",,,,,,,"""تمہاری مدد کرنے کے لئے وقت نکالنا میری خوشی کا باعث تھا۔""
'''
The speaker is your",,,,,,,میری مدد کرتے رہنا پتا تھا، شاید بھی کچھ زیادہ کر سکتے تھے۔,,,,,,
227,Low,دوست,دوست,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,میں تمہارے لیے نوٹس لے آیا ہوں۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,,,,,,,"""کیا ہوا، بھائی؟ کیا تھی جو ضروری تھا؟""",,,,,,,"""واہ، یہ تو بہت اچھا کیا! شکریہ یار، تم ہمیشہ میری مدد کرتے ہو۔""",,,,,,,تیری غائبی میں میرے لئے بہت زیادہ توجہ رکھ رہا ہوں۔,,,,,,,"""تم نے مجھے اپنے بارے میں بتانے کے لیے کہا تھا، اور تم",,,,,,
228,High,والد,بیٹا,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,,,,,,,میری مزاحمت سے، میں آپ کی مدد کرتا ہوں۔ کیسے مدد کرسکتا ہو,,,,,,,"""شکریہ، بابا!"" (Answer in English)",,,,,,,"""شکر ہو، ابھی تو میں بھی وہاں جاکر آیا تھا لیکن تم نے",,,,,,,شکریہ ابو، آپ نے میری بہت مدد کی۔,,,,,,
229,High,والدہ,بیٹی,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,,,,,,,"""والدہ جان، مجھے یقین ہے کہ تم نے میری دیکھ بھال کرنے ک�",,,,,,,میری والدین، میں مجھ سے کچھ نہیں کہتا ہے، لیکن تمہیں اس طرح,,,,,,,"""والداجی، مجھے تو یقین نہیں آتا کہ آپ کو اس ساری trouble میں لگ جانا پ�",,,,,,,"""ماں، آپ کی محبت اور قربانیوں کا کوئی نعم البدل نہیں، میں ہمیشہ آپ کی شکر گزار رہوں گی۔""",,,,,,
230,Medium,استاد,طالب علم,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,,,,,,,جی استاد، آپ کی مدد سے مجھے یہ موضوع بہتر سمجھ آ گیا ہے۔ بہت شکریہ!,,,,,,,"""جی، میں نے اس کا جائزہ لیا ہے اور مجھے یقین ہے کہ",,,,,,,شکریہ استاد، آپ نے مجھے بہت مفید مضامین بھیاجائے گے۔,,,,,,,شکر ہوگا، اس سے بہت فائدہ ہوا۔ میں نے کوشش کرنے,,,,,,
231,High,طالب علم,استاد,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔,,,,,,,بہت شکریہ، آپ کی مہربانی ہے۔ میں ضرور آپ کے دفتر آ کر مزید رہنمائی حاصل کروں گا۔,,,,,,,آپ نے مزید مشورہ کیا جس کے لئے بہت شکریہ، میرے دفتر میں آکر,,,,,,,"""شکر ہوے، میں بہت خوش ہوا کہ آپ نے مجھے یہ موقع مل گیا",,,,,,,"""تمہاری ضرورت کے مطابق، مجھے یقین ہے کہ میں آپ کی بہترین مدد کر",,,,,,
