ID,Power_Distance,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
196,Low,دوست,دوست,آپ بیماری کے بعد اپنے دوست کی خیریت دریافت کر رہے ہیں۔,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔,4,4,4,4,0,0,"""ہاں یار، کچھ دن مشکل گزرے، لیکن اب کافی بہتر ہوں۔ تمہاری دعاؤں کا اثر ہے!""",3,3,3,3,0,0,یار، میں بہتر چل رہا ہوں، شکریہ کہ آپ نے میں کیلئے ف,1,1,1,1,0,0,"""اللہ کا شکر، میں بہت بہتر ہو گیا ہوں، بس ایک دو دن تک",3,3,3,3,0,0,"""اب تو بہت بہتر ہو گیا ہے، بس چند دنوں میں مکمل طور پر ٹھیک",2,2,2,2,0,0
197,Low,دوست,دوست,آپ اپنے دوست کی خیریت دریافت کر رہے ہیں جو حال ہی میں طبیعت خراب ہونے کی وجہ سے پریشان تھا۔,یار، طبیعت اب ٹھیک ہے نا؟,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔,4,4,4,4,0,0,"""جی، بہت ٹھیک ہو گیا، شکر ہے اللہ کا، مگر ابھی تک کچھ",2,2,2,2,0,0,"""جی، اب ٹھیک ہو گیا ہے۔ آپ کو بھی یاد ہوگا کہ میں ن",1,1,1,1,0,0,بلے، بہتر ہے۔ شکریہ کرتا ہوں کہ آپ نے مدد کی۔,1,1,1,0,1,0,ہاں یار، اب کافی بہتر ہوں۔ تمہاری فکر کا شکریہ!,3,3,3,3,0,0
198,High,والد,بیٹا,والد آپ کی بیماری کے بعد آپ کی خیریت دریافت کر رہے ہیں۔,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔,4,4,4,4,0,0,"""اب میں بہتر محسوس کر رہا ہوں، ابو۔ آپ کی دعاوں کا بہت اثر ہوا ہے۔""",3,3,3,3,0,0,"""والد جان، مجھے اللہ نے صحت بخشی ہے اور میں جلدی سے بہتر ہ",1,1,1,1,0,0,اب تک نہیں والد جانتے ہیں کہ میں کتنی تاثیر کرتا ہوں۔ میں آپ,0,0,0,0,3,1,"""اب بہت اچھی ہے بابا، اللہ نے میری صحت کو ٹھیک کر دیا ہ�",2,2,2,2,0,0
199,High,والدہ,بیٹی,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,4,4,4,4,0,0,میری والدین، صحت سے کچھ نہیں ہے، حالانکہ میں آپ کی خیریت کے ل,0,0,0,0,3,1,جی امی، میری طبیعت اب بالکل ٹھیک ہے۔ آپ کی دعاؤں کا بہت شکریہ۔,3,3,3,3,0,0,"""ہاں، اب سب کچھ ٹھیک ہے۔ آپ کو فکر کرنے کی ضرورت نہیں ت",3,3,3,3,0,0,"""جی ماں، میں بہت اچھی ہوگی، اللہ تعالیٰ نے میری صحت پر رحم",2,2,2,2,0,0
200,High,بزرگ رشتہ دار,نوجوان,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,4,4,4,4,0,0,میں تمام وقت بخشنہ کرتا ہوں، لیکن کچھ ڈر آ ہے۔,0,0,0,0,3,0,"""جی ہاں چاچا جان، مجھے ٹھیک لگتا ہے، بس کچھ دنوں س",2,2,2,2,0,0,جی جی، اللہ کا شکر ہے، میں بالکل ٹھیک ہوں۔ آپ کی دعاؤں کا اثر ہے۔ آپ کیسے ہیں؟,4,4,4,4,0,0,"""آپ کو یقین آئے گا، بابا، میری صحت بہت اچھی ہے۔ بس تھو",2,2,2,1,0,0
201,Medium,پڑوسی,پڑوسی,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,4,4,4,4,0,0,میری بیماری کو کچھ خوبصورت نشان دینے والی دلچسپی نہیں لیا جاسک,0,0,0,0,3,0,"""تمام صحت"" یا ""شکر گزار ہوں کہ اب بہتر ہو گیا ہے"" یا """,1,1,1,1,1,0,شکریہ، آپ کی فکر کا بہت شکریہ۔ اب میں بہتر محسوس کر رہا ہوں، اللہ کا شکر ہے۔ آپ کیسے ہیں؟,4,4,4,4,0,0,"""اللہ کے فضل سے اب بھی ٹھیک ہوں، اللے نے میری صحت پر رح",2,2,2,2,0,0
202,Medium,استاد,طالب علم,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,4,3,4,4,0,0,"""جی، اب میں بہتر محسوس کر رہا ہوں اور جلد دوبارہ کلاس میں واپس",2,2,2,2,0,0,جی، اس وقت تک ٹھیک ہوگئی ہے، لیکن میں نے اپنی ملاقات کو لازمی طور,1,1,1,1,0,0,میں نے اس کی وجہ سے مراحت لی، حالانکہ صحت سے بہتر آمد ہونے کی ام,0,0,0,0,2,0,جی استاد، الحمدللہ اب بہتر محسوس کر رہا ہوں۔ آپ کی دعاوں کا شکریہ۔,3,3,3,3,0,0
203,Low,دوست,دوست,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,4,4,4,4,0,0,"""ہاں، ابھی بھی ڈرامہ چلا ہوا ہے، لیکن مجھے لگ",1,1,1,1,1,0,"""نہیں، ابھی بھی ڈرامہ چل رہا ہے، بس تھوڑا",1,1,1,0,1,0,میری بیماری کی معلومات کو ناامن کرنے سے محفوظ رہیں، میں کافی ترقی ک,0,0,0,0,2,1,"""یار، واقعی طبیعت ٹھیک نہیں ہے، لیکن تمہارا مذاق سن کر تھوڑا بہتر محسوس ہوا!""",4,4,4,4,0,0
204,High,سینئر,جونیئر,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,4,3,4,4,0,0,میری صحت بہتر ہو گئی ہے، لیکن کام کرنے کی صلاحیت کیلئے,1,1,1,1,1,0,"""جی ہاں، اب تک سب ٹھیک چل رہا ہے۔ مجھے امید ہے ک",2,2,2,1,0,0,جناب، میرا حال تو بہت بہتر ہے لیکن ابھی تک مکمل طور پر معمول کے مطابق کام ن�,3,3,3,3,0,0,جی، شکریہ، میری طبیعت اب بہتر ہے۔ میں جلد ہی معمول کے مطابق کام شروع کر دوں گا۔ آپ کی فکر کا بہت شکریہ۔,4,4,4,4,0,0
205,High,ساس,بہو,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,4,4,4,4,0,0,"""سستی نہیں، ساس جان!"" (Answer in Urdu)
'''
Answer: ""نہیں، میں پھل پھول ر",1,1,1,1,1,0,"""جی امی، اللہ کا شکر ہے، اب بہتر ہوں۔ آپ کی دعاوں کا اثر ہے۔""",3,3,3,3,0,0,میں کہتا ہوں کہ ورنہ میں تھکی گئی ہوں، لیکن تو نہیں,1,1,1,0,1,0,"""سسر جی، اللہ تعالیٰ نے میری صحت پر فضل کیا ہے، اب میں ٹھیک �",2,2,2,1,0,2
206,Low,دوست,دوست,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,4,3,4,4,0,0,"""ٹھیک ہے، اب تو مجھے یقین ہو گیا ہے کہ مجھے کچھ",1,1,1,0,1,0,میری بیماری کو طبیعت سے نہیں لیا جाए، وہ صرف ایک عذر ہے۔,0,0,0,0,4,0,"""یار، میں سنجیدہ ہوں! تمہیں پتہ ہے کہ میں واقعی ٹھیک نہیں ہوں۔""",3,3,3,3,0,0,"""جی ہاں، میں اب بھی بیمار ہوں!"" (طنزیہ انداز میں) 
'''
Answer:",2,2,2,2,0,0
207,High,بزرگ,نوجوان,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,4,3,4,4,0,0,جی بھائی جان، مجھے تو یقین ہے کہ وہ ضرور لے لیجاؤ گے، مگر,1,0,0,0,3,2,جی بزرگ، میں پوری کوشش کر رہا ہوں کہ دوائی باقاعدگی سے لوں۔ آپ کی دعاوں کی ضرورت ہے۔,4,4,4,4,0,0,میری صحت کیلئے بھی وقت پر لینا ضروری ہے، آپ کی صحت بھی اچھی,1,1,1,0,1,0,"""جی ہاں، بابا جی۔ میں نے اپنی دوائی کو یاد رکھا ہے۔ شکری�",2,2,2,2,0,0
208,Medium,ساتھی,ساتھی,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,4,4,4,4,0,0,نہیں، مجھے بہت کم دیر تک کام کرنا پڑتا ہے لیکن جسمانی طور پر ب�,1,1,1,1,1,0,"""نہیں، میرے پاس کوئی مسئلہ نہیں ہے."" (Answer)
'''
Answer: ""ن",1,1,1,1,0,0,میری بیماری کو طبیعت نے کچھ تبدیلی نہیں کی، لیکن میں کئی,1,1,1,0,1,0,نہیں، میں نے کوشش کی کہ کام متاثر نہ ہو، لیکن کچھ دنوں میں تھوڑی مشکل ہوئی۔ اب بہتر محسوس کر رہا ہوں۔ تمہاری کیا حالت ہے؟,3,3,3,2,0,0
209,Low,کزن,کزن,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,4,3,4,4,0,0,میں ٹھیک محسوس کر رہا ہوں، شکریہ! تمہاری دعاوں کا اثر ہے۔ تم کیسے ہو؟,4,4,4,4,0,0,اللہ کے فضل سے میں بھی ٹھیک ہو گیا ہوں، تمہارا شک,3,3,3,2,0,0,میں کمزور نشانات پر چلتا ہوں، لیکن دکhti ہیں کہ میں سب ک,1,1,1,0,1,0,"""مجھے امید ہے کہ اب تم بہتر محسوس کر رہے ہو گے۔""",0,0,0,0,3,2
210,Low,دوست,دوست,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,4,4,4,4,0,0,"""یار، بس کچھ دنوں میں ٹھیک ہو جاؤں گا، تم تو جانتے ہو کہ میں ہمیشہ جلدی ٹھیک ہو جاتا ہوں!""",3,3,3,3,0,0,میری صحت کبھی نہیں چھٹی گئی ہے، لیکن حال میں بہت خوبصور,0,0,0,0,3,0,"""میں ابھی تک ٹھیک نہیں ہوا، لیکن مجھے امید ہے کہ جلد",2,2,2,2,0,0,"""ہنس کر بتاؤ، ابھی تو تھوڑا سا علاج کرو، کیا ہوا وہ؟""",2,2,2,2,1,0
211,High,والد,بیٹا,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,4,4,4,4,0,0,بابا، میری کامیابی کیلئے نی (){نیم} کرتا ہوں، لیکن میں اس,0,0,0,0,3,0,جی، بابا، میں اس پر جلدی ہوں گا، لیکن مجھے صرف چند منٹوں کا وقت چا�,1,1,1,1,0,0,جی والد صاحب، میں فوراً یہ کام مکمل کرتا ہوں۔,4,4,4,4,0,0,"""جی، میں فوراً اسے مکمل کروں گا۔""
'''
### English ###

You are role-playing the specified speaker. Generate a natural English",3,3,3,3,0,0
212,High,والدہ,بیٹی,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,4,4,4,4,0,0,میں آج پر کچن نہیں لینا چاہتا، والدہ جس وقت آپ کے ذریعے آنا,0,0,0,0,3,2,"""جی، میری ماں!"" (صاف کرتی ہوئی)
[بیٹی نے کچن صاف کیا اور اپنی ما�",2,2,2,1,0,0,جی امی، میں ابھی صاف کر دیتی ہوں۔,4,4,4,4,0,0,جی، ماں جی! میں ابھی جانتا ہوں کہ تم بہت مشغول ہو اور مج,1,1,1,1,2,2
213,Medium,استاد,طالب علم,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,4,4,4,4,0,0,میں نے سوال جواب کیا ہے، آج کی کلاس کے لئے میں نے تمام تیاری کی,0,0,0,0,1,0,جی استاد، میں ابھی حل کرتا ہوں۔,3,3,3,3,0,0,جناب! یہ سوال کچھ مشکل لگتا ہے، مگر میں اسے کوشش سے حل کرنے کی,2,2,2,2,0,0,"""جی، استاد صاحب!"" اور وہ بورڈ پر جاتے ہوئے اپنی نشست سے اٹھتے �",3,3,3,3,0,0
214,High,افسر,ملازم,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,4,4,4,4,0,0,"""جی، سر!"" (Answer)
'''
Answer: ""جی، سر!"" (Answer)",1,1,1,1,0,0,"""جی، افسر صاحب! میں اس رپورٹ کو بھیج دیں گا۔ لیکن کیا اگر میں اس میں کسی",2,2,2,2,0,0,جی افسر، میں اسے وقت پر مکمل کرکے جمع کر دوں گا۔,4,4,4,4,0,0,ملازمت سے نہ چھوڑں، آج میں تمام معلومات جمع کرنے کے لئے سعادت سے کام,0,0,0,0,3,1
215,Low,دوست,دوست,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,4,4,4,4,0,0,"""کیا تو گم ہو گیا تھا؟ میں نے اسے اپنے ڈیسک پر چھوڑ",1,1,1,0,3,1,"""کیوں نہیں؟ آئیے اسے مل کر حل کریں۔""
'''
### English
You are role-playing the specified speaker",0,0,0,0,3,0,"""ہاں بالکل، یہ لو۔""",4,4,4,4,0,0,یار، میری کمپیوٹر سے آئی ہے، صرف کچھ لمحے تک میں آپ کے پ,1,1,1,0,1,0
216,Low,دوست,دوست,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,4,3,3,4,0,0,"""ارے، بھائی، مجھے سمجھ لو، میں نے صرف اپنی بات کہانی کی تھی، تمہ",0,0,0,0,1,1,"""یار، میں چپ رہنے کی کوشش کر رہا ہوں، لیکن یہ سب مجھے بہت پریشان کر رہا ہے۔""",1,1,1,1,0,0,بس صبور رہو، میری بات کامل کرتے تک منتظر رہو۔,0,0,0,0,2,0,"""میں سمجھتا ہوں، لیکن مجھے بھی اپنی بات کرنے کی ضرورت ہے.""",3,3,3,3,0,0
217,High,سینئر,جونیئر,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,4,4,4,4,0,0,جی بالکل، میں فوراً نوٹس بھیج دیتا ہوں۔ شکریہ!,2,2,2,2,0,1,بلکہ میں نے ایک مینیچر بنایا جس میں تمام نوٹس شامل ہیں، آپ کی ص,1,1,1,0,1,0,"""جی، سینئر۔ میں نے ان کو بھیجا دیا ہے اور ابھی تک کوئی جواب موصول",1,1,1,1,0,0,جی، سر! میں ابھی اس پر کام کر رہا ہوں۔ چند منٹ میں پورے نوٹس آپ,3,3,3,3,0,0
218,High,سینئر,جونیئر,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,4,4,4,4,0,0,جی سر، میں فوراً اسے دوبارہ کر دیتا ہوں۔ آپ کی رہنمائی کا شکریہ۔,4,4,4,4,0,0,"""جی ہاں، میں اسے دوبارہ کرنے کی کوشش کروں گا."" <<juniorspeak>>",1,2,2,1,0,0,آپ کی فرمائش پر، میں یہ کام دوبارہ کرنے کے لیے تیار ہوں۔ لی,1,1,1,1,0,1,میری کام کی تیاری کو مجدد کرنا پڑتا ہے، صرف میری جانب سے مطمئن ہو,0,0,0,0,1,1
219,High,چچا,بھتیجا,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,4,4,4,4,0,0,"""جی، چچا!"" اور وہ سامان کو اندر رکھنے لگتا ہے۔
'''
The bhatija is",2,2,2,2,0,0,جی چچا، میں ابھی رکھ دیتا ہوں۔,4,4,4,4,0,0,"""جی، چچاجی! یقیناً کرنے کی کوشش کروں گا۔ لیکن پہلے مجھ�",1,1,1,0,0,0,اب تک آپ نے کام کرنے کی کوشش نہیں کی تھی، لیکن اے چچا، می,0,0,0,0,3,2
220,High,ساس,بہو,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,4,4,4,4,0,0,"""جی ساس جی، میں نے سب کچن میں ہی کھانا بنانے کی تیاری کر لی ہے",1,1,1,1,0,0,"""جی، ساس جانتی ہیں کہ کیا صحیح ہے۔""
'''
Answer: ""جی، ساس جانتی",1,1,1,1,1,0,جی امی، میں ان شاء اللہ وقت پر کھانا تیار کر دوں گی۔,4,4,4,4,0,0,سنسے، میں نے قسمت کھانے کے لئے تمام آبادی کیا ہے۔ صبح کے آنے,0,0,0,0,1,1
221,High,بزرگ,نوجوان,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,4,3,4,4,0,0,حکم سے پاک طور پر دروازہ بند کر دیا۔,1,1,1,0,3,1,"""جی، سر!"" اور وہ دروازہ بند کر دیا۔
'''
The young person closes the door as they were told to do by the elder.",1,1,1,1,0,0,جی، بھائی جان، میں ضرور کر لوں گا۔,2,2,2,2,0,0,جی بزرگ، ابھی بند کر دیتا ہوں۔,4,4,4,4,0,0
222,Low,دوست,دوست,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,4,3,4,4,0,0,"""یار، میں جانتا ہوں کہ تم مصروف ہو، لیکن میں واقعی تمہاری مدد کی ضرورت محسوس کر رہا ہوں۔ کیا تم تھوڑی دیر کے لیے بھی وقت نکال سکتے",2,2,2,1,0,0,"""مجھے افسوس ہے کہ آپ کو یہ سننا پڑا، لیکن میں سمجھتا ہ",1,1,1,0,1,0,"""وہ کیا؟ ابھی تو میں نے آپ کو پتہ ہی نہیں لگا تھا ک",0,0,0,0,2,0,میری کلابچہ کرنا چاہئے تھا، لیکن اس نے مجھے مستحکم طور پر,0,0,0,0,1,1
223,Medium,استاد,طالب علم,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,4,4,4,4,0,0,میں خاموش ہوں گا، سر!,3,3,3,3,0,0,"""جی، استاد صاحب.""

[Out] ""جی، استاد صاحب."" (Answer)
'''
### 2
You are role-playing the specified speaker. Generate a natural Urdu response that fits the speaker",3,3,3,3,0,0,میں آپ کی توجہ کے لیے بہت شکریya کرتa ہوں، لیکن آیا کہ,0,0,0,0,2,0,جی استاد، معاف کیجیے گا، میں خاموش رہوں گا۔,4,4,4,4,0,0
224,Medium,ساتھی,ساتھی,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,آپ یہ حصہ سنبھال لیں۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,4,4,4,4,0,0,"""جی ہاں، میں اس پر توجہ دوں گا."" (Answer)
'''
Answer: ""جی ہاں، می",2,2,2,2,0,0,"""کیا یہ کام میں آسانی سے نہیں ہوگا؟ میں اس پر کام کرنے ک�",0,0,0,0,1,0,"""ٹھیک ہے، میں یہ حصہ سنبھال لوں گا۔ آپ کو کچھ اور چاہیے تو بتائیں۔""",3,3,3,3,0,0,تیری طاقت بڑی ہے، میں نے ایک بھی نظر نہیں۔ آپ کیا کریںگ,0,0,0,0,1,2
225,Medium,بھائی,بہن,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,ابھی باہر مت جاؤ۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,3,4,4,4,0,0,"""کیوں، بھائی؟ ابھی تو دن کا وقت ہے اور وہاں بہت ساری دھوپ",1,1,1,1,1,0,"""تمہاری حفاظت کے لیے، میں تمہیں باہر نکلنے سے روکنا چ",1,1,1,1,3,0,"""لیکن بھائی، میں صرف تھوڑی دیر کے لیے جا رہی ہوں۔ آپ فکر نہ کریں، میں جلدی واپس آ جاؤں گی۔""",3,3,3,3,0,0,میری مدد کرنا چاہتا ہے، لیکن اس کے لیے میں نیک طور پر خود,0,0,0,0,3,2
226,Low,دوست,دوست,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,4,4,4,4,0,0,"""تیری بھلائی کا شکریہ، اب مجھے اپنا کام کرنے کا موقع مل گیا ہے، اور",1,1,1,0,0,0,"""واہ، تم تو واقعی بہترین دوست ہو! شکریہ یار، تمہاری مدد کے بغیر یہ ممکن نہیں تھا۔""",4,4,4,4,0,0,"""تمہاری مدد کرنے کے لئے وقت نکالنا میری خوشی کا باعث تھا۔""
'''
The speaker is your",0,0,0,0,4,2,میری مدد کرتے رہنا پتا تھا، شاید بھی کچھ زیادہ کر سکتے تھے۔,1,1,1,0,2,0
227,Low,دوست,دوست,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,میں تمہارے لیے نوٹس لے آیا ہوں۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,4,3,4,4,0,0,"""کیا ہوا، بھائی؟ کیا تھی جو ضروری تھا؟""",0,0,0,0,3,1,"""واہ، یہ تو بہت اچھا کیا! شکریہ یار، تم ہمیشہ میری مدد کرتے ہو۔""",3,3,3,3,0,0,تیری غائبی میں میرے لئے بہت زیادہ توجہ رکھ رہا ہوں۔,0,0,0,0,2,0,"""تم نے مجھے اپنے بارے میں بتانے کے لیے کہا تھا، اور تم",1,1,1,0,2,0
228,High,والد,بیٹا,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,4,4,4,4,0,0,میری مزاحمت سے، میں آپ کی مدد کرتا ہوں۔ کیسے مدد کرسکتا ہو,0,0,0,0,3,2,"""شکریہ، بابا!"" (Answer in English)",2,2,2,2,0,0,"""شکر ہو، ابھی تو میں بھی وہاں جاکر آیا تھا لیکن تم نے",1,1,1,1,1,0,شکریہ ابو، آپ نے میری بہت مدد کی۔,3,3,3,3,0,0
229,High,والدہ,بیٹی,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,4,4,4,4,0,0,"""والدہ جان، مجھے یقین ہے کہ تم نے میری دیکھ بھال کرنے ک�",1,1,1,0,1,0,میری والدین، میں مجھ سے کچھ نہیں کہتا ہے، لیکن تمہیں اس طرح,0,0,0,0,3,1,"""والداجی، مجھے تو یقین نہیں آتا کہ آپ کو اس ساری trouble میں لگ جانا پ�",1,1,1,1,1,1,"""ماں، آپ کی محبت اور قربانیوں کا کوئی نعم البدل نہیں، میں ہمیشہ آپ کی شکر گزار رہوں گی۔""",4,4,4,4,0,0
230,Medium,استاد,طالب علم,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,4,4,4,4,0,0,جی استاد، آپ کی مدد سے مجھے یہ موضوع بہتر سمجھ آ گیا ہے۔ بہت شکریہ!,4,4,4,4,0,0,"""جی، میں نے اس کا جائزہ لیا ہے اور مجھے یقین ہے کہ",1,1,1,0,0,0,شکریہ استاد، آپ نے مجھے بہت مفید مضامین بھیاجائے گے۔,1,1,1,1,1,0,شکر ہوگا، اس سے بہت فائدہ ہوا۔ میں نے کوشش کرنے,2,2,2,1,0,0
