ID,Topic,Power_Distance,Sensitivity,Register,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational _Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational _Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational _Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational _Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
201,Health Enquiry,Medium,Neutral,Formal,پڑوسی,پڑوسی,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,4,4,4,4,0,0,میری بیماری کو کچھ بہتر بنانے کے لئے آپ نے کتنا خوبصورت کام کیا ہ,1,1,1,0,1,1,"""تمام صحت ہو، شکریہ!"" (جواب)
Answer: ""تمام صحت ہو، شکريہ!"" (جواب)",1,1,1,1,1,0,شکریہ، آپ کی فکر کا بہت شکریہ۔ اب میں بہتر محسوس کر رہا ہوں، بس آرام کر رہا ہوں۔ آپ کیسے ہیں؟,3,3,4,2,0,0,اللہ تعالیٰ نے میری صحت بہت اچھی دی ہے، اب ٹھیک ہو گی,1,1,1,1,2,1
202,Health Enquiry,Medium,Neutral,Formal,استاد,طالب علم,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,4,3,4,4,0,0,"""جی، اب میں بہتر محسوس کر رہا ہوں اور جلد دوبارہ کلاس میں واپس",4,4,4,4,0,0,جی، استاد صاحب، اب میں بہت اچھی طرح محسوس کر رہا ہوں، لیکن مجھے ای,1,1,1,1,1,0,خدا نے مراحت دے لیے ہے، استاد۔ صحت کیلئے کچھ وقت کھو کر گئے,0,0,0,0,3,3,جی استاد، الحمدللہ اب بہتر ہوں۔ آپ کی دعاوں کا شکریہ۔,1,1,1,1,3,2
203,Health Enquiry,Low,Negative,Informal,دوست,دوست,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,4,4,4,4,0,0,"""نہیں نہیں، مجھے تو لگتا تھا کہ تم سے زیادہ مجھے",1,1,1,1,2,2,"""مجھے یقین نہیں آ رہا، بس ایک لمحے کا مزاج دیکھ لو!"" (مزاحی�",1,1,1,1,2,2,میری بیماری کچھ سخت ہے لیکن میں نے اس کے مقابلے میں قدم جاتے ہ,2,2,2,2,1,0,"""یار، واقعی طبیعت کچھ ٹھیک نہیں ہے، ڈرامہ نہیں کر رہا۔ بس آرام کر رہا ہوں۔""",0,0,0,0,3,3
204,Health Enquiry,High,Neutral,Formal,سینئر,جونیئر,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,4,3,4,4,0,0,میری صحت بہتر ہو گئی ہے، لیکن کام کرنے کی صلاحیت تک چند ر,0,0,0,0,3,3,"""جی ہاں، اب تک سب ٹھیک چل رہا ہے۔ بس ایک دو دن کے لئ�",2,2,2,2,0,0,اللہ تعالیٰ نے شکر ہے، اب طبیعت بہت بہتر ہے۔ مجھ�,4,4,4,2,0,0,جی، الحمدللہ اب طبیعت بہتر ہے۔ میں معمول کے مطابق کام کرنے کے لیے تیار ہوں۔,2,3,3,2,0,0
205,Health Enquiry,High,Positive,Formal,ساس,بہو,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,4,4,4,4,0,0,"""سستی میری حالت کو سمجھنے کی کوشش کریں۔ میں جلد بحال ہونا چاہتا �",1,1,1,0,2,2,"""نہیں اماں، اب میں کافی بہتر محسوس کر رہی ہوں۔ آپ کی دعاؤں کا اثر ہے۔""",2,2,3,2,1,1,میں کچھ بہتر نہیں، لیکن میں کام کرتی ہوں تاکہ بیماری کی,0,0,0,0,3,3,"""جی ساس جان، اللہ نے مجھے اچھی صحت دی ہوئی ہے، شکر ہ�",2,4,3,2,1,0
206,Health Enquiry,Low,Negative,Informal,دوست,دوست,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,4,3,4,4,0,0,"""ٹھیک ہے، ابھی تک تو صرف تھکاوٹ ہے، لیکن جب تک کہ میرا پیغ",1,1,1,0,1,0,میری بیماری کیسے طبیعت کا بہانہ چلتی ہے، وہ صرف میری پلیس,1,1,1,1,0,0,"""یار، یہ کوئی مذاق نہیں ہے، واقعی میری طبیعت ٹھیک نہیں ہے۔""",2,2,2,2,1,0,"""تمہاری طبیعت کے بارے میں سن کر مجھے افسوس ہوا، لیکن تمہارا یہ ب",0,0,0,0,3,2
207,Health Enquiry,High,Neutral,Formal,بزرگ,نوجوان,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,4,3,4,4,0,0,جی، بابا، مجھے تو یاد ہے لیکن کبھی کبھی فراموش ہو جاتا ہ�,1,1,1,0,3,2,جی جی، دادا، میں دوائی باقاعدگی سے لے رہا ہوں۔ آپ فکر نہ کریں، میں اپنی صحت کا خیال رکھ رہا ہوں۔,2,2,2,2,1,0,میری صحت کیلئے میں کسی وقت دوائی لیتا ہوں، آپ کی مدد کی جارہ,2,2,2,2,1,0,"""جی ہاں، ابو جان!"" (اسلام) [ابو جان] ""میں پوری طرح محتاط ہوں اور دو",0,0,0,0,3,3
208,Health Enquiry,Medium,Negative,Formal,ساتھی,ساتھی,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,4,4,4,4,0,0,نہیں، مجھے بہت کمزور محسوس ہوتا ہے، اور جب تک چلن,1,1,1,0,1,1,"""نہیں، میرے پاس بہت اچھا سپورٹ سسٹم ہے جو مجھے اپنا",1,1,1,1,1,1,میری بیماری نے طبیعت کو کوئی تاثیر نہیں دلای۔,1,1,1,1,2,1,"""نہیں، میں نے کوشش کی ہے کہ کام متاثر نہ ہو، لیکن کچھ دنوں میں تھکاوٹ محسوس ہوئی ہے۔""",2,2,3,2,0,0
209,Health Enquiry,Low,Negative,Informal,کزن,کزن,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,4,3,4,4,0,0,"""میں ٹھیک ہوں، شکریہ! تمہاری دعاوں کا اثر ہے۔""",4,4,4,2,0,0,اللہ تعالیٰ نے مجھے اچھی صحت عطا فرما دی ہے، مگر اب بھی می,0,0,0,0,3,2,میں بہت متعین ہوں، لیکن اچھا نہیں کہ بیماری کیلئے فاتح,2,2,2,1,0,0,"""میں اب بھی تھکان اور کمزوری کا شکار ہوں، لیکن میں جلد صحت یاب �",2,2,2,2,1,0
210,Health Enquiry,Low,Negative,Informal,دوست,دوست,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,4,4,4,4,0,0,"""یار، بس تھوڑا وقت لگ رہا ہے، لیکن تم تو جانتے ہو، میں ہمیشہ جلدی ٹھیک ہو جاتا ہوں!""",1,1,1,1,2,2,میری صحت سب سے زیادہ بہتر ہے، لیکن چند روزات کے لیے بیٹا ر,1,1,1,1,1,1,"""تمام حالات میں، مجھے ابھی تک کوئی خاص مسئلہ نہیں دیکھا گیا."" (ط",0,0,0,0,3,3,"""ارے، ابھی تو مجھے کسی بیماری کا احساس نہیں ہوا ہے، بس تھکا �",2,2,2,2,1,0
211,Giving Orders & Commands,High,Neutral,Formal,والد,بیٹا,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,4,4,4,4,0,0,میں اس کام کو آج مکمل کر لیں گے۔,1,1,1,1,2,0,اب بھی؟ والد صاحب، مجھے کچھ گھنٹوں میں ہی یہ کام مکمل کرنا تھا,1,1,1,0,1,1,جی والد، میں فوراً شروع کر دیتا ہوں۔,4,4,4,3,0,0,"""جی، میں اس پر توجہ دوں گا اور جلدی مکمل کروں گا۔""
'''
The father is telling the son to",4,4,4,3,0,0
212,Giving Orders & Commands,High,Positive,Informal,والدہ,بیٹی,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,4,4,4,4,0,0,میں اس کے لیے آپ کی خدمत کرتی ہوں۔ کچن کیلئے آپ کیا مدد,1,1,1,0,1,1,"""جی، ماما!"" (اس نے اپنی ماں کو سن کر کچن صاف کرنا شروع کر دیا) 

[بیٹی نے ک",1,3,3,1,0,0,"""جی امی، میں ابھی کرتی ہوں۔""",4,4,4,4,0,0,جی، ماں! اب جانتوں کہ کیا کرنا ہے۔ میں اس پر جل्द از جلد کام کر لو�,3,3,3,2,0,0
213,Giving Orders & Commands,Medium,Neutral,Formal,استاد,طالب علم,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,4,4,4,4,0,0,میں اس سوال کا حل کر رہا ہوں۔,1,1,1,1,0,0,جی استاد، میں ابھی حل کرتا ہوں۔,3,3,3,3,0,0,جی، اسٹیڈ سیر، یہ سوال بہت مشکل لگتا ہے لیکن مجھے کوشش کرنی چا,2,2,2,2,0,0,"""جی، سر!"" (Answering the teacher) ""میں اسے حل کر سکتا ہوں."" (Solving the question on the board)
'''",2,2,2,2,1,0
214,Giving Orders & Commands,High,Neutral,Formal,افسر,ملازم,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,4,4,4,4,0,0,"""جی، سر، میں اس رپورٹ کو مکمل کرنے کے لئے اپنی بہترین کوشش کروں",2,2,2,2,0,0,جی افسر صاحب، میں یہ رپورٹ آج ہی مکمل کرنے کی کوشش کر رہا ہو,3,3,3,3,0,0,جی افسر، میں اسے وقت پر مکمل کرکے جمع کراؤں گا۔,4,4,4,4,0,0,بلکہ، میں آج بھی تمام معلومات جمع کرنے کے لئے سعات کچھ زیادہ کھولنے,0,0,0,0,3,3
215,Giving Orders & Commands,Low,Positive,Informal,دوست,دوست,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,4,4,4,4,0,0,"""کیا تو اس میں کوئی خاص بات نہیں ہے؟ ابھی چند منٹ قبل ہی میں ن",0,0,0,0,3,3,"""کیوں نہیں؟ یہ میری فائلوں میں سب سے اہم ہے.""

دو",0,0,0,0,3,3,"""ہاں، بالکل! یہ لو، یہ رہی فائل۔""",4,4,4,3,0,0,یار، میری کمپیوٹر سے بچنے کے لئے کچھ وقت لازم ہے، لیکن ص,0,0,0,0,3,3
216,Giving Orders & Commands,Low,Negative,Informal,دوست,دوست,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,4,3,3,4,0,0,"""کیا ہوا، مجھے کیا کرنا پڑا؟""",0,0,0,0,1,1,"""ٹھیک ہے، میں خاموش رہوں گا، لیکن میری بات بھی سن لو۔""",4,3,3,3,0,0,بس چپ ہو جاؤ اور میری بات سنو۔,0,0,0,0,3,3,"""مجھے یقین نہیں آ رہا کہ تم اس وقت بھی مجھ سے اختلاف کر رہے",1,1,1,0,2,2
217,Giving Orders & Commands,High,Neutral,Formal,سینئر,جونیئر,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,4,4,4,4,0,0,"""جی، میں ابھی انہیں تیار کر کے بھیج دیتا ہوں۔""",2,2,2,2,1,0,بلکہ میں آپ کیلئے نوٹس بنائے گا اور پھر بھیج دوںgayn,0,0,0,0,3,3,"""جی، سینئر۔ میں نے ابھی ان کو بھیجا ہے۔""",3,3,3,3,0,0,جی، سر! میٹنگ کے نوٹس ابھی چلے جاتے ہیں۔,2,4,4,2,0,0
218,Giving Orders & Commands,High,Negative,Formal,سینئر,جونیئر,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,4,4,4,4,0,0,"""جی، میں اسے بہتر کرنے کی کوشش کروں گا۔ آپ کی رہنمائی کے لیے شکریہ۔""",4,4,4,2,0,0,"""ہوں، میں یقین نہیں کر سکتا کہ یہ صحیح ہے."" (اس",0,0,0,0,4,4,صرف ایک بار کیا کرتے ہوئے یہاں تک کہ نہیں بتایا تھا ک,0,0,0,0,4,4,میری کام کی ضمانت چاہئیں، میں اسے بہت زیادہ تلاش کرتا ہو,0,0,0,0,4,4
219,Giving Orders & Commands,High,Positive,Formal,چچا,بھتیجا,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,4,4,4,4,0,0,"""جی، چچا!"" اور وہ سامان کو اندر رکھنے لگتا ہے۔

چچا:
""آ",2,2,2,2,1,0,"""جی چچا، میں ابھی رکھ دیتا ہوں۔""",4,4,4,4,0,0,"""جی چچاجی، یقیناً رکھ دوں گا۔ لیکن پھر بھی مجھے بتائیے کیا",2,2,2,1,1,0,بھٹوں پر لگ دو۔,0,0,0,0,4,4
220,Giving Orders & Commands,High,Neutral,Formal,ساس,بہو,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,4,4,4,4,0,0,"""جی، جی، میں نے سب کچن میں ہی چل رہی ہوں، پانی بھی",1,1,1,1,1,1,"""جی، ساس جانتی ہے کہ وقت کی پابندی ضروری ہے۔""
'''
Answer: ""جی، ساس جانتی",1,1,1,1,2,2,جی امی، میں وقت پر کھانا تیار کر دوں گی۔ آپ فکر نہ کریں۔,4,4,4,4,0,0,سنسنگر، میری بنیادی کارکردگی کو نشان دینے کی ضرورت ہے۔ آج ک,0,0,0,0,4,4
221,Giving Orders & Commands,High,Positive,Formal,بزرگ,نوجوان,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,4,3,4,4,0,0,میری مدد کریں، آپ کیا کرتے ہیں؟,0,0,0,0,3,3,"""جی، میں جانتا ہوں۔"" (Answer)",1,1,1,1,1,1,جی، بھائی جان! دروازہ بند کر لیں گا۔,3,2,3,1,1,2,جی، میں ابھی بند کر دیتا ہوں۔,4,4,4,4,0,0
222,Giving Orders & Commands,Low,Negative,Informal,دوست,دوست,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,4,3,4,4,0,0,"""یار، میں جانتا ہوں کہ تم مصروف ہو، لیکن میری واقعی مدد کی ضرورت ہے۔ کیا تم تھوڑی دیر کے لیے بھی وقت نکال سکتے ہو؟""",2,2,2,2,0,0,"""مجھے افسوس ہے کہ آپ مجھ سے مدد مانگتے ہوئے بے رخی",0,0,0,0,3,3,"""کیوں، تم نے پچھلے ماہ میں مجھے بتایا تھا کہ تم میری مدد",1,1,1,1,1,1,میں کیا کرتا ہوں جس کے لیے آپ کی مدد کیئے جاتا ہے؟,0,0,0,0,3,3
223,Giving Orders & Commands,Medium,Negative,Formal,استاد,طالب علم,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,4,4,4,4,0,0,میں خاموش ہوں، اماں!,1,1,1,1,1,3,"""میں خاموش رہتا ہوں، سر.""

(طالب علم خاموش رہتا ہے) 

استاد: """,2,2,2,2,1,0,خیر، استاد، آدمی بن جائے گا۔,0,0,0,0,4,4,جی استاد، میں خاموش رہوں گا۔,4,4,4,3,0,0
224,Giving Orders & Commands,Medium,Positive,Formal,ساتھی,ساتھی,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,آپ یہ حصہ سنبھال لیں۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,4,4,4,4,0,0,"""جی ہاں، میں اس پر توجہ دوں گا."" (Answer)
'''
Answer: ""جی ہاں، می",2,2,2,2,0,0,شکر ہوگا، میں اسے سنبھالتا ہوں۔ اب تو ہمارے پاس کچھ,1,1,1,1,0,0,"""ٹھیک ہے، میں یہ حصہ سنبھال لوں گا۔""",4,4,4,4,0,0,تیری طرف سے کام کی تقسیم کرنے میں مدد چاہتے ہیں، تو تیری ناق,0,0,0,0,3,3
225,Giving Orders & Commands,Medium,Negative,Informal,بھائی,بہن,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,ابھی باہر مت جاؤ۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,3,4,4,4,0,0,"""کیوں، بھائی؟ ابھی تو رات کا وقت ہے اور بارش بھی ہو رہی",1,1,1,1,1,0,"""کیوں نہیں؟"" (اس سوال میں، بہن اپنی دلیل پیش کرنا چاہتی ہے",1,1,1,1,1,1,"""لیکن بھائی، مجھے ضروری کام ہے۔ میں جلدی واپس آ جاؤں گی۔""",3,3,3,3,1,0,میری ملاحظات کچھ مثبت کار کے لئے ہیں، نہیں تو آپ کی امنت کو خطرے,0,0,0,0,3,3
226,Expressing Gratitude,Low,Positive,Informal,دوست,دوست,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,4,4,4,4,0,0,"""کیا یہ سچ ہے؟ میں تو سوچتا تھا کہ اب تک بہت کم ہوگیا",0,0,0,0,3,3,"""واہ! تم تو واقعی بہترین دوست ہو، تمہاری مدد کے بغیر میں یہ نہیں کر پاتا۔ شکریہ!""",4,4,4,2,0,0,"""مجھے خوشی ہے کہ تم نے میری مدد کی۔ تمہاری دوستی کے لئے شک",3,3,3,2,0,0,میری تیزی سے بہت شادی کرتا رہیںگے، میں کسی کچھ کے لیے ب,0,0,0,0,3,3
227,Expressing Gratitude,Low,Neutral,Informal,دوست,دوست,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,میں تمہارے لیے نوٹس لے آیا ہوں۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,4,3,4,4,0,0,"""کیا ہوا؟ کیا ضرورت تھی؟""",0,0,0,0,2,2,"""واہ، یہ تو بہت اچھا کیا! شکریہ یار، تمہاری مدد ہمیشہ کام آتی ہے۔""",4,4,4,3,0,0,میری بھی کچھ پیشکسندیں ہیں، لیکن میں نہیں رہ سکتا۔,0,0,0,0,3,3,"""تم نے مجھے اپنے پاس آنے کی ضرورت کیا تھا، اور اب تم وہاں نہی",0,0,0,0,3,3
228,Expressing Gratitude,High,Positive,Formal,والد,بیٹا,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,4,4,4,4,0,0,بات کر سکتا ہوں کہ میں اس کاروبار سے پہلے اس کا ذہن لگایا تھ,0,0,0,0,3,3,"""شکریہ، آپ کی مدد بہت اہم تھی۔"" (Answer)
'''
Answer: شکر گزاری کا جواب د",3,3,3,3,1,0,"""شکر ہو، بابا! میں بہت خوش ہوں کہ آپ نے مجھے یہ کام",3,3,3,2,0,0,"""شکریہ ابو! آپ نے میری بہت مدد کی ہے۔""",4,4,4,3,0,0
229,Expressing Gratitude,High,Positive,Informal,والدہ,بیٹی,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,4,4,4,4,0,0,"""والدہ جان، مجھے یقین ہے کہ تم نے میری دیکھ بھال کرنے ک�",0,0,0,0,3,3,میری والدین کی صحت کے لیے مصافر ہو جانے سے نہ چاہتا تھا۔,0,0,0,0,4,4,"""والدے جان، مجھے تو کوئی خاص بات نہیں تھی، بس تمہارا ہوشیار �",1,1,1,1,1,1,"""ماں، آپ کا بہت شکریہ۔ آپ کی محبت اور دیکھ بھال نے مجھے بہت حوصلہ دیا ہے۔""",4,4,4,3,0,0
230,Expressing Gratitude,Medium,Positive,Formal,استاد,طالب علم,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,4,4,4,4,0,0,جی استاد، آپ کی مدد سے مجھے یہ موضوع بہتر طور پر سمجھ آ گیا ہے۔ شکریہ!,4,4,4,4,0,0,"""جی، میں نے اس پر بہت زیادہ محنت کی ہے اور اب میں سمجھتا ہو",1,1,1,1,1,1,شکریہ استاد، تمہاری کمپیٹنسری کے لیے ممکنہ کئی مشکلیں بھ,0,0,0,0,4,4,شکر ہوگا، اس کوشش سے مجھے بہت فائدہ ہوا ہے، می�,2,2,2,1,1,1
231,Expressing Gratitude,High,Neutral,Formal,طالب علم,استاد,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔,4,4,4,4,0,0,"""بہت شکریہ، میں ضرور آؤں گا۔ آپ کی رہنمائی میرے لیے بہت مددگار ثابت ہو رہی ہے۔""",4,4,4,2,0,0,میں بھی آپ کے لیے دفتر میں وقت رکھ سکتا ہوں، جس میں آپ کو ک,0,0,0,0,3,3,"""شکر ہے، میں ضرور آئیں گا، لیکن ابھی یہاں پر ہی کچ",2,2,2,1,1,1,"""تمہاری مدد کرنے میں خوشی ہوتی ہے، مجھے یقین ہے ک�",0,0,0,0,3,3
232,Expressing Gratitude,Medium,Positive,Formal,پڑوسی,پڑوسی,آپ کے پڑوسی نے ضرورت کے وقت آپ کی مدد کی ہے۔,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔,4,3,4,4,0,0,"""آپ کی مدد کرنا میرے لیے خوشی کی بات ہے، ہم سب کو ایک دوسرے کا ساتھ دینا چاہیے۔""",0,0,0,0,3,3,"""اللہ تعالیٰ نے تمہیں بھی ایسا ہوتا دیکھا، اب مجھے اپ",0,0,0,0,4,4,میری بھی خوشی ہے کہ میں آپ کی ضرورت کو ملا سکی۔,0,0,0,0,4,4,"""کیا کوئی مسئلہ تھا؟""
'''
Answer: ""مجھے خوشی ہے کہ میں وقت پر آپ کی",0,0,0,0,4,4
233,Expressing Gratitude,Low,Negative,Informal,دوست,دوست,آپ کے دوست نے آپ کی اسائنمنٹ مکمل کر دی کیونکہ آپ گھر کے ایک ضروری کام میں مصروف تھے۔,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔,4,4,4,4,0,0,"""تمہارا شکریہ! مجھے یقین نہیں آ رہا کہ تم نے یہ کیس",2,2,2,1,1,0,"""کیا ہو گیا؟ ابھی تو بس کئی دن باقی تھے?""",0,0,0,0,3,3,"""واہ، تم نے تو میری جان بچا دی! شکریہ یار، تمہاری مدد کے بغیر میں نہیں کر پاتا۔""",4,4,4,3,0,0,میری بہت سخت کل کی تھی، لیکن تم نے مدد کرتے رہیں۔ شکریہ!,1,1,1,1,0,0
234,Expressing Gratitude,High,Neutral,Formal,سینئر,جونیئر,سینئر آپ کی کارکردگی اور محنت کو سراہ رہے ہیں۔,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔,4,3,4,4,0,0,"""شکر ہے، میں اس سے مطمئن ہوں.""

[Out] ""شکر ہے، می",1,1,1,0,1,1,"""شکریہ! آپ کی رہنمائی اور حمایت کا بہت شکریہ، اس نے مجھے مزید محنت کرنے کی تحریک دی ہے۔""",4,4,4,3,0,0,میری کام کی کمی کو بتائیں گے، آپ نے میں کچھ بہتر بننے کی کوش,0,0,0,0,3,3,شکر ہوگا کہ آپ میرے کام پر یقین کر رہے ہیں، میں اپنی ص,1,1,1,1,0,0
