ID,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
191,استاد آپ کے دیر سے آنے کی نشاندہی کر رہے ہیں۔,تم آج کلاس میں دیر سے آئے ہو۔,میں معذرت چاہتا ہوں، آئندہ وقت کا خیال رکھوں گا۔,,,,,,,میری پلіس دیر ہوگی، لطفیاً منتظر رہیں۔,,,,,,,جی استاد، مجھے معاف کریں، میں کوشش کروں گا کہ آئندہ وقت پر پہنچوں۔,,,,,,,,,,,,,,آپ بھی جانتے ہیں کہ اس وقت یہاں کلاسز کا آغاز ہونا تھا,,,,,,
192,والد آپ کو کسی ایسی حرکت پر ڈانٹ رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے تمہیں پہلے ہی منع کیا تھا۔,معاف کر دیں ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,,,,,,,"""جی والد صاحب، مجھے معاف کریں، میں دوبارہ ایسا نہیں کروں گا۔""",,,,,,,والد آپ کیا گفتے ہیں؟,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""کیا یہ بھی یاد نہیں کہ میں نے کبھی کہا تھا کہ اس",,,,,,
193,آپ کا دوست آپ سے پیغام کا دیر سے جواب دینے پر ناراضی کا اظہار کر رہا ہے۔,تم نے میرے میسج کا جواب اتنی دیر سے دیا۔,معذرت، مگر میں بھی اپنے کاموں میں مصروف تھا۔,,,,,,,"""مجھے معاف کرنا، میں مصروف تھا۔ اب میں تمہاری بات سننے کے لیے تیار ہوں۔""",,,,,,,"""میں معاف کیجئے، مجھے بہت مشغول تھا اور اس لیے جواب نہیں",,,,,,,"'''
Your friend is expressing his anger over your delayed response to their message.
'''
''میں نے تمہارا پیغام اتنی دیر سے جواب دی",,,,,,,میرے پاس بھی تائیمز نہیں تھیں، لیکن میں کم سے کم اچانک ج,,,,,,
194,ایک بزرگ رشتہ دار آپ کے رویے پر ناراضی کا اظہار کر رہا ہے اور آپ کے اندازِ گفتگو کی نشاندہی کر رہا ہے۔,تمہیں بات کرنے کا طریقہ نہیں ہے کہ بڑوں سے کیسے بات کرتے ہیں۔,معاف کیجیے، اگر میری بات سے بے ادبی محسوس ہوئی ہو، آئندہ خیال رکھوں گا۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,میں نے اسے کہا کہ بڑے کے ساتھ بات کرنے کی قدرتی مہارتیں لائی,,,,,,,"""بڑوں سے بات کرنا تو بس ایسا ہوتا ہے جیسا تم چاہتے",,,,,,,"""میں معذرت خواہ ہوں، میری نیت آپ کو تکلیف پہنچانا نہیں تھی۔ میں اپنی بات چیت کے انداز پر غور کروں گا۔""",,,,,,
195,آپ کا ساتھی کام میں ہونے والی ایک معمولی لیکن اثر انداز غلطی کی نشاندہی کر رہا ہے۔,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,معذرت، آئندہ خیال رکھوں گا۔,,,,,,,اس لیکن اثر انداز کی غلطی سے کام میں تاخیر آگئی چکی ہے۔,,,,,,,"""جی، مجھے یقین ہے کہ اگر میں نے اچھی طرح دیکھا تو اس کو روکا",,,,,,,میں معذرت خواہ ہوں، میں اس پر فوری توجہ دوں گا تاکہ یہ دوبارہ نہ ہو۔ شکریہ کہ آپ نے مجھے آگاہ کیا۔,,,,,,,"'''
Answer: ""آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔""",,,,,,
196,آپ بیماری کے بعد اپنے دوست کی خیریت دریافت کر رہے ہیں۔,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔,,,,,,,"""شکریہ، اب بہتر ہوں۔ تمہاری دعاؤں کا بہت اثر ہوا۔""",,,,,,,یار، میری طبیعت بہت خوبصورت ہے، صحت کی نجیک چل رہی ہے۔ ش,,,,,,,"""اللہ نے میری صحت بحال کر دی ہے، شکر ہو۔ اب میں بہت اچ",,,,,,,"'''
You are checking on your friend after their illness. 
Output: ""Yar, tabi'at ab kesi hai? Sana tha tum bimar the.""
'''",,,,,,
197,آپ اپنے دوست کی خیریت دریافت کر رہے ہیں جو حال ہی میں طبیعت خراب ہونے کی وجہ سے پریشان تھا۔,یار، طبیعت اب ٹھیک ہے نا؟,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔,,,,,,,ٹھیک ہو گیا، اللہ کے فضل سے۔ مجھے بہت لذت ہوئی ک,,,,,,,"Answer: ""جی، اب وہ بہتر محسوس کر رہا ہے۔ آپ کا شکریہ!""",,,,,,,حتماً، آج بہتر ہے۔ شکریہ کرتا ہوں کہ آپ نے کمپنا�ڈ کی,,,,,,,"""ہاں، اب کافی بہتر ہوں۔ تمہاری فکر کا شکریہ!""",,,,,,
198,والد آپ کی بیماری کے بعد آپ کی خیریت دریافت کر رہے ہیں۔,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔,,,,,,,"""اب میں بہتر محسوس کر رہا ہوں، والد! آپ کی دعاوں کا اثر ہے۔ شکریہ!""",,,,,,,,,,,,,,اب طبیعت بہت خوبصورت ہے، والد جانتے ہوئے کہمیچہ لیں۔,,,,,,,"""اب بہت اچھی ہے، والد جان، اللہ نے مجھے صحت یابی دے دی ہ",,,,,,
199,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,,,,,,,اب تمام خوب چلتے ہیں، والدین سرے لگائیں۔,,,,,,,جی امی، اب میں بالکل ٹھیک ہوں۔ آپ کی دعاوں کا اثر ہے۔ شکریہ!,,,,,,,"'''
I am checking on your health after you recovered from illness. 
'''
'''
والدہ: ""بیٹا، اب طبیعت ٹھیک ہے نا",,,,,,,"""اب بہت ٹھیک ہو گیا ہوں، ماں۔ میری ورمز کا علاج �",,,,,,
200,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,,,,,,,میں تمام وقت بہتر ہو رہا تھا۔ کافی تمرین کرتا ہوں اور صحیح غذا کھ,,,,,,,"""اب بھی ٹھیک ہوں گا، والدہ جان، میرا دل یقین کرنے کے لئ�",,,,,,,جی جی، اللہ کا شکر ہے، صحت بہتر ہے۔ آپ کی دعاوں کا اثر ہے۔ آپ کیسے ہیں؟,,,,,,,"Answer: ""اب صحت بہت اچھی ہے، سب کچھ ٹھیک ہے۔""",,,,,,
201,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,,,,,,,میری طبیعت کو بہت لوگوں نے دیکھا جس کی وجہ سے میں بہت خوشی,,,,,,,''',,,,,,,شکریہ، آپ کی فکر کا بہت شکریہ۔ میں اب بہتر محسوس کر رہا ہوں۔,,,,,,,اللہ تعالیٰ نے میری صحت پر رحم کیا ہے، اب بہت اچھی لگتی �,,,,,,
202,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,,,,,,,"Answer: ""جی ہاں، اب میں بہتر محسوس کر رہا ہوں اور جلد ہ",,,,,,,اللہ کا شکر ہو، اب میں بہتر ہو گیا ہوں اور طبیعت بہ,,,,,,,اب تک نہیں، لیکن میں کچھ وقت کے بعد بہر آں گی۔,,,,,,,جی، شکریہ! اب طبیعت بہتر ہے۔,,,,,,
203,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,,,,,,,"""نہیں، ابھی بھی ڈرامہ چلا ہوا ہے، مجھے تو لگ",,,,,,,"Answer: ""مذاق سے بات کرنا اور حقیقت کو سمجھنا مشکل ہوتا ہے، لیکن ابھی ب",,,,,,,ابھی بھی ڈرامہ چل رہا ہے، لیکن میری نظر میں واقعی طبیعت,,,,,,,"""نہیں یار، یہ کوئی ڈرامہ نہیں ہے، واقعی طبیعت خراب ہے۔""",,,,,,
204,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,,,,,,,طبیعت بہتر ہے، لیکن کام کی صلاحیت تک تمام نہیں ہے۔,,,,,,,,,,,,,,اللہ تعالیٰ نے میرے لیے چارہ معاف کر دیا ہے، اب واپس اپن�,,,,,,,جی، اب طبیعت کافی بہتر ہے۔ میں جلد ہی معمول کے مطابق کام شروع کر سکوں گا۔ شکریہ!,,,,,,
205,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,,,,,,,"Answer: ""ابھی ابھی بہتر ہو رہا ہوں، اماں جان!""",,,,,,,"""نہیں ساس جی، اب تو کافی بہتر ہوں۔ آپ کی دعاوں کا اثر ہے۔""",,,,,,,میں کمزوری نہیں، میں صحت سے بھر پڑا ہوں۔,,,,,,,"""جی، والدہ جان، اب بہت زیادہ بہتر ہو گیا ہوں، اللہ تعالیٰ",,,,,,
206,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,,,,,,,"""کیا یہ تماشا ہو گیا ہے، اب بھی اسکول جاتے ہوئے کیا",,,,,,,میری بیماری کیلئے نہیں، صحت کیلئے چل رہا ہوں۔,,,,,,,"""تمہیں میری حالت کا اندازہ نہیں ہے، لیکن میں امید کرتا ہوں کہ تم جلد سمجھ جاؤ گے۔""",,,,,,,"''کیا تم اب بھی بیمار ہو؟''
''تم اب بھی بیمار ہو؟''",,,,,,
207,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,,,,,,,"""پapa جان، مجھے تو وہاں سے اپنی دوائی لینے کے لیے بہت جلد و",,,,,,,جی جی، میں دوائی باقاعدگی سے لے رہا ہوں۔ آپ کی فکر کا شکریہ۔,,,,,,,میں کسی بھی دوائی کو وقت پر لیتا ہوں، لاپرواہی کرنے کیلئے م,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,
208,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,,,,,,,نہیں، مجھے یقین ہے کہ میرے کام کو بہت کم اثر پزیر ہ,,,,,,,"Answer: ""نہیں، میری طبیعت بہت اچھی ہے اور کام جاری ہے۔""",,,,,,,میری بیماری کی وجہ سے کام کی توان نہیں زدہ ہوگئی۔,,,,,,,نہیں، میں نے کوشش کی ہے کہ کام پر زیادہ اثر نہ پڑے، لیکن کچھ دن مشکل رہے۔,,,,,,
209,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,,,,,,,میں بہتر محسوس کر رہا ہوں، شکریہ! آپ کی خیریت کیسی ہے؟,,,,,,,اللہ تعالیٰ نے مجھے اس عظیم نعمت سے نوازا ہے، میں بہت,,,,,,,میں بہت مبھوس ہوں لیکن امید کرتا ہوں کہ سلامतی نے کچھ ب,,,,,,,''',,,,,,
210,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,,,,,,,"""بس یار، اب تو ٹھیک ہونے کا ارادہ ہے، تمہاری دعاوں کی ضرورت ہے!""",,,,,,,میری صحت کی معلومات دینے کے لئے مراکشی ہسپتال میں فارمیشن کے ذر,,,,,,,"Answer: ""ابھی ابھی ٹھیک ہو جاؤ گے، بس تھوڑا انتظار کرنا پڑتا",,,,,,,"""ارے، ابھی تو میں نے اپنی بیماری کو ایک چیلنج کے طور پر دیکھا ہے، لی",,,,,,
211,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,,,,,,,والد نے آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دی۔,,,,,,,کیا یہ کام بہت اہم نہیں ہے؟ کیا مجھے اس پر توجہ س�,,,,,,,جی والد، میں فوراً مکمل کرتا ہوں۔,,,,,,,''',,,,,,
212,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,,,,,,,آپ نے میرا فهم لائی ہے، والدین کچن صاف کر دو۔,,,,,,,"'''
# Generate a natural English response that fits the given situation. Output only the utterance. Do not explain. Do not narrate. Do not add extra context. Do not ask unnecessary follow-up",,,,,,,"""جی، میں ابھی صاف کر دیتی ہوں۔""",,,,,,,جی ماں، کچن صاف کر لوں گیا۔,,,,,,
213,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,,,,,,,ستاد نے آپ کو بورڈ پر اس سوال کا حل کرنے کی ہدایت دی۔,,,,,,,جی استاد، میں ابھی حل کرتا ہوں۔,,,,,,,"آپ نے یہ سوال لکھا ہے: ""ایک شخص ایک ساتھی سے کچھ پیسے قر",,,,,,,"'''
#Example
'''
Answer: یہ سوال بورڈ پر حل کرو۔
'''",,,,,,
214,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,بھلے بھانٹ، آپ کی ہدایت پر عمل کرنے کے لیے تیار ہوں گا�,,,,,,,جی، میں اسے آج ہی مکمل کرکے جمع کرادوں گا۔,,,,,,,یہ رپورٹ آج کل مکمل کرکے جمع کریں۔,,,,,,
215,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,,,,,,,"""کیا ہوا؟ ابھی تو میں اسے نہیں دیکھ سکتا، یہ میرے �",,,,,,,"'''
The user is working with another person, and their friend is asking for a file from them. The user should respond by offering to get the file for their friend.",,,,,,,"""ہاں، بالکل! یہ لو، فائل لے لو۔""",,,,,,,بہت آسانی سے میں آپ کے لیے فایل مانگ سکتا ہوں، لیکن کہاں,,,,,,
216,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,,,,,,,"""کیا یہی تو مجھے کرنا تھا، اب بتائیے کیا ہوا تھا?""",,,,,,,"""میں خاموش رہنے کی کوشش کر رہا ہوں، لیکن مجھے بھی اپنی بات کہنے کا حق ہے۔""",,,,,,,بس چپ ہو جاؤ اور میری بات سنو۔,,,,,,,,,,,,,
217,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,,,,,,,جی بالکل، میں نوٹس فوراً بھیج دیتا ہوں۔,,,,,,,مطابق ہیں، آپ کی ضرورت کے حسب میٹنگ کے نوٹس کو فوراً بھ,,,,,,,"'''
# Generate a natural Urdu response that fits the given situation. Output only the utterance. Do not explain. Do not narrate. Do not add extra context. Do not ask unnecessary follow-up",,,,,,,آپ کو یقیناً نوٹس بھیج دیں گے، لیکن پہلے اس پر ایک نظر ڈال لی,,,,,,
218,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,,,,,,,"""جی، میں اسے بہتر کرنے کی کوشش کروں گا۔""",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,آپ کی بات بھی درست ہے، لیکن یہ ضروری ہے کہ آپ مجھے بتائیں ک�,,,,,,,اس کام کو دوبارہ کرنا پڑا گیا۔,,,,,,
219,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,,,,,,,"'''
# generate a natural Urdu response that fits the given situation
# output only the utterance, do not explain, do not narrate, do not add extra context, and do not ask unnecessary",,,,,,,"""جی چچا، میں ابھی رکھ دیتا ہوں۔""",,,,,,,"""جی، چلا جاؤ، میں اسے اندر رکھ لوں گی۔""",,,,,,,چچا نے میری کمپیوٹر کی کیسے رکھنے کی خواہش کی ہے۔,,,,,,
220,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,,,,,,,جی، بے شک، میں اس کی توجہ دیتا ہوں کہ آج کھانا وقت پر تیار ہ,,,,,,,"""کپڑوں کی صفائی اور صاف کرنا بھول نہ جانا.""
""بچوں کو اسکول لینا یاد",,,,,,,جی، ساس جی! میں وقت پر کھانا تیار کر دوں گی۔,,,,,,,سنسن کو مکمل کرنے کے لئے اب تک وقت ہے۔,,,,,,
221,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,,,,,,,درازہ بند کر دیں۔,,,,,,,"'''
A senior is instructing you to perform a trivial task. Generate a natural Urdu response that fits the given situation. Output only the utterance. Do not explain. Do not narrate. Do",,,,,,,بھائی، یقیناً کیا کہتے ہو؟ دروازہ بند کر دیں گا۔,,,,,,,جی بالکل، میں دروازہ بند کر دیتا ہوں۔,,,,,,
222,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,,,,,,,ٹھیک ہے، میں خود ہی کر لوں گا۔ شکریہ!,,,,,,,"'''
You asked your friend for help, but he responded with indifference.

""Go ahead and do it yourself; I don't have time.""
'''",,,,,,,"""کیا آپ جانتے ہیں کہ مجھے یہ مشکل ہو گیا ہے؟ آپ کو ب",,,,,,,میں نے اس کی طرف سے مجھے بہت ناراض کیا، لیکن آج کی زمانہ میں,,,,,,
223,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,,,,,,,"""آپ نے کیا کہا؟""",,,,,,,,,,,,,,اسٹاد آپ کلاس میں خاموش رہو۔,,,,,,,"""جی استاد، میں خاموش رہوں گا۔""",,,,,,
224,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,آپ یہ حصہ سنبھال لیں۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,میں اسے سنبھال لیتا ہوں، لیکن کیا میں اس پر کسی خاص تاریخ تک مکمل کرنا ہ,,,,,,,"""جی بالکل، میں یہ حصہ سنبھال لوں گا۔""",,,,,,,تیری قسم کا مسئلہ ہے، میں نے اس کی ذمہ داری سنجیدہ کر لی۔,,,,,,
225,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,ابھی باہر مت جاؤ۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,,,,,,,نہیں بھائی، مجھے ضرورت ہے۔ میں اچھی طرح تیار ہو کر آئ,,,,,,,"'''
Bro, I am preventing you from going outside for your own safety.

""Please don't go out right now.""
'''",,,,,,,"""کیوں؟ کیا ہوا؟""",,,,,,,میری طرف سے بھائی، اسے دستوں میں لے کر داخل ہونے کیلئے مدد کر,,,,,,
226,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,,,,,,,"""خیر، بھلا اس پر مجھے کوئی شک نہیں تھا، مگر آپ سے یہ سمجھن",,,,,,,واہ، یہ تو بہت اچھا کیا! تمہاری مدد کے بغیر یہ ممکن نہیں تھا۔ شکریہ!,,,,,,,"'''
The friend has helped despite his busy schedule.",,,,,,,میری خوشی ہے کہ تمہارے لیے کام کرتے رہا ہو۔ میں نے اسے بھ,,,,,,
227,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,میں تمہارے لیے نوٹس لے آیا ہوں۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,,,,,,,کچھ نہیں، وہ تو میرے گھر پر ہی تھے۔,,,,,,,"""واہ، بہت شکریہ! تمہاری مدد کے بغیر میں یہ نہیں کر پاتا۔""",,,,,,,تیری غائبی میں میں تیرے لئے نوٹس لیا چکا ہوں۔,,,,,,,"#### ""I have brought you notes."" ####
Answer: 
نہیں، یہ ایک مکمل جملہ نہیں ہ",,,,,,
228,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,,,,,,,والد نے میرے ضروری کاغذات جمع کروئے تھے۔,,,,,,,"'''
Your father has completed an important task for you. 
Output: میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہو",,,,,,,"""شکر ہو۔ اب میں اپنی کار یatra پر نکل سکتا ہوں۔""",,,,,,,"""شکریہ ابو، آپ نے میری مدد کی، میں آپ کا بہت شکر گزار ہوں۔""",,,,,,
229,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,,,,,,,''',,,,,,,میری والدین کی دیکھ بھال کے لیے بہت شکریہ، وہ تمہاری لڑائی م,,,,,,,"""امما جان، مجھے تو یقین ہے کہ تم نے مجھے اپنی صحت پر کوئی نظر ثانی",,,,,,,"""ماں، آپ کی محبت اور دیکھ بھال کا بہت شکریہ۔ آپ کی موجودگی مجھے بہت سکون دیتی ہے۔""",,,,,,
230,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,,,,,,,جی استاد، آپ کی مدد سے مجھے موضوع اچھی طرح سمجھ آ گیا ہے۔ شکریہ!,,,,,,,,,,,,,,امید کرتا ہوں کہ اس وقت کیلئے آپ نے تمام تلاش کیں ہیں او اب تمہار,,,,,,,جی، اس کی وجہ سے میں نے بہت سے سوالات وغیرہ کئی بار پوچھے,,,,,,
