ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
117,والدہ,بیٹا,High,آپ کی والدہ گھر کے کام کرتے کرتے تھک گئی ہیں اور آپ سے شکوہ کر رہی ہیں۔,ہر کام مجھے ہی کرنا پڑتا ہے؟,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔,3,4,4,4,0,0,نہیں ماں، بس یہ کام ختم کر لو، پھر میں ضرور ان شاء اللہ اس کا بہ,1,1,1,1,0,1,"ابو، یہ نہیں یار، گھر کے کام کا 分享您的想法：
您可以分担一些家务，让妈妈或家人减轻",3,3,3,2,0,1,والدین، معذرت چاہتا ہوں، میرا دھیان نہیں رہا۔ آئند,2,2,2,2,0,0
118,تایا,بھتیجا,High,آپ کے تایا ایک ضروری کام میں مصروف ہیں اور آپ سے کچھ کاغذات منگواتے ہیں۔,بیٹا، ذرا یہ کاغذات میرے پاس لے آؤ۔,جی تایا جان، ابھی لے آتا ہوں۔,4,4,4,4,0,0,ابّا جان، ان شاء اللہ میں فوراً کاغذات لیتا ہوں۔ تمہارا بہت شک,3,3,3,3,0,1,ابّا جان، بس یہ کاغذات میرے پاس لیتا ہوں۔,3,3,3,3,0,1,ابو، بس ختم ہو گیا، یہ کاغذات لیتا ہوں۔,2,2,2,2,0,1
119,کزن,کزن,Low,آپ کا کزن ایک مختصر کام کے لیے باہر جا رہا ہے اور چاہتا ہے کہ آپ بھی ساتھ چلیں۔,یار، ذرا میرے ساتھ چلنا، ایک کام ہے۔,ہاں یار، چلو، کوئی مسئلہ نہیں، چلتے ہیں۔,4,4,4,4,0,0,سر، بس میرے ساتھ رہنے کی کوتا ہے، بخشید۔,2,2,2,2,0,1,ضرور یار، میں آؤن، ان شاء اللہ کام مکمل کر لیتے ہوں۔,4,4,4,4,0,0,یار، بس کام مکمل کر لوں، پھر مل کر چلتے ہیں۔ تمہارا شکریہ۔ (,2,2,2,2,0,0
120,کزن,کزن,Low,آپ کا کزن بغیر پوچھے ذمہ داری آپ پر ڈال دیتا ہے۔,یہ کام تو تم ہی کرو گے۔,کر دیتا ہوں، لیکن پہلے پوچھ تو لیا کرو۔,3,3,3,4,0,0,"نہیں یار، بس کام مکمل ہو گیا، تمہارا شکریہ۔
بہت شکریہ،",1,1,1,1,0,1,نہیں یار، بس تیری طرف دیکھنا پڑ گیا ہے۔,3,3,3,3,0,0,ابّا، میری کام کرنی ہی یاد ہے، بس وقت اور رہنمائی کی ضرورت ن,2,2,2,2,0,0
121,سینئر,جونیئر,High,دفتر میں آپ کے سینئر آپ کے کام کے طریقے پر تنقید کرتے ہیں۔,میرا خیال ہے تم نے طریقہ درست نہیں اپنایا۔,جی سر، آپ کی بات درست ہو سکتی ہے، لیکن اُس وقت حالات کے مطابق مجھے یہی بہتر لگا تھا پھر بھی میں اسے دوبارہ دیکھ لیتا ہوں۔,4,4,4,4,0,0,سر، بس تقریباً پچاس سال رہنے والے یہ دفتر ہے اور آپ کی طرف سے اس وقت تک,2,2,2,2,0,0,سر، میری تکلیف ہے، یہ طریقہ درست نہیں تھا۔ آپ کی نشاندہی کا,3,3,3,3,0,0,سر، میری کام میں تکلیف ہو گیاء، بس کام میں کچھ اندرstore کر لی,1,1,1,1,0,0
122,استاد,طالب علم,Medium,استاد آپ کے جواب کا جائزہ لیتے ہوئے بہتری کی گنجائش کی نشاندہی کرتے ہیں۔,یہ جواب مزید بہتر ہو سکتا تھا۔,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔,4,3,4,4,0,0,جی سر، یہ بس ایک ابتدائی جواب ہے۔ پوری معلومات دیکھنے کے بعد بہتر جواب دی,3,3,3,3,0,0,سر، میری کوتاہی بہتر کرنے کی کوشش کرنے والے دکھانے والے ہوں۔ ا,3,3,3,3,0,0,بہت شکریہ سر، یہ میری کوتاہی تھی۔ آپ کی نشاندہی کا شکریہ، می,2,2,2,2,0,0
123,والد,بیٹا,High,آپ کے والد آپ کے کام میں موجود ایک غلطی کی نشاندہی کر رہے ہیں۔,تم نے یہ کام ٹھیک نہیں کیا۔,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔,4,4,4,4,0,0,جی، بس یہ دیکھ لو، آپ نے اس بات کا بہت شکریہ۔,3,3,3,3,0,0,ابّا جان، میرا شکریہ، بس تھوڑا سا رہنمائی دینا، میں ان کی ر,1,1,1,1,0,0,ابو، معذرت چاہتا ہوں، میرا دھیان نہیں رہا۔ آپ کی نشاند,3,3,3,3,0,0
124,دوست,دوست,Low,آپ اور آپ کا دوست ایک مسئلے کے حل پر گفتگو کر رہے ہیں اور وہ آپ کے تجویز کردہ خیال سے متفق نہیں۔,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,3,4,4,4,0,0,ضرور، یہ تو بس ایک Idea ہے، پوری طرح نکالا نہیں گیا ہے۔,2,2,2,2,0,0,یار، بس سوچنے دیجیے، شاید میں غلط فہمی کر گیا ہوں۔ تمہارا نق,2,2,2,2,0,0,ابّا جان، میری کوتاہی یہ بات کر لو، مگر مجھے اس کارکردگی کا ا,1,1,1,1,0,0
125,دوست,دوست,Low,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,3,4,4,4,0,0,ابّا، میری تھیروں میں بہت شکریہ، مگر آپ کی نشاندہی کا ب,1,1,1,1,0,1,یار، بس تھوڑا شکریہ، مگر تمہارا بہت شکریہ، تم ہمیشہ ی�,2,2,2,2,0,0,جی یار، تمے دھیان نہیں رہا، یہ میری کوتاہی تھی۔ میں اس,2,2,2,2,0,0
126,والدہ,بیٹی,High,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,ابو، بس تھوڑا شکریہ دیجیے، یہ تو میرا کام ہی تھا۔ ان شاء الل,1,1,1,0,0,0,والدہ جان، تمہاری بات میری کوتاہی تھی۔ میری کامیابی!,1,1,1,1,0,1,والدین کی نشاندہی کا احترام کرنا چاہیے تھا، معذرت چاہتا ہو�,2,2,2,1,0,1
127,سینئر,جونیئر,High,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,4,4,4,4,0,0,جی سر، یہ رپورٹ بہت اچھی تھی لیکن کچھ خامیاں دیکھنے کو ملا,2,2,2,2,0,0,سر، اس رپورٹ میں کچھ خطاهیں ہیں۔,2,2,2,2,0,0,جی سر، یہ میری کوتاہی تھی۔ آپ کی نشاندہی کا شکریہ، میں ان خامیو�,1,1,1,1,0,0
128,کزن,کزن,Low,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,4,4,4,4,0,0,نہیں یار، بس تھوڑا شکریہ، بس کام مکمل ہو گیا۔,2,2,2,2,0,0,بہت شکریہ! ان شاء اللہ اور آئندہ بہتر کر لوں۔,2,2,2,2,0,0,یار، بس کام مکمل ہو گیا، تمہارا بہت شکریہ۔ تم کچھ زیادہ سخت ہو,1,1,1,1,0,0
129,استاد,طالب علم,Medium,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,4,4,4,4,0,0,بہت شکریہ سر، بس یہ میری پوری کوشش کے باوجود بہتر نہیں ہو,3,3,3,3,0,0,بہت معذرت چاہتا ہوں سر، یہ میری کوتاہی تھی۔ اگلے وقت,2,2,2,2,0,0,سر، میری کارکردگی مکمل نہیں تھی۔ ان شاء اللہ آتی سالہ میں بہتر ک,2,2,2,2,0,0
130,دوست,دوست,Low,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,4,4,4,4,0,0,نہیں یار، بس تھوڑا آرام کر لیتے ہیں، پھر دیکھتے �,2,2,2,2,0,0,یہ سب میری نہیں، ان شاء اللہ میں اس کی یک پوری تھی آؤں دینے ک,3,3,3,3,0,0,نہیں یار، یہ میری کوتاہی تھی۔ تمہارا شکریہ کہ تم نے اس,2,2,2,1,0,0
131,والد,بیٹا,High,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,ابو، آپ کی نشاندہی کا بے حد شکریہ، مگر بس کام مکمل ہو گیا ہے۔,2,2,2,2,0,0,ابّا جان، میرا دھیان نہیں رہا، پھر بھی میں نے اس کام کیا۔,2,2,2,2,0,0,ابّا جان، معذرت چاہتا ہوں، میرا دھیان نہیں رہا۔ آپ کی نش,2,2,2,2,0,0
132,ساتھی,ساتھی,Medium,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3,4,4,4,0,0,جی یار، بس تمہارا خیال رہنما بن گیا ہے۔ ان شاء اللہ ہم اس فیصل�,2,2,2,1,0,0,بہت شکریہ، مگر میری رائے میں یہ فیصلہ مناسب نہیں ہے�,2,2,2,2,0,0,جی سر، ان شاء اللہ میں آپ کی ت塘ی کر لیتا ہوں، بس کام میں کچھ,3,3,3,3,0,0
133,تایا,بھتیجا,High,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4,4,4,4,0,0,ابو جان، آپ کی نشاندہی کا شکریہ۔ یہ میرا پہلا تجربہ تھا، میں,3,3,3,3,0,1,ابّا جان، بہت شکریہ، میرا بیٹا ان شاء اللہ آئندہ خوب شکر یار ک,2,2,2,2,0,1,ابو، آپ کی طرف سے بہت شکریہ، مگر میں نے بس تکلیف دیکھ لی ہے�,0,0,0,0,0,1
134,دوست,دوست,Low,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3,3,4,4,0,0,ابو، بس ختم کر دیجیے یہ ناٹک، تمہارا اداکاری بہت بہتر ہوئی�,4,4,4,4,0,0,بہت شکریہ یار، بس اس بات کا دھیان نہیں رہا۔ تمہارا خراب ہ,1,1,1,0,0,1,ابّا جان، میرا کام ضرور اصلاح کی نازل ہونے والی ہے۔,1,1,1,1,0,1
135,سینئر,جونیئر,High,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,سر، یہ غلطی کام کے لیے نہیں، ان شاء اللہ آپ کی تجربہ کا خیال رک,4,4,4,4,0,0,سر، معذرت چاہتا ہوں، یہ میری کوتاہی تھی۔,1,1,1,0,0,0,بہت شکریہ سر، یہ میری کوتاہی تھی۔ آپ کی نشاندہی کا شکریہ۔,1,1,1,1,0,0
136,دوست,دوست,Low,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,3,4,4,4,0,0,ضرور آؤں گا، میری سرگرمی کے لیے امید ہے۔,2,2,2,2,0,0,بہت شکریہ، مگر کل میں کچھ اور ضروری کام مکمل کر لیتا ہوں۔ آپ کی مح,2,2,2,2,0,0,بہت شکریہ! میں ضرور آؤں گا۔ ان شاء اللہ تمہارا اچھی طرح بہ,3,3,3,3,0,0
137,دوست,دوست,Low,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3,4,4,4,0,0,جی یار، میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ بہت شکریہ�,2,2,2,2,0,0,ضرور آؤں گا، آئندہ وہی شکریہ!,2,2,2,2,0,0,جی، میں آؤں گا۔,2,2,2,2,0,0
138,چچا,بھتیجا,High,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4,3,4,4,0,0,جی ابو، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا احسان یاد ر,2,2,2,1,0,1,ابّا جان، میرا بہت شکریہ، بس یہ کام نہیں کرنا ہے، ان شاء الل,2,2,2,2,0,1,ابو، بس ختم ہو گیا، چلو، آؤ، ان شاء اللہ ہم دیکھ لیں گے�,3,3,3,3,0,1
139,خالہ,بھانجی,High,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,جی امی، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا بہ,3,3,3,1,0,1,ابّا جان، میرا بیٹا ان شاء اللہ ضرور آنے دیتا ہوں۔,3,3,3,3,0,1,ابو، معذرت چاہتا ہوں، بس کچھ دیر کام ہو جاتا ہے، پھ,2,2,2,2,0,1
140,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4,3,4,4,0,0,جی یار، میں ضرور آؤں گا اگر کوئی اور نہ ہو تو۔,3,3,3,3,0,1,"جی یار، میں ضرور تشریف لاؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہ",3,3,3,3,0,0,سر، بہت شکریہ! ان شاء اللہ میں ضرور تشریف لاؤں گا۔,3,3,3,3,0,0
141,استاد,طالب علم,Medium,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4,4,4,4,0,0,ضرور آؤں گا، یار۔,3,3,3,3,0,0,بہت شکریہ سر، مگر کل کا وقت مجھے کسی اور ضروری کام میں لگ رہا ہے,4,4,4,4,0,0,جی سر، میں ضرور آؤں گا۔,3,3,3,3,0,1
142,کزن,کزن,Low,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4,4,4,4,0,0,سر، ضروری نہیں، بس فنکشن بنا لو۔,3,3,3,3,0,0,"جی یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت شکری",2,2,2,2,0,1,ابو، بس کام مکمل ہو گیا، تمہارا کزن کی تقریب ختم ہو جائے گی۔,1,1,1,0,0,1
143,دوست,دوست,Low,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4,4,4,4,0,0,ابو، بس آنا ہو گیا، چلو یار، آؤنے دیجیے۔,3,3,3,2,0,0,یار، میرا حضور ضرور ہونا چاہیے، براہِ کرم قبول کیجیے۔,2,2,2,2,0,0,یار، معذرت چاہتا ہوں، مگر میں نہ آسکوں گا۔ تمہارا ب�,1,1,1,1,0,1
144,سسر,داماد,High,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4,3,4,4,0,0,جی ابو، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا بہت,1,1,1,0,0,0,ابو، معذرت چاہتا ہوں، مگر میں اس وقت کچھ دوسری اہم کام دیکھن,3,3,3,3,0,0,ابّا جان، میرا بیٹا آؤنٹ ہو گیا، ان کی دعائیے گا۔,3,3,3,3,0,0
145,ساس,بہو,High,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4,4,4,4,0,0,جی امی، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت کا ب,3,3,3,3,0,1,ابّا جان، میں ضرور آؤں گا، بس یہ کام نہیں کرنا ہے۔,2,2,2,2,0,1,ابو، معذرت چاہتا ہوں، مگر بس کچھ کام ہونے دیجیے یار، پھ,3,3,3,3,0,0
146,دوست,دوست,Low,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4,4,4,4,0,0,نہیں یار، بس وقت ختم ہو گیا ہے، میرا بہت شکریہ۔,3,3,3,2,0,0,یار، بس کام مکمل کر لوں، پھر آ جاؤں، اگر کوئی اور ضروری کام نکل آیا تو تمہارا خی,2,2,2,2,0,0,جی بالکل، ان شاء اللہ میں ضرور آاؤں گا، امید ہے یہ خوب شکری,3,3,3,3,0,0
147,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,4,4,4,4,0,0,جی ابو، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی دعائیں �,3,3,3,3,0,1,ابّا جان، ان شاء اللہ عید کی تقریباً وقت میں آ آؤں گا۔,3,3,3,3,0,0,ابو، بہت شکریہ! بس تقریباً پورا خاندان آ گیا ہے، میں ضرور آن کو�,4,4,4,4,0,0
148,ساتھی,ساتھی,Medium,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4,4,4,4,0,0,جی یار، میں ضرور آؤں گا اگر کوئی اور ضروری کام نہ نکل آیا۔,3,3,3,3,0,0,ضرور آؤں گا، ان شاء اللہ آفس میں کام کرنا خوب میری لیلی مکمل کر د,2,2,2,2,0,0,جی یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا شکری�,1,1,1,1,0,0
149,دوست,دوست,Low,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4,4,4,4,0,0,یار، ضرور آؤں گا، کام کی محنت کا اس کچھ نہیں، اسرارہم میں آ,3,3,3,3,0,1,یار، بس کام مکمل کر لوں، پھر ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا�,1,1,1,1,0,0,ابو، بس تمہارا بہانہ ختم ہو گیا، آؤنے دیجیے۔,3,3,3,3,0,0
150,سینئر,جونیئر,High,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4,3,4,4,0,0,جی سر، میں ضرور حاضر ہوں گا۔,2,2,2,2,0,0,"جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت شکری�",3,3,3,3,0,0,سر، میری تقریب مکمل کرنے والی ہوں۔ آپ کی تقریباں میں کام کر د,2,2,2,2,0,0
151,طالب علم,استاد,High,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4,4,4,4,0,0,جی بالکل، پوچھو۔,2,2,2,2,0,0,سر، بخشید، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,2,2,2,2,0,0,سر، میری وضاحت نہیں ہو رہی، براہِ کرم مزید وضاحت فراہم کری,2,1,2,2,0,0
152,بیٹا,والد,High,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4,4,4,4,0,0,جی بالکل، تم جاؤ، بس تھوڑا کام مکمل کر لوں، پھر تمہارا بہت شکریہ!,3,3,3,2,0,1,جی یار، تم جا سکو، مگر جلدی واپس آ جاؤ۔ ان شاء اللہ تمہاری پڑھائی میں,2,2,2,2,0,1,ابو، تمہارے دوستوں کے ساتھ کچھ وقت گزارنے کی اجازت دینا میری طرف س,2,2,2,2,0,0
153,بیٹی,والدہ,High,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4,4,4,4,0,0,"جی بیٹی، تم جاؤ، پر ضرور جلدی واپس آؤں۔
امی جان، آپ کی اجازت کا بہت شک",2,2,2,2,0,1,والدہ، ان شاء اللہ تھیمیں آئندہ بہتر کر لیتا ہوں، کام ہو جائے,2,2,2,2,0,0,جی ماں، بس تمہارا وقت ہو گیا ہے۔ ان شاء اللہ میں ضرور جاؤں,1,1,1,1,0,1
154,ملازم,افسر,Medium,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4,3,4,4,0,0,جی سر، بس ختم ہو گیا، میں چلا جاؤں۔,3,3,3,2,0,1,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر میں واپس آ جاؤں گا�,2,2,2,2,0,0,سر، بس کام مکمل کر لوں، پھر تھوڑا سا زمانہ میرا دفتر میں رہنے ک,2,2,2,2,0,0
155,دوست,دوست,Low,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4,4,4,4,0,0,ٹھیک ہے یار، بس کام مکمل کر لوں، پھر تمہاری بائیک دیتا ہوں�,2,2,2,2,0,0,یار، بس کام مکمل کر لوں، پھر تمہاری بائیک دے دوں۔ (جی بالکل، براہِ,2,2,2,2,0,1,سر، بس یہ کام ختم نہیں کر لوں، ان شاء اللہ آئندہ کام مکمل ہونے تک,2,2,2,2,0,0
156,دوست,دوست,Low,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4,4,4,4,0,0,جی یار، پوچھ لو، برا نہیں مانتا ہوں۔,2,2,2,2,0,0,جی یار، برا نہیں مناؤں گا، بس ایک بات پوچھنا ضروری لگ رہا ہ,0,0,0,0,0,1,بہت شکریہ سر، برا یار میرا تقریباً ہے، بس کچھ بہتر کرنا,3,3,3,3,0,0
157,طالب علم,استاد,High,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4,4,4,4,0,0,جی بالکل، کام ہو گیا ہو گا۔,2,2,2,2,0,0,سر، بخشید، آپ کی اگذرت مکمل ہو گیا ہے، بس فائل جمع کرو۔,2,2,2,2,0,0,جی سر، مجھے اس کی تکلیف نہیں کرنی چاہیے تھی۔ آپ کی نشاندہی ک,2,2,2,2,0,0
158,داماد,سسر,High,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,4,4,4,4,0,0,جی ابو، بس کام مکمل ہو گیا، اب میں ان سے ملنے کا موقع چاہتا ہوں,2,2,2,1,0,1,جی بیٹا، کام ہو گیا ہے، کہیں وقت نکلا، بات کر لیتا ہوں�,2,2,2,2,0,0,ابا جی، میں ضرورत کا دعائیہ نہیں کروں ٹھیک ہو گیا، ب,2,2,2,2,0,0
