Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Candidates
,,,,,,,,,,معاف کیجیے، لیکن مجھے نہیں لگتا میری بات میں کوئی بے ادبی تھی۔
,,,,,,,,,,جی، اگر آپ کو میرا انداز پسند نہیں آیا تو آئندہ میں کم بات کروں گا۔
Urdu,Apologies for Mistakes,ساتھی,ساتھی,Medium,Formal,Minimal apology,Negative,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,آپ کا ساتھی کام میں ہونے والی ایک معمولی لیکن اثر انداز غلطی کی نشاندہی کر رہا ہے۔,معذرت، آئندہ خیال رکھوں گا۔
,,,,,,,,,,معذرت، لیکن یہ غلطی اتنی بڑی نہیں تھی کہ کام میں اتنی تاخیر ہو جاتی۔
,,,,,,,,,,مجھے افسوس ہے، مگر اس تاخیر کی ذمہ داری صرف میری نہیں ہے، کچھ مسئلہ دوسری طرف سے بھی ہوا تھا۔
Urdu,Apologies for Mistakes,افسر,ملازم,Medium,Formal,Sincere apology,Neutral,رپورٹ وقت پر مکمل نہ ہونے سے ہماری پیشہ ورانہ ساکھ متاثر ہوئی ہے۔ مجھے امید ہے آپ اس تاخیر کی وجہ واضح کریں گے۔,آپ کو ایک اہم کلائنٹ کے لیے رپورٹ مقررہ وقت تک مکمل کرنی تھی، لیکن وہ وقت پر جمع نہیں ہو سکی۔,سر، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوتاہی تھی، اور آئندہ میں ایسی غلطی دوبارہ نہیں ہونے دوں گا۔
,,,,,,,,,,رپورٹ میں تاخیر ہوئی ہے، لیکن میرے خیال میں اس کی وجہ صرف میری طرف سے نہیں تھی۔
,,,,,,,,,,معذرت سر، لیکن ڈیڈ لائن بہت کم تھی، اس لیے اتنی تاخیر کو صرف میری کوتاہی نہیں کہا جا سکتا۔
Urdu,Apologies for Mistakes,والد,بیٹا,High,Formal,Sincere apology,Negative,بیٹا، میں نے تم سے کہا تھا کہ بل آخری تاریخ سے پہلے جمع کرا دینا۔,آپ کو گھر کے ایک ضروری بل کی آخری تاریخ سے پہلے ادائیگی کرنے کی ذمہ داری دی گئی تھی، لیکن آپ یہ کام وقت پر نہیں کر سکے۔,ابو، معذرت چاہتا ہوں، میرا دھیان نہیں رہا۔ آئندہ میں ضرور اس بات کا خیال رکھوں گا۔
,,,,,,,,,,ابو، بل دیر سے جمع ہوا تو ہوا، اتنی بڑی بات نہیں، اگلی بار دیکھ لوں گا۔
,,,,,,,,,,ابو، مجھے یاد نہیں رہا تھا، لیکن آپ خود بھی مجھے ایک بار یاد دلا دیتے تو بہتر ہوتا۔
Urdu,Apologies for Mistakes,بڑی بہن,چھوٹی بہن,Low,Informal,Sincere apology,Negative,مجھے میری وہ چیز نہیں مل رہی جو میں نے تمہیں سنبھال کر رکھنے کے لیے دی تھی۔,آپ کو آپ کی بڑی بہن نے ایک ضروری چیز سنبھال کر رکھنے کے لیے دی تھی، لیکن وہ غلطی سے آپ سے گم ہو گئی۔,آپی، سوری! مجھ سے واقعی غلطی ہو گئی۔ شاید میں نے کہیں رکھ کر بھول گئی، ابھی ڈھونڈتی ہوں۔
,,,,,,,,,,آپی، سوری، لیکن اگر وہ چیز اتنی ضروری تھی تو آپ کو خود بھی سنبھال کر رکھنی چاہیے تھی۔
,,,,,,,,,,آپی، مجھے نہیں مل رہی تو شاید کہیں اور رکھی ہو، پہلے آپ اپنا سامان بھی چیک کر لو۔
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Caring enquiry,Positive,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,آپ بیماری کے بعد اپنے دوست کی خیریت دریافت کر رہے ہیں۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔
,,,,,,,,,,اب ٹھیک ہوں، بیماری تو معمولی سی تھی۔
,,,,,,,,,,ہاں یار، اب بہتر ہوں۔
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Casual check,Neutral,یار، طبیعت اب ٹھیک ہے نا؟,آپ اپنے دوست کی خیریت دریافت کر رہے ہیں جو حال ہی میں طبیعت خراب ہونے کی وجہ سے پریشان تھا۔,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔
,,,,,,,,,,ہاں یار، اب بہتر ہوں۔
,,,,,,,,,,اب ٹھیک ہوں، بیماری تو معمولی سی تھی۔
Urdu,Health Enquiry,والد,بیٹا,High,Formal,Concerned enquiry,Positive,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,والد آپ کی بیماری کے بعد آپ کی خیریت دریافت کر رہے ہیں۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔
,,,,,,,,,,ابو، اب کافی بہتر ہوں، آپ کو اتنی فکر کرنے کی ضرورت نہیں تھی۔
,,,,,,,,,,ابو، اب ٹھیک ہوں۔
Urdu,Health Enquiry,والدہ,بیٹی,High,Informal,Maternal concern,Positive,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔
,,,,,,,,,,امی، اب طبیعت بہتر ہے، آپ کو اتنی پریشان ہونے کی ضرورت نہیں تھی۔
,,,,,,,,,,امی، اب ٹھیک ہوں، اگر زیادہ فکر ہو رہی تھی تو پہلے ہی فون کر لیا کریں۔
Urdu,Health Enquiry,بزرگ رشتہ دار,نوجوان,High,Formal,Respectful enquiry,Positive,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔
,,,,,,,,,,جی، الحمدللہ اب کافی بہتر ہوں۔
,,,,,,,,,,جی، اب طبیعت ٹھیک ہے۔
Urdu,Health Enquiry,پڑوسی,پڑوسی,Medium,Formal,Polite enquiry,Neutral,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔
,,,,,,,,,,جی، اب کافی بہتر ہوں۔
,,,,,,,,,,جی، طبیعت تو ٹھیک ہے۔
Urdu,Health Enquiry,استاد,طالب علم,Medium,Formal,Professional concern,Neutral,کیا اب طبیعت سنبھل گئی ہے؟,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔
,,,,,,,,,,جی سر، ابھی مکمل طور پر کام کرنے کی حالت میں نہیں ہوں۔
,,,,,,,,,,سر، مجھے لگتا ہے چند دن مزید آرام کی ضرورت ہے۔
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Teasing enquiry,Negative,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔
,,,,,,,,,,یار، واقعی طبیعت خراب تھی، لیکن تمہیں یقین نہیں تو اپنی مرضی سمجھو۔
,,,,,,,,,,ہاں یار، بیماری تو تھی، مگر اتنی بھی نہیں جتنی تم سمجھ رہے ہو۔
Urdu,Health Enquiry,سینئر,جونیئر,High,Formal,Duty-focused enquiry,Neutral,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔
,,,,,,,,,,جی سر، لیکن کام کرنے کے لیے ابھی مجھے مزید آرام چاہیے۔
,,,,,,,,,,سر، اگر کام ضروری ہے تو میں دیکھ لیتا ہوں کہ کیا کر سکتا ہوں۔
Urdu,Health Enquiry,ساس,بہو,High,Formal,Household concern,Positive,بیٹا، اب کمزوری تو نہیں؟,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔
,,,,,,,,,,جی امی، اب ٹھیک ہوں، آپ بار بار پوچھ کر مجھے مزید پریشان نہ کریں۔
,,,,,,,,,,امی، کمزوری تو نہیں ہے۔
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Dismissive enquiry,Negative,اب بھی طبیعت کا بہانہ چل رہا ہے؟,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔
,,,,,,,,,,یار، ابھی بھی طبیعت کچھ خراب ہے، تمہیں اگر یقین نہیں تو رہنے دو۔
,,,,,,,,,,ہاں یار، اب کافی بہتر ہوں، بس تم ہر بار بیماری کا پوچھ کر موڈ خراب نہ کرو۔
Urdu,Health Enquiry,بزرگ,نوجوان,High,Formal,Advisory concern,Neutral,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔
,,,,,,,,,,جی، دوا لے رہا ہوں، جب یاد آئے گی لے لوں گا۔
,,,,,,,,,,آپ فکر نہ کریں، کبھی کبھی دوا رہ بھی جائے تو کوئی خاص مسئلہ نہیں ہوتا۔
Urdu,Health Enquiry,ساتھی,ساتھی,Medium,Formal,Professional check-in,Negative,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔
,,,,,,,,,,کام تو مکمل ہو گیا تھا، اس لیے بیماری کا کام پر کوئی خاص اثر نہیں پڑا۔
,,,,,,,,,,معذرت، طبیعت خراب تھی، اس وجہ سے کام کی رفتار کچھ کم رہی۔
Urdu,Health Enquiry,کزن,کزن,Low,Informal,Friendly concern,Negative,اب کیسا محسوس کر رہے ہو؟,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔
,,,,,,,,,,طبیعت اب بہتر ہے۔
,,,,,,,,,,ہاں، اب بہتر ہوں۔
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Impatient enquiry,Negative,آخر کب تک بیمار رہنے کا ارادہ ہے؟,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔
,,,,,,,,,,ہاں یار، اب کافی ٹھیک ہوں، لیکن تمہیں اتنی جلدی جواب چاہیے تو پہلے بتا دیا کرو۔
,,,,,,,,,,یار، ابھی مکمل ٹھیک نہیں ہوا۔
Urdu,Health Enquiry,دادی,پوتی,High,Formal,Caring reassurance,Positive,بیٹا، سنا ہے تمہاری طبیعت ٹھیک نہیں تھی۔ اب کیسی ہو؟,آپ گزشتہ چند دنوں سے طبیعت کی خرابی کی وجہ سے آرام کر رہی ہیں۔,جی دادی، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا بہت شکریہ۔
,,,,,,,,,,دادی، اب کافی بہتر ہوں۔
,,,,,,,,,,دادی، اب طبیعت ٹھیک ہے، آپ کو اتنی فکر کرنے کی ضرورت نہیں تھی۔
Urdu,Health Enquiry,خالہ,بھانجی,Medium,Formal,Caring response,Positive,اور سناؤ بیٹا، اب طبیعت بہتر ہوئی یا نہیں؟,آپ کی طبیعت گزشتہ چند دنوں سے ٹھیک نہیں ہے۔ آپ کی خالہ آپ کی خیریت دریافت کرنا چاہتی ہیں۔,الحمدللہ خالہ، اب کافی بہتر ہوں۔
,,,,,,,,,,خالہ، اب ٹھیک ہوں۔
,,,,,,,,,,خالہ، اب طبیعت بہتر ہے، لیکن آپ بار بار پوچھ کر مجھے مزید پریشان نہ کریں۔
Urdu,Health Enquiry,دوست,دوست,Low,Informal,Caring reassurance,Positive,یار، کئی دنوں سے تم نظر نہیں آئے۔ اب طبیعت کیسی ہے؟,آپ گزشتہ چند دنوں سے طبیعت کی خرابی کی وجہ سے یونیورسٹی نہیں آ سکے۔ آپ کا دوست آپ کی خیریت دریافت کرنے کے لیے آپ سے رابطہ کرنا چاہتا ہے۔,اب کافی بہتر ہوں یار، بس تھوڑا آرام کر رہا ہوں۔ ان شاء اللہ جلد یونیورسٹی آ جاؤں گا۔
,,,,,,,,,,اب بہتر ہوں، بس ابھی آرام کر رہا ہوں۔
,,,,,,,,,,یار، طبیعت تو ٹھیک ہے، تمہیں اتنی فکر کرنے کی ضرورت نہیں، جلد یونیورسٹی آ جاؤں گا۔
Urdu,Giving Orders & Commands,والد,بیٹا,High,Formal,Authoritative command,Neutral,یہ کام ابھی مکمل کرو۔,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,جی ابو، ابھی کر دیتا ہوں۔
,,,,,,,,,,جی ابو، میں یہ کام ابھی نہیں کرنا چاہتا، بعد میں کر لوں گا۔
,,,,,,,,,,ابو، ابھی میرا دل نہیں ہے۔
Urdu,Giving Orders & Commands,والدہ,بیٹی,High,Informal,Household instruction,Positive,کچن صاف کر دو۔,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔
,,,,,,,,,,جی امی، تھوڑی دیر میں کر دوں گی۔
,,,,,,,,,,جی امی۔
Urdu,Giving Orders & Commands,استاد,طالب علم,Medium,Formal,Academic directive,Neutral,یہ سوال بورڈ پر حل کرو۔,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔
,,,,,,,,,,جی سر، میں بورڈ پر نہیں آنا چاہتا، آپ کسی اور طالب علم سے کروا لیں۔
,,,,,,,,,,سر، یہ سوال مجھے سمجھ نہیں آ رہا، آپ خود ہی حل کر دیں۔
Urdu,Giving Orders & Commands,افسر,ملازم,High,Formal,Professional order,Neutral,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔
,,,,,,,,,,سر، رپورٹ آج مکمل کرنا میرے لیے ممکن نہیں، میں اسے کل جمع کرا دوں گا۔
,,,,,,,,,,سر، میں آج یہ کام نہیں کر پاؤں گا، باقی کام بھی کافی ضروری ہیں۔
Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Friendly directive,Positive,یار، ذرا وہ فائل مجھے پکڑا دو۔,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,بالکل، میں ابھی دے دیتا ہوں۔
,,,,,,,,,,ہاں یار، فائل لے رہا ہوں، لیکن خود آ کر لے لو، میں ابھی مصروف ہوں۔
,,,,,,,,,,یار، ابھی فائل دینے کا وقت نہیں، بعد میں دیکھتے ہیں۔
Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Pushy command,Negative,بس چپ ہو جاؤ اور میری بات سنو۔,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔
,,,,,,,,,,یار، پہلے ذرا خاموش ہو جاؤ۔
,,,,,,,,,,میں تمہاری بات ابھی نہیں سننا چاہتا، جب میرا موڈ ہوگا تب بات کریں گے۔
Urdu,Giving Orders & Commands,سینئر,جونیئر,High,Formal,Hierarchical command,Neutral,میٹنگ کے نوٹس فوراً بھیج دو۔,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔
,,,,,,,,,,جی سر، میں یہ رپورٹ کل تک مکمل کر دوں گا۔
,,,,,,,,,,سر، آج یہ رپورٹ مکمل کرنا ممکن نہیں، میں اسے بعد میں جمع کرا دوں گا۔
Urdu,Giving Orders & Commands,سینئر,جونیئر,High,Formal,Harsh order,Negative,یہ کام دوبارہ کرنا پڑے گا۔,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔
,,,,,,,,,,سر، یہ کام دوبارہ کرنا پڑے گا تو میں پہلے اپنی مصروفیات دیکھ لوں، پھر شروع کرتا ہوں۔
,,,,,,,,,,جی سر، میں دوبارہ کر دوں گا، لیکن پچھلا کام بھی قابلِ قبول تھا۔
Urdu,Giving Orders & Commands,چچا,بھتیجا,High,Formal,Family authority,Positive,یہ سامان اندر رکھ دو۔,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔
,,,,,,,,,,جی چچا جان، ابھی نہیں، یہ سامان بعد میں اندر رکھ دوں گا۔
,,,,,,,,,,چچا جان، آپ کسی اور سے کہہ دیں۔
Urdu,Giving Orders & Commands,ساس,بہو,High,Formal,Household control,Neutral,آج کھانا وقت پر تیار ہونا چاہیے۔,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔
,,,,,,,,,,جی امی جان، ابھی ممکن نہیں۔
,,,,,,,,,,امی جان، آج میرے لیے وقت پر کھانا بنانا مشکل ہے۔
Urdu,Giving Orders & Commands,بزرگ,نوجوان,High,Formal,Community instruction,Positive,دروازہ بند کر دو۔,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,جی، ابھی دروازہ بند کر دیتا ہوں۔
,,,,,,,,,,جی، کرتا ہوں۔
,,,,,,,,,,جی، پہلے اپنا کام مکمل کر لوں، پھر دروازہ بند کر دوں گا۔
Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Dismissive order,Negative,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔
,,,,,,,,,,یار، خود ہی کر لو۔
,,,,,,,,,,ہاں یار، ابھی میرے پاس وقت نہیں، کسی اور سے مدد مانگ لو۔
Urdu,Giving Orders & Commands,استاد,طالب علم,Medium,Formal,Strict discipline,Negative,خاموش رہو۔,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔
,,,,,,,,,,جی سر۔
,,,,,,,,,,سر،ایک ضروری بات کر رہا تھا۔
Urdu,Giving Orders & Commands,ساتھی,ساتھی,Medium,Formal,Task assignment,Positive,آپ یہ حصہ سنبھال لیں۔,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔
,,,,,,,,,,ضرور، لیکن آپ یہ حصہ خود بھی سنبھال سکتے ہیں، میں ابھی مصروف ہوں۔
,,,,,,,,,,ٹھیک ہے، اگر آپ کہیں تو کر لیتا ہوں، لیکن یہ کام میری ذمہ داری نہیں ہے۔
Urdu,Giving Orders & Commands,بھائی,بہن,Medium,Informal,Protective instruction,Negative,ابھی باہر مت جاؤ۔,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔
,,,,,,,,,,اچھا، لیکن مجھے واقعی باہر جانا ہے۔
,,,,,,,,,,بھائی، آپ کو میری فکر کرنے کی ضرورت نہیں۔
Urdu,Giving Orders & Commands,پرنسپل,استاد,High,Formal,Respectful compliance,Neutral,کل کی تقریب کے تمام انتظامات آپ سنبھالیں گے۔,آپ کے سکول میں کل ایک اہم تقریب منعقد ہونے والی ہے۔ پرنسپل چاہتے ہیں کہ آپ تقریب کے تمام انتظامات کی نگرانی کی ذمہ داری سنبھالیں۔,جی سر، ان شاء اللہ میں تمام انتظامات بخوبی سنبھال لوں گا۔
,,,,,,,,,,جی سر، میں ابھی انتظامات کی ذمہ داری نہیں لے سکتا، آپ کسی اور استاد کو کہہ دیں۔
,,,,,,,,,,سر، یہ تمام انتظامات میرے لیے ممکن نہیں، میں صرف کچھ کام ہی سنبھال سکتا ہوں۔
Urdu,Giving Orders & Commands,ٹیم لیڈر,ٹیم ممبر,Medium,Formal,Cooperative compliance,Neutral,سب سے پہلے یہ کام ختم کریں۔,آپ کی ٹیم ایک اہم منصوبے پر کام کر رہی ہے جسے جلد مکمل کرنا ہے۔ آپ کے ٹیم لیڈر چاہتے ہیں کہ آپ پہلے ایک ضروری کام مکمل کریں تاکہ باقی کام بروقت ہو سکیں۔,جی، میں پہلے یہی کام مکمل کر دیتا ہوں۔
,,,,,,,,,,جی سر، میں پہلے اپنا موجودہ کام مکمل کر لوں، پھر یہ کام شروع کرتا ہوں۔
,,,,,,,,,,سر، ابھی دوسرے کام بھی ہیں، یہ کام بعد میں کر لیتا ہوں۔
Urdu,Giving Orders & Commands,بڑا بھائی,چھوٹا بھائی,Low,Informal,Cooperative compliance,Neutral,ذرا ڈائننگ ٹیبل لگا دو، مہمان آنے والے ہیں۔,پ دونوں گھر پر موجود ہیں اور مہمانوں کی آمد سے پہلے کچھ تیاری باقی ہے۔ آپ کے بڑے بھائی گھر کے کام سمیٹ رہے ہیں۔,ٹھیک ہے بھائی، میں ابھی ڈائننگ ٹیبل لگا دیتا ہوں۔
,,,,,,,,,,ٹھیک ہے بھائی، لیکن ابھی میرا کام ختم نہیں ہوا، تم خود ٹیبل لگا لو۔
,,,,,,,,,,بھائی، ابھی وقت نہیں ہے، مہمان آ جائیں تو پھر دیکھیں گے۔
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Warm thanks,Positive,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔
,,,,,,,,,,بہت شکریہ، تمہارا۔
,,,,,,,,,,یار، تمہاری مدد کا شکریہ۔
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Casual thanks,Neutral,میں تمہارے لیے نوٹس لے آیا ہوں۔,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔
,,,,,,,,,,ہاں یار، نوٹس لے آئے ہو تو ٹھیک ہے، میں خود بھی حاصل کر سکتا تھا۔
,,,,,,,,,,اچھا، نوٹس مل گئے۔
Urdu,Expressing Gratitude,والد,بیٹا,High,Formal,Respectful gratitude,Positive,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔
,,,,,,,,,,جی ابو، لیکن یہ کام تو مجھے خود ہی کرنا چاہیے تھا، آپ نے زحمت کیوں کی؟
,,,,,,,,,,ابو، آپ نے کاغذات جمع کرا دیے تو ٹھیک ہے، آئندہ مجھے خود ہی یہ کام کرنے دیں۔
Urdu,Expressing Gratitude,والدہ,بیٹی,High,Informal,Affectionate thanks,Positive,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔
,,,,,,,,,,امی، آپ کو ساری رات جاگنے کی ضرورت نہیں تھی۔
,,,,,,,,,,شکریہ امی، لیکن آئندہ میرے لیے اتنی زحمت کرنے کی ضرورت نہیں ہے۔
Urdu,Expressing Gratitude,استاد,طالب علم,Medium,Formal,Humble gratitude,Positive,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔
,,,,,,,,,,جی سر، شکریہ۔
,,,,,,,,,,جی سر، اب مجھے مزید رہنمائی کی ضرورت نہیں۔
Urdu,Expressing Gratitude,طالب علم,استاد,High,Formal,Formal thanks,Neutral,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔
,,,,,,,,,,جی سر، شکریہ۔
,,,,,,,,,,سر، آپ نے جو بتایا وہ ٹھیک تھا۔
Urdu,Expressing Gratitude,پڑوسی,پڑوسی,Medium,Formal,Polite thanks,Positive,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کے پڑوسی نے ضرورت کے وقت آپ کی مدد کی ہے۔,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔
,,,,,,,,,,شکریہ۔
,,,,,,,,,,اچھا، کام کر دیا ہے شکریہ۔
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Overdone thanks,Negative,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,آپ کے دوست نے آپ کی اسائنمنٹ مکمل کر دی کیونکہ آپ گھر کے ایک ضروری کام میں مصروف تھے۔,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔
,,,,,,,,,,بہت شکریہ یہ سب کرنے کی ضرورت نہیں تھی۔
,,,,,,,,,,اچھا، نوٹس لے آئے ہو، رکھ دو۔
Urdu,Expressing Gratitude,سینئر,جونیئر,High,Formal,Acknowledgment,Neutral,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,سینئر آپ کی کارکردگی اور محنت کو سراہ رہے ہیں۔,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔
,,,,,,,,,,شکریہ سر، لیکن مجھے نہیں لگتا کہ میں نے اتنی محنت کی ہے جتنی آپ کہہ رہے ہیں۔
,,,,,,,,,,سر، یہ تو میری ذمہ داری تھی۔
