Scenario_ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,CAS_A,FTV_A,CAS_B,FTV_B,CAS_C,FTV_C,Gold_Candidate,Gold_Response
183,Urdu,Asking for Permission,بیٹی,والدہ,High,Informal,Affectionate request,Positive,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,1.0,0.0,0.5,0.125,0.4688,0.25,A,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔
184,Urdu,Asking for Permission,ملازم,افسر,Medium,Formal,Professional request,Neutral,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,0.9375,0.0,0.5,0.125,0.5,0.125,A,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔
185,Urdu,Asking for Permission,دوست,دوست,Low,Informal,Casual request,Positive,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,1.0,0.0,0.5,0.0,0.4688,0.125,A,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔
186,Urdu,Asking for Permission,دوست,دوست,Low,Informal,Hesitant request,Neutral,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,1.0,0.0,0.5,0.0,0.5,0.0,A,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔
187,Urdu,Asking for Permission,طالب علم,استاد,High,Formal,Careful request,Neutral,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,1.0,0.0,0.5,0.0,0.5,0.0,A,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔
188,Urdu,Asking for Permission,داماد,سسر,High,Formal,Respect-based request,Positive,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,1.0,0.0,0.5,0.125,0.25,0.25,A,جی بیٹا، کہو میں سن رہا ہوں۔
189,Urdu,Asking for Permission,بہو,ساس,High,Formal,Household permission,Neutral,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,1.0,0.0,0.5,0.125,0.25,0.25,A,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔
190,Urdu,Asking for Permission,جونیئر,سینئر,Medium,Formal,Hierarchical request,Negative,سر، کیا میں یہ فائل لے آؤں؟,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,0.9375,0.0,0.5,0.0,0.5,0.125,A,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔
191,Urdu,Asking for Permission,دوست,دوست,Low,Informal,Pushy request,Negative,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,0.9688,0.0,0.4375,0.125,0.25,0.25,A,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔
192,Urdu,Asking for Permission,بیٹا,والد,High,Formal,Repeated request,Negative,ابو، پلیز، ایک بار جانے دیں۔,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,0.9375,0.0,0.5,0.125,0.5,0.0,A,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔
193,Urdu,Asking for Permission,طالب علم,استاد,High,Formal,Late request,Negative,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔
194,Urdu,Asking for Permission,کزن,کزن,Low,Informal,Friendly ask,Positive,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔
195,Urdu,Asking for Permission,نوجوان,بزرگ رشتہ دار,High,Formal,Authoritative control,Negative,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,0.9375,0.0,0.5,0.0,0.5,0.125,A,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔
196,Urdu,Asking for Permission,طالب علم,استاد,High,Formal,Respectful request,Positive,سر، اگر اجازت ہو تو کیا میں چند منٹ پہلے کلاس سے جا سکتا ہوں؟,آپ کو یونیورسٹی کی انتظامیہ کے دفتر میں ایک ضروری دستاویز جمع کروانی ہے، جس کا وقت آپ کی کلاس کے دوران ختم ہو جائے گا۔ اس لیے آپ اپنے استاد سے چند منٹ کے لیے کلاس سے باہر جانے کی اجازت لینا چاہتے ہیں۔,1.0,0.0,0.5,0.125,0.25,0.25,A,جی، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوشش کیجیے گا کہ ایسے کام کلاس کے اوقات سے پہلے یا بعد میں نمٹا لیے جائیں۔
197,Urdu,Asking for Permission,جونیئر ساتھی,سینئر ساتھی,Medium,Formal,Respectful request,Positive,سر، اگر اجازت ہو تو مجھے آج ایک گھنٹہ پہلے دفتر سے نکلنا ہوگا۔,آپ کو بینک میں ایک ضروری دستاویز جمع کروانی ہے، جس کا مقررہ وقت دفتر کے اوقات ختم ہونے سے پہلے ہے۔ اس لیے آپ اپنے سینئر ساتھی سے اجازت لینا چاہتے ہیں۔,1.0,0.0,0.5,0.125,0.5,0.25,A,ٹھیک ہے، اگر آپ نے اپنا ضروری کام مکمل کر لیا ہے تو آپ جا سکتے ہیں۔
198,Urdu,Asking for Permission,کزن,کزن,Low,Informal,Polite request,Positive,اگر تمہیں کوئی مسئلہ نہ ہو تو کیا میں کچھ دیر کے لیے تمہارا لیپ ٹاپ استعمال کر سکتا ہوں؟,آپ کو ایک ضروری رپورٹ میں ترمیم کر کے آج ہی جمع کروانی ہے، لیکن آپ کا اپنا لیپ ٹاپ خراب ہو گیا ہے۔ اس لیے آپ اپنے کزن سے کچھ دیر کے لیے اس کا لیپ ٹاپ استعمال کرنے کی اجازت لینا چاہتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,ضرور یار، کام ہو جائے تو واپس کر دینا، امید ہے تمہاری رپورٹ وقت پر مکمل ہو جائے گی۔
199,Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Modest acceptance,Positive,یار، تم نے کمال کام کیا ہے۔,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔
200,Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Playful rejection,Neutral,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔
201,Urdu,Accepting & Rejecting Compliments,استاد,طالب علم,Medium,Formal,Respectful deflection,Positive,تمہاری پریزنٹیشن بہت اچھی تھی۔,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔
202,Urdu,Accepting & Rejecting Compliments,والد,بیٹا,High,Formal,Grateful acceptance,Positive,آج تم نے بہت اچھا کام کیا ہے۔,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔
203,Urdu,Accepting & Rejecting Compliments,والدہ,بیٹی,High,Informal,Affectionate acceptance,Positive,آج تو کھانے کا ذائقہ ہی الگ تھا۔,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,1.0,0.0,0.1875,0.25,0.1875,0.25,A,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔
204,Urdu,Accepting & Rejecting Compliments,کزن,کزن,Low,Informal,Light rejection,Neutral,آج تو بڑے اسٹائل میں لگ رہے ہو۔,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,1.0,0.0,0.4688,0.25,0.5,0.25,A,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔
205,Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Over-acceptance,Negative,یار، تم نے تو کمال کر دیا۔,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,پتا ہے یار، میں نے کافی محنت کی تھی۔
206,Urdu,Accepting & Rejecting Compliments,سینئر,جونیئر,High,Formal,Measured acceptance,Neutral,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,1.0,0.0,0.25,0.25,0.1875,0.25,A,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔
207,Urdu,Accepting & Rejecting Compliments,بزرگ رشتہ دار,نوجوان,High,Formal,Humble rejection,Positive,تم تو کافی سمجھدار ہو گئے ہو۔,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔
208,Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Teasing response,Neutral,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,1.0,0.0,0.25,0.25,0.5,0.0,A,ہاہا، زیادہ مکھن نہ لگاؤ۔
209,Urdu,Accepting & Rejecting Compliments,استاد,طالب علم,Medium,Formal,Corrective humility,Neutral,تم نے آج بہت اچھا جواب دیا۔,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔
210,Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Defensive rejection,Negative,یار، تم تو بہت ذہین ہو۔,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,1.0,0.0,0.5,0.125,0.5,0.125,A,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔
211,Urdu,Accepting & Rejecting Compliments,والد,بیٹا,High,Formal,Expectation setting,Negative,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی ابو، میں پوری کوشش کروں گا۔
212,Urdu,Accepting & Rejecting Compliments,کزن,کزن,Low,Informal,Defensive Rejection,Negative,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔
213,Urdu,Accepting & Rejecting Compliments,ساتھی,ساتھی,Medium,Formal,Defensive Professional response,Negative,آج کی پریزنٹیشن کافی متاثر کن تھی۔,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔
214,Urdu,Accepting & Rejecting Compliments,استاد,طالب علم,High,Formal,Humble acceptance,Positive,آپ کی کارکردگی واقعی قابلِ تعریف ہے، اسی لگن کو آئندہ بھی برقرار رکھیے۔,آپ نے حال ہی میں ایک تحقیقی منصوبہ کامیابی سے مکمل کیا ہے، جس میں آپ نے بھرپور محنت اور ذمہ داری کا مظاہرہ کیا۔,1.0,0.0,0.25,0.25,0.25,0.25,A,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے۔ میں آئندہ بھی پوری محنت کے ساتھ بہتر کارکردگی دکھانے کی کوشش کروں گا۔
215,Urdu,Accepting & Rejecting Compliments,سینئر ساتھی,جونیئر ساتھی,Medium,Formal,Grateful acceptance,Positive,آپ کی تیاری اور محنت واضح نظر آ رہی تھی، واقعی بہت اچھا کام کیا۔,آپ نے حال ہی میں ایک اہم پریزنٹیشن کامیابی سے پیش کی ہے، جسے دفتر میں سب نے پسند کیا۔ آپ کے سینئر ساتھی آپ کی کارکردگی کو سراہتے ہوئے آپ کی حوصلہ افزائی کرنا چاہتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,بہت شکریہ! آپ کی حوصلہ افزائی میرے لیے بہت اہم ہے۔
216,Urdu,Accepting & Rejecting Compliments,قریبی دوست,قریبی دوست,Low,Informal,Humorous acceptance,Positive,یار، یہ تصویر تم نے کھینچی ہے یا کسی پروفیشنل فوٹوگرافر کو چھپ کر نوکری پر رکھا ہوا ہے؟,آپ نے حال ہی میں ایک خوبصورت تصویر کھینچی ہے، جسے دیکھ کر آپ کا قریبی دوست بہت متاثر ہوا ہے۔ وہ آپ کی صلاحیت کی تعریف کرنا چاہتا ہے۔,1.0,0.0,0.5,0.0,0.5,0.0,A,ہاہا، شکریہ! اب تو لگ رہا ہے مفت کا فوٹوگرافر بننا پڑے گا۔
217,Urdu,Apologies for Mistakes,استاد,طالب علم,Medium,Formal,Respectful apology,Positive,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔
218,Urdu,Apologies for Mistakes,افسر,ملازم,High,Formal,Professional apology,Neutral,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔
219,Urdu,Apologies for Mistakes,والد,بیٹا,High,Formal,Obedient apology,Positive,میں نے تمہیں پہلے ہی سمجھایا تھا۔,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.375,A,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔
220,Urdu,Apologies for Mistakes,والدہ,بیٹی,High,Informal,Affectionate apology,Positive,میں تمہارا کب سے انتظار کر رہی تھی۔,والدہ آپ کے دیر سے گھر پہنچنے پر اپنی پریشانی کا اظہار کر رہی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.375,A,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔
221,Urdu,Apologies for Mistakes,دوست,دوست,Low,Informal,Casual apology,Neutral,یار، تم میرا کام کرنا بھول گئے تھے۔,آپ کا دوست اس کام کا ذکر کر رہا ہے جو آپ اس کے لیے کرنا بھول گئے تھے۔,1.0,0.0,0.25,0.25,0.5,0.125,A,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔
222,Urdu,Apologies for Mistakes,دوست,دوست,Low,Informal,Defensive apology,Negative,یار، تمہاری وجہ سے مجھے کافی دیر انتظار کرنا پڑا۔,آپ کا دوست تاخیر کی وجہ سے اپنی ناراضی کا اظہار کر رہا ہے۔,1.0,0.0,0.5,0.125,0.5,0.0,A,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔
223,Urdu,Apologies for Mistakes,جونیئر,سینئر,Medium,Formal,Authoritative apology,Negative,آپ نے سب کے سامنے مجھ سے بہت سخت لہجے میں بات کی تھی۔,آپ اپنے سینئر کے سخت رویے پر ناراضی کا اظہار کر رہے ہیں۔,1.0,0.0,0.5,0.125,0.4688,0.25,A,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔
224,Urdu,Apologies for Mistakes,سینئر,جونیئر,High,Formal,Deferential apology,Positive,آپ نے یہ کام ہدایات کے مطابق مکمل نہیں کیا۔,سینئر آپ کے کام میں موجود خامی کی طرف توجہ دلا رہا ہے۔,1.0,0.0,0.5,0.0,0.5,0.0,A,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔
225,Urdu,Apologies for Mistakes,ساتھی,ساتھی,Medium,Formal,Professional regret,Neutral,فائل غلط فولڈر میں بھیج دی گئی تھی، جس کی وجہ سے تاخیر ہوئی۔,آپ کا ساتھی فائل کی غلط جگہ منتقلی کی وجہ سے پیدا ہونے والے مسئلے کی نشاندہی کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,معذرت، یہ غلطی مجھ سے ہوئی تھی، میں آئندہ زیادہ احتیاط کروں گا۔
226,Urdu,Apologies for Mistakes,کزن,کزن,Low,Informal,Friendly apology,Positive,یار، مجھے کافی دیر تمہارا انتظار کرنا پڑا۔,آپ کا کزن آپ کے دیر سے پہنچنے کا ذکر کر رہا ہے۔,1.0,0.0,0.5,0.125,0.5,0.125,A,معاف کرنا یار، راستے میں کچھ دیر ہو گئی، تمہیں انتظار کروانا نہیں چاہتا تھا۔
227,Urdu,Apologies for Mistakes,استاد,طالب علم,Medium,Formal,Corrective apology,Neutral,تم آج کلاس میں دیر سے آئے ہو۔,استاد آپ کے دیر سے آنے کی نشاندہی کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,میں معذرت چاہتا ہوں، آئندہ وقت کا خیال رکھوں گا۔
228,Urdu,Apologies for Mistakes,والد,بیٹا,High,Formal,Harsh correction,Negative,میں نے تمہیں پہلے ہی منع کیا تھا۔,والد آپ کو کسی ایسی حرکت پر ڈانٹ رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,1.0,0.0,0.25,0.25,0.25,0.25,A,معاف کر دیں ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔
229,Urdu,Apologies for Mistakes,دوست,دوست,Low,Informal,Defensive Apology,Negative,تم نے میرے میسج کا جواب اتنی دیر سے دیا۔,آپ کا دوست آپ سے پیغام کا دیر سے جواب دینے پر ناراضی کا اظہار کر رہا ہے۔,0.9375,0.0,0.5,0.125,0.25,0.25,A,معذرت، مگر میں بھی اپنے کاموں میں مصروف تھا۔
230,Urdu,Apologies for Mistakes,بزرگ رشتہ دار,نوجوان,High,Formal,Respectful regret,Neutral,تمہیں بات کرنے کا طریقہ نہیں ہے کہ بڑوں سے کیسے بات کرتے ہیں۔,ایک بزرگ رشتہ دار آپ کے رویے پر ناراضی کا اظہار کر رہا ہے اور آپ کے اندازِ گفتگو کی نشاندہی کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,معاف کیجیے، اگر میری بات سے بے ادبی محسوس ہوئی ہو، آئندہ خیال رکھوں گا۔
231,Urdu,Apologies for Mistakes,ساتھی,ساتھی,Medium,Formal,Minimal apology,Negative,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,آپ کا ساتھی کام میں ہونے والی ایک معمولی لیکن اثر انداز غلطی کی نشاندہی کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,معذرت، آئندہ خیال رکھوں گا۔
232,Urdu,Apologies for Mistakes,افسر,ملازم,Medium,Formal,Sincere apology,Neutral,رپورٹ وقت پر مکمل نہ ہونے سے ہماری پیشہ ورانہ ساکھ متاثر ہوئی ہے۔ مجھے امید ہے آپ اس تاخیر کی وجہ واضح کریں گے۔,آپ کو ایک اہم کلائنٹ کے لیے رپورٹ مقررہ وقت تک مکمل کرنی تھی، لیکن وہ وقت پر جمع نہیں ہو سکی۔,1.0,0.0,0.25,0.25,0.25,0.25,A,سر، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوتاہی تھی، اور آئندہ میں ایسی غلطی دوبارہ نہیں ہونے دوں گا۔
233,Urdu,Apologies for Mistakes,والد,بیٹا,High,Formal,Sincere apology,Negative,بیٹا، میں نے تم سے کہا تھا کہ بل آخری تاریخ سے پہلے جمع کرا دینا۔,آپ کو گھر کے ایک ضروری بل کی آخری تاریخ سے پہلے ادائیگی کرنے کی ذمہ داری دی گئی تھی، لیکن آپ یہ کام وقت پر نہیں کر سکے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,ابو، معذرت چاہتا ہوں، میرا دھیان نہیں رہا۔ آئندہ میں ضرور اس بات کا خیال رکھوں گا۔
234,Urdu,Apologies for Mistakes,بڑی بہن,چھوٹی بہن,Low,Informal,Sincere apology,Negative,مجھے میری وہ چیز نہیں مل رہی جو میں نے تمہیں سنبھال کر رکھنے کے لیے دی تھی۔,آپ کو آپ کی بڑی بہن نے ایک ضروری چیز سنبھال کر رکھنے کے لیے دی تھی، لیکن وہ غلطی سے آپ سے گم ہو گئی۔,0.7812,0.0,0.25,0.25,0.5,0.125,A,آپی، سوری! مجھ سے واقعی غلطی ہو گئی۔ شاید میں نے کہیں رکھ کر بھول گئی، ابھی ڈھونڈتی ہوں۔
235,Urdu,Health Enquiry,دوست,دوست,Low,Informal,Caring enquiry,Positive,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,آپ بیماری کے بعد اپنے دوست کی خیریت دریافت کر رہے ہیں۔,1.0,0.0,0.5,0.0,0.5,0.0,A,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔
236,Urdu,Health Enquiry,دوست,دوست,Low,Informal,Casual check,Neutral,یار، طبیعت اب ٹھیک ہے نا؟,آپ اپنے دوست کی خیریت دریافت کر رہے ہیں جو حال ہی میں طبیعت خراب ہونے کی وجہ سے پریشان تھا۔,1.0,0.0,0.5,0.0,0.5,0.0,A,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔
237,Urdu,Health Enquiry,والد,بیٹا,High,Formal,Concerned enquiry,Positive,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,والد آپ کی بیماری کے بعد آپ کی خیریت دریافت کر رہے ہیں۔,1.0,0.0,0.5,0.125,0.25,0.25,A,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔
238,Urdu,Health Enquiry,والدہ,بیٹی,High,Informal,Maternal concern,Positive,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,1.0,0.0,0.5,0.0,0.5,0.25,A,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔
239,Urdu,Health Enquiry,بزرگ رشتہ دار,نوجوان,High,Formal,Respectful enquiry,Positive,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,1.0,0.0,0.5,0.0,0.5,0.125,A,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔
240,Urdu,Health Enquiry,پڑوسی,پڑوسی,Medium,Formal,Polite enquiry,Neutral,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,1.0,0.0,0.5,0.125,0.5,0.125,A,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔
241,Urdu,Health Enquiry,استاد,طالب علم,Medium,Formal,Professional concern,Neutral,کیا اب طبیعت سنبھل گئی ہے؟,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,0.9375,0.0,0.4375,0.125,0.4375,0.125,A,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔
242,Urdu,Health Enquiry,دوست,دوست,Low,Informal,Teasing enquiry,Negative,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,0.9375,0.0,0.5,0.25,0.5,0.125,A,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔
243,Urdu,Health Enquiry,سینئر,جونیئر,High,Formal,Duty-focused enquiry,Neutral,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,0.9375,0.0,0.5,0.125,0.4375,0.125,A,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔
244,Urdu,Health Enquiry,ساس,بہو,High,Formal,Household concern,Positive,بیٹا، اب کمزوری تو نہیں؟,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔
245,Urdu,Health Enquiry,دوست,دوست,Low,Informal,Dismissive enquiry,Negative,اب بھی طبیعت کا بہانہ چل رہا ہے؟,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,0.9375,0.0,0.4688,0.25,0.4688,0.25,A,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔
