Scenario_ID,Candidate,Candidates,Mean_Relational_Alignment,Mean_Indirectness,Mean_Facesaving,Mean_Cultural_Appropriateness,Mean_Directness_Threat,Mean_Hierarchy_Violation,CAS,FTV,Gold_Candidate,Is_Gold
170,C,یار، مجھے نہیں لگتا میں کل آ سکوں گا، تم کسی اور کو بلا لینا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
171,A,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
171,B,جی ابا جی، میں کوشش کروں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
171,C,ابا جی، اگر وقت ملا تو آ جاؤں گا، ورنہ کسی اور دن ملاقات کر لیں گے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
172,A,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
172,B,ساس، شاید کل آنا ممکن نہ ہو، میں کوشش کروں گی اگر وقت ملا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
172,C,امی جان، ابھی کچھ مصروفیت ہے، اگر ممکن ہوا تو تقریب میں آ جاؤں گی۔,2.0,2.0,2.0,1.0,2.0,0.0,0.4375,0.25,A,False
173,A,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
173,B,یار، کل شاید میرا کوئی اور پروگرام ہو، اس لیے آنا مشکل ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
173,C,یار، میں نے آنے کا ارادہ نہیں کیا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
174,A,جی، ان شاء اللہ ضرور آؤں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
174,B,جی، میں کوشش کروں گا کہ عید پر آ سکوں، لیکن ابھی پکا نہیں کہہ سکتا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
174,C,مجھے دیکھنا ہوگا کہ اس دن کیا مصروفیت ہے، پھر بتاؤں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
175,A,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
175,B,شکریہ، لیکن شاید میں اس تقریب میں شرکت نہ کر سکوں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
175,C,یار، ابھی فیصلہ نہیں کیا، بعد میں بتاؤں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
176,A,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
176,B,یار، دیکھتا ہوں، شاید آج آنا مشکل ہو۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
176,C,یار، ابھی کچھ مصروفیت ہے، بعد میں بتاؤں گا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
177,A,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
177,B,جی سر، میں دیکھوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
177,C,سر، کل میرے لیے شاید تقریب میں آنا ممکن نہ ہو۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
178,A,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
178,B,چچا جان، ابھی میرا آنے کا کوئی ارادہ نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
178,C,چچا جان، تقریب میں آنا میرے لیے ضروری نہیں۔,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.375,A,False
179,A,بہت شکریہ! ان شاء اللہ میں ضرور تشریف لاؤں گا۔,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.125,A,True
179,B,جی سر، میں دیکھوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
179,C,سر، کل شاید میرے لیے آنا مشکل ہو، اگر ممکن ہوا تو بعد میں بتا دوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
180,A,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
180,B,یار، دیکھتا ہوں، اگر موڈ ہوا تو آ جاؤں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
180,C,یار، ابھی پکا نہیں کہہ سکتا، شاید کسی اور دن مل لیتے ہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
181,A,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
181,B,اگر ضروری ہوا تو کلاس کے بعد سوال  پوچھیں۔,2.0,2.0,2.0,1.5,1.0,0.0,0.4688,0.125,A,False
181,C,ہاں، مگر کلاس کے آخر میں پوچھ سکتے ہیں۔,2.0,2.0,2.0,1.5,1.0,0.0,0.4688,0.125,A,False
182,A,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
182,B,ہاں، جاؤ۔,2.0,2.0,2.0,2.0,2.0,0.0,0.5,0.25,A,False
182,C,نہیں، ابھی باہر جانے کا وقت نہیں ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
183,A,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
183,B,نہیں، آج گھر میں کافی کام ہیں، اس لیے ابھی نہیں جا سکتی۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
183,C,ہاں، چلی جاؤ۔,2.0,2.0,2.0,1.5,2.0,0.0,0.4688,0.25,A,False
184,A,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
184,B,ہاں، چلے جاؤ۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
184,C,آپ اپنا کام پہلے ختم کریں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
185,A,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
185,B,ہاں، لے آؤ۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
185,C,نہیں، مجھے ابھی فون کی ضرورت ہے۔,2.0,2.0,2.0,1.5,1.0,0.0,0.4688,0.125,A,False
186,A,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
186,B,پھر ایسی بات ہی نہ کرنا جس کے بارے میں تمہیں پتا ہو کہ میں برا مانوں گا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
186,C,پہلے پوچھو، پھر سوچیں گے۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
187,A,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
187,B,ہاں، لے آؤ۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
187,C,نہیں، ابھی میں مصروف ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
188,A,جی بیٹا، کہو میں سن رہا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
188,B,نہیں، ابھی میں مصروف ہوں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
188,C,ہاں، کہو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
189,A,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
189,B,ہاں، کیوں نہیں؟,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
189,C,یہ ایک کپ چائے بنا دو، پھر چلی جانا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
190,A,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,3.0,4.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
190,B,ہاں، لے آؤ۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
190,C,تھوڑی دیر بعد لے آنا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
191,A,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
191,B,نہیں، مجھے ابھی فون کی ضرورت ہے۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
191,C,کیا تم اجازت کے بغیر فون پکڑ لیتے ہو؟,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
192,A,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
192,B,بیٹا، ضد مت کرو۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
192,C,ٹھیک ہے، چلے جاؤ، بہت ضدی ہو تم۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
193,A,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
193,B,نہیں جا سکتے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
193,C,نہیں ہر ضروری کام آپ کو کلاس کے وقت ہی یاد آتا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
194,A,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
194,B,بہتر ہے کہ تم سکون کرو، کام زیادہ بڑا نہیں ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
194,C,اگر چلنا ہے تو ساتھ چل سکتے ہو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
195,A,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
195,B,نہیں، ابھی باہر جانے کا وقت نہیں ہے۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
195,C,ہاں، چلے جاؤ۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
196,A,جی، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوشش کیجیے گا کہ ایسے کام کلاس کے اوقات سے پہلے یا بعد میں نمٹا لیے جائیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
196,B,نہیں، آج کا لیکچر بہت اہم ہے۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
196,C,آپ کو کلاس کے وقت ہی کون سا ضروری کام یاد آتا ہے؟,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
197,A,ٹھیک ہے، اگر آپ نے اپنا ضروری کام مکمل کر لیا ہے تو آپ جا سکتے ہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
197,B,آپ اپنا کام پہلے ختم کریں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
197,C,آج چلے جائیں، لیکن آئندہ ایسے نہ ہو۔,2.0,2.0,2.0,2.0,2.0,0.0,0.5,0.25,A,False
198,A,ضرور یار، کام ہو جائے تو واپس کر دینا، امید ہے تمہاری رپورٹ وقت پر مکمل ہو جائے گی۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
198,B,کر لو، اگر استعمال کرنا ہے تو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
198,C,ہاں، کر لو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
199,A,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
199,B,یار، مجھے نہیں لگتا میرا کام اتنا بھی اچھا تھا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
199,C,یار، سچ کہوں تو مجھے خود اپنا کام خاص پسند نہیں آیا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
200,A,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
200,B, آج تمہیں کچھ زیادہ ہی تعریف سوجھ رہی ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
200,C,یار، سمارٹ تو تم کہہ رہے ہو، مجھے تو آج اپنی شکل بھی ٹھیک نہیں لگ رہی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
201,A,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
201,B,سر، میرے خیال میں پریزنٹیشن اتنی اچھی نہیں تھی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
201,C,سر، مجھے لگتا ہے آپ نے شاید زیادہ تعریف کر دی ہے، اس میں کافی کمیاں تھیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
202,A,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
202,B,میرا خیال ہے آپ نے شاید میرے کام کو کچھ زیادہ ہی سراہا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
202,C,ابو، ٹھیک ہے، لیکن میں نے تو بس معمول کا کام کیا ہے، اس میں اتنی خاص بات نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
203,A,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
203,B,امی، اگر آپ کو پسند آیا تو اچھی بات ہے، مجھے خود ذائقہ کچھ خاص نہیں لگا۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
203,C,امی، اچھا لگا کہ آپ کو پسند آیا، لیکن اگلی بار میں شاید اتنی محنت نہ کروں۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
204,A,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
204,B,مجھے نہیں لگتا آج میں کوئی خاص اسٹائل میں ہوں۔,2.0,2.0,2.0,1.5,2.0,0.0,0.4688,0.25,A,False
204,C,تمہیں اگر اچھا لگ رہا ہے تو ٹھیک ہے، لیکن مجھے تو یہ لباس کچھ خاص نہیں لگ رہا۔,2.0,2.0,2.0,2.0,2.0,0.0,0.5,0.25,A,False
205,A,پتا ہے یار، میں نے کافی محنت کی تھی۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
205,B,میں نے تو ہمیشہ ہی اچھا کام کیا ہے، اس میں نئی بات کیا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
205,C,یہ تو میرے لیے عام سی بات ہے، میں اس سے بھی بہتر کر سکتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
206,A,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
206,B,رپورٹ تو میں نے اپنی طرف سے بہترین تیار کی ہے، اس میں زیادہ تبدیلی کی گنجائش نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
206,C,جی، رپورٹ اچھی ہے، لیکن مجھے نہیں لگتا کہ آپ کی توقعات پوری کرنا کوئی خاص کامیابی ہے۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
207,A,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
207,B,لیکن مجھے نہیں لگتا کہ میں اتنا بھی سمجھدار ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
207,C,جی، سمجھداری تو ٹھیک ہے، لیکن گھر میں اکثر سب میری غلطیاں ہی نکالتے ہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
208,A,ہاہا، زیادہ مکھن نہ لگاؤ۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
208,B,یار، مجھے نہیں لگتا میں نے کوئی خاص کمال کیا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
208,C,ہاں یار، اتنی بھی تعریف مت کرو۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
209,A,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
209,B,شکریہ سر، لیکن مجھے لگتا ہے یہ جواب اتنا اچھا نہیں تھا جتنا آپ کہہ رہے ہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
209,C,جی سر، اگر آپ کو اچھا لگا تو ٹھیک ہے، لیکن میں اسے اپنی کوئی بڑی کامیابی نہیں سمجھتا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
210,A,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
210,B,نہیں یار، میں کہاں ذہین ہوں، تم بس مذاق کر رہے ہو۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
210,C,ہاہا، تمہیں تو ہر بات میں میری تعریف کرنے کی عادت پڑ گئی ہے۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
211,A,جی ابو، میں پوری کوشش کروں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
211,B,جی ابو، لیکن ہر بار اتنے اچھے نمبر لانا ممکن نہیں ہوگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
211,C,ابو، اس دفعہ اچھے نمبر آ گئے ہیں، لیکن اگلی بار دیکھیں گے کیا ہوتا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
212,A,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
212,B,یار، محفل کی جان تو شاید تمہیں ہی لگ رہی ہے، مجھے تو ایسا کچھ نہیں لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
212,C,میں نے تو عام سا وقت گزارا تھا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
213,A,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,3.0,4.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
213,B,شکریہ، لیکن پریزنٹیشن میں اتنی خامیاں تھیں کہ مجھے سمجھ نہیں آتی آپ کو یہ اتنی متاثر کن کیوں لگی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
213,C,آپ کو اچھی لگی تو ٹھیک ہے، لیکن میرے خیال میں ابھی اس میں کافی بہتری کی ضرورت ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
214,A,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے۔ میں آئندہ بھی پوری محنت کے ساتھ بہتر کارکردگی دکھانے کی کوشش کروں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
214,B,سر، میں سمجھتا ہوں کہ میری کارکردگی میں ابھی کوئی خاص بات نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
214,C,سر، میں نے تو صرف اپنا کام کیا ہے، اسے اتنا بڑا کارنامہ نہیں سمجھتا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
215,A,بہت شکریہ! آپ کی حوصلہ افزائی میرے لیے بہت اہم ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
215,B,شکریہ، لیکن مجھے نہیں لگتا کہ میری تیاری اتنی اچھی تھی جتنی آپ کہہ رہے ہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
215,C,شکریہ، میں نے کوشش ضرور کی تھی، لیکن میرے خیال میں پریزنٹیشن میں ابھی کافی بہتری کی گنجائش ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
216,A,ہاہا، شکریہ! اب تو لگ رہا ہے مفت کا فوٹوگرافر بننا پڑے گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
216,B,یار، تصویر تو بس اتفاق سے اچھی آ گئی ہے۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
216,C,ارے نہیں یار، فوٹوگرافی تو کوئی خاص کمال نہیں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
217,A,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
217,B,معذرت سر، لیکن مجھے نہیں لگتا کہ تاخیر اتنی بڑی بات ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
217,C,سر، اسائنمنٹ دیر سے جمع ہوئی ہے، مگر اس میں میری کوئی خاص غلطی نہیں تھی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
218,A,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
218,B,معاف کیجیے گا سر، رپورٹ میں غلطی رہ گئی، لیکن آپ خود بھی اسے ایک بار چیک کر لیتے تو بہتر ہوتا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
218,C,سر، غلطی تو ہو گئی ہے، اب اتنی فکر کرنے کی ضرورت نہیں، میں بعد میں دیکھ لوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
219,A,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
219,B,معذرت ابو، لیکن مجھے نہیں لگتا کہ میں نے کوئی بہت بڑی غلطی کی ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
219,C,ابو، میں نے وہی کیا جو مجھے صحیح لگا، اگر آپ کو پسند نہیں آیا تو آئندہ آپ خود بتا دیجیے گا۔,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.375,A,False
220,A,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
220,B,امی، مجھے دیر ہو گئی تو ہو گئی، آپ کو اتنا انتظار نہیں کرنا چاہیے تھا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
220,C,امی، میں نے جان بوجھ کر دیر نہیں کی، آپ کو اتنی فکر کرنے کی ضرورت نہیں تھی۔,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.375,A,False
221,A,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
221,B,سوری یار، میں بھول گیا تھا، لیکن تم خود بھی مجھے یاد دلا سکتے تھے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
221,C,یار، بھول تو گیا تھا، لیکن اس میں اتنی ناراضی والی بات نہیں، تم بعد میں کر لیتے۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
222,A,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
222,B,معاف کرنا یار، ٹریفک کا مسئلہ تھا، لیکن تم بھی تھوڑا انتظار کر لیتے۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
222,C,سوری یار، دیر ہو گئی، مگر ہر بار میری ہی غلطی نہیں ہوتی، آج بس حالات ایسے تھے۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
223,A,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
223,B,اگر آپ کو میری بات سخت لگی تو شاید آپ نے اسے ضرورت سے زیادہ سنجیدگی سے لیا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
223,C,میں نے جو کہا وہ کام کے حوالے سے تھا، اسے ذاتی طور پر لینے کی ضرورت نہیں تھی۔,2.0,2.0,2.0,1.5,2.0,0.0,0.4688,0.25,A,False
224,A,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
224,B,سر، ہدایات پوری طرح واضح نہیں تھیں، اسی لیے کام میں کچھ کمی رہ گئی۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
224,C,سر، میں نے کام اپنی سمجھ کے مطابق کیا تھا، اگر طریقہ درست نہیں تھا تو آپ بتا دیجیے، میں دیکھ لیتا ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
225,A,معذرت، یہ غلطی مجھ سے ہوئی تھی، میں آئندہ زیادہ احتیاط کروں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
225,B,فائل غلط فولڈر میں چلی گئی تھی، لیکن میرے خیال میں اس سے اتنی بڑی تاخیر نہیں ہونی چاہیے تھی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
225,C,معذرت، مگر فائل غلط جگہ بھیجنے کی ذمہ داری صرف میری نہیں تھی، آپ بھی اسے چیک کر سکتے تھے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
226,A,معاف کرنا یار، راستے میں کچھ دیر ہو گئی، تمہیں انتظار کروانا نہیں چاہتا تھا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
