ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
199,والدہ,بیٹی,High,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,4,4,4,4,0,0,جی امی، الحمدللہ اب میں بالکل ٹھیک ہوں۔ آپ کی دعاوں کا بہت شکریہ۔,3,3,3,3,0,1,"""جی ماں، الحمدللہ اب ٹھیک ہوں۔ آپ کی پریشانی کا بہت شکریہ",4,4,4,4,0,0,"""والدہ جان، الحمدللہ اب بہت بہتر ہوں۔ آپ کی بہت دعائیں",4,4,4,4,0,0,"""والدین جان، اب کافی ٹھیک ہو گئی ہے۔ شکریہ کرتی ہوں",4,4,4,4,0,0
200,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,4,4,4,4,0,0,"""جی ابو جان، الحمدللہ صحت بہترین ہے۔ آپ کی دعائیں سب سے قیمتی ہی",4,4,4,4,0,0,"""بزرگ جان، اب کافی خیر ہے۔ الحمدللہ صحت سے بہت بہتر ہوئی ہے",4,4,4,4,0,0,"""جی دادی جان، الحمدللہ اب بہت اچھا ہوں۔ آپ کی تشویش کا بہت شکری",4,4,4,4,0,0,"""جی بزرگوں، الحمدللہ سب خیریت ہے۔ آپ کی دعاؤں کا بہت شکریہ۔""",4,4,4,4,0,0
201,پڑوسی,پڑوسی,Medium,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,4,4,4,4,0,0,"""خدا کی کرمیت ہے، اب بہت بہتر ہوں، کچھ دنوں میں �",3,3,3,3,0,0,"""شکریہ، میں اب بہتر محسوس کر رہا ہوں۔ آپ کی فکر کا بہت شکریہ۔""",3,3,3,3,0,0,"""پڑوسی جان، الحمدللہ اب بہت اچھا ہوا۔ آپ کی بہت مہربانی، لی",4,4,4,4,0,0,"""الحمدللہ بہت بہتر ہوئی، شکریہ کرتا ہوں آپ کی خیریت کے ل",4,4,4,4,0,0
202,استاد,طالب علم,Medium,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,4,3,4,4,0,0,"""جی سر، الحمدللہ اب کافی بہتر ہوں۔ آپ کی فکر کا شکریہ۔""",3,3,3,3,0,0,"""جی سر، اب بہت بہتر ہوں، آپ کی دعائیں ہیں جو مجھے صحتمند",3,3,3,3,0,0,"""الحمدللہ استاد، اب کافی بہتر ہو گئی ہے۔ آپ کی خیریت کا بہت",3,3,3,3,0,0,"""جی سر، الحمدللہ بہت اچھا ہوا۔ آپ کی رہنمائی کا بہت شکریہ",4,4,4,4,0,0
203,دوست,دوست,Low,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,4,4,4,4,0,0,"""ہاہا، ابھی تو ڈرامہ چلتا ہے، لیکن طبیعت بہتر ہو",3,3,3,3,0,0,"""یار، واقعی طبیعت خراب ہے، لیکن ڈرامہ نہیں کر رہا۔""",4,4,4,4,0,0,"""الحمدللہ، ابھی تک ڈرامہ چل رہا ہے، لیکن میں کافی بہتر",2,2,2,2,0,0,"""دوست، یقین مانو، طبیعت بہترین ہے۔ بس کچھ آرام کر رہا ہوں�",4,4,4,4,0,0
204,سینئر,جونیئر,High,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,4,3,4,4,0,0,"""جی سر، الحمدللہ اب کافی بہتر ہوں اور کام پر پورا توجہ مرکوز کر سکتا �",3,3,3,3,0,0,"""الحمدللہ، طبیعت بہتر ہے۔ آپ کی صلاحیت کے بارے میں مطمئن ہو",2,2,2,2,0,0,"""جی سر، الحمدللہ اب کافی بہتر ہوں، اور میں اپنی ذمہ داریاں نبھانے کے لیے تیار ہوں۔""",4,4,4,4,0,0,"""سینئر صاحب، الحمدللہ بہت اچھا ہوا۔ آپ کی رہنمائی کا بہت شکری",4,4,4,4,0,0
205,ساس,بہو,High,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,4,4,4,4,0,0,"""جی ساس جی، الحمدللہ اب کافی بہتر ہوں، آپ کی دعاوں کا اثر ہے۔""",4,4,4,4,0,1,"""الحمدللہ بہو جان، اب کافی بہتر ہوں۔""",4,4,4,4,0,0,"""جی ساس جان، اب بہت بہتر ہوں، اللہ تعالیٰ نے معاف فرما دیا �",4,4,4,4,0,1,"""ساسی، الحمدللہ اب بہت بہتر ہوں۔ آپ کی دعائیں سب سے قیمتی",3,3,3,3,0,0
206,دوست,دوست,Low,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,4,3,4,4,0,0,"""جی، میں ابھی بھی بیمار ہوں، بس کچھ دنوں کا انتظار ہے۔""",1,1,1,1,0,0,"""ہاہا، تمہیں معلوم ہی ہوگا کہ مجھے ابھی بھی و",3,3,3,3,0,0,"""الحمدللہ بہت بہتر ہو گئی، لیکن چلتا رہنا پرست ہوں۔""",4,4,4,4,0,0,"""یار، یہ کوئی مذاق نہیں ہے، میں واقعی ٹھیک نہیں ہوں۔""",4,4,4,4,0,0
207,بزرگ,نوجوان,High,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,4,3,4,4,0,0,جی بزرگوار، آپ کی دعاوں سے میں بہتر ہوں اور دوائی باقاعدگی سے لے رہا ہوں۔ آپ فکر نہ کریں۔,3,3,3,3,0,0,"""بزرگ جان، میں دوائی وقت پر لیا ہوں۔ آپ کی صحت کے بارے میں ا",4,4,4,4,0,0,"""جی بزرگ، آپ کی تلقین پر احترام کرتے ہوئے، میں دوائی باقاعدگی سے لے ر�",2,2,2,2,0,0,"""جی بزرگ، دوائی وقت پر لے رہے ہیں۔ آپ کی بہت مہربانی۔""",4,4,4,4,0,0
208,ساتھی,ساتھی,Medium,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,4,4,4,4,0,0,"""جی، ابھی تو بہتر ہوں، لیکن کچھ دیر سے ٹھیک نہیں �",3,3,3,3,0,0,"""نہیں، میں نے کوشش کی ہے کہ کام متاثر نہ ہو، لیکن تھوڑی مشکل ضرور ہوئی ہے۔""",3,3,3,3,0,0,"""جی، لیکن اب کافی بہتر ہو گیا ہے۔""",3,3,3,3,0,0,"""بہت شکریہ، طبیعت کی وجہ سے کام میں کچھ تاثر نہیں ہے۔ آ",4,4,4,4,0,0
209,کزن,کزن,Low,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,4,3,4,4,0,0,"""الحمدللہ بہت بہتر ہو گیا، کزن جان، آپ کی خیریت کا بہت شکر",4,4,4,4,0,0,"""میں الحمدللہ بہتر ہوں، تمہاری دعاوں کا شکریہ!""",3,3,3,3,0,0,"""خدا کی کرمیت ہے، اب بہت بہتر ہوں، شکریہ کزن۔""",3,3,3,3,0,0,"""خیریت بخیر، الحمدللہ اب بہت اچھا محسوس کر رہا ہوں۔ آپ کی ب",4,4,4,4,0,0
210,دوست,دوست,Low,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,4,4,4,4,0,0,"""یار، بس اب تو ٹھیک ہو رہا ہوں، جلد ہی تمہیں دوبارہ اپنی صحت کی خوشخبری دوں گا!""",4,4,4,4,0,0,"""ہاہا، اب تو میں بہت اچھا ہوں، تو کیسے؟""",3,3,3,3,0,0,"""دوست، میں کافی بہتر ہو گیا، لیکن ایک دوسرے تک وقت کی ضرور",3,3,3,3,0,0,"""دوست، میں ابھی بہتر ہونا شروع کر چکا ہوں، بس تھوڑی دیر انتظار",4,4,4,4,0,0
211,والد,بیٹا,High,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,4,4,4,4,0,0,"""والد جان، میں آئندہ اس کام کو مکمل کر لیں گا۔ آپ کی اہمیت",3,3,3,3,0,0,"""جی والد جان، میں جلد ہی مکمل کر لوں گا۔""",4,4,4,4,0,0,"""جی ابو، میں ابھی شروع کر دیتا ہوں۔""",4,4,4,4,0,0,"""والد جان، بہت شکریہ، لیکن ابھی کام کا بوجھ بہت زیادہ ہے۔ می",3,3,3,3,0,0
212,والدہ,بیٹی,High,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,4,4,4,4,0,0,"""والدہ جان، کچن صاف کر رہی ہوں۔ آپ کی ہدایتوں کا بہت شکر",4,4,4,4,0,0,"""والدہ جان، میں ابھی کچن صاف کر دوں گا۔""",3,3,3,3,0,1,"""جی امی، میں ابھی صاف کر دیتی ہوں۔""",4,4,4,4,0,0,"""جی ماں، ابھی کچن صاف کرتی ہوں۔""",4,4,4,4,0,0
213,استاد,طالب علم,Medium,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,4,4,4,4,0,0,"""جی سر، ابھی کوشش کرتا ہوں۔ اگر مجھے مشکل ہو تو آپ کی مدد کی درخواست کر لو",4,4,4,4,0,0,"""جی سر، میں ابھی حل کرتا ہوں۔""",4,4,4,4,0,0,"""جی سر، میں نے یہ حل کر لیا ہے۔""",4,4,4,4,0,0,"""ٹھیک ہے استاد، میں اس سوال کو بورڈ پر حل کر رہا ہوں۔""",3,3,3,3,0,0
214,افسر,ملازم,High,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,4,4,4,4,0,0,"""جی سر، آپ کی ہدایت پر عمل کرتا ہوں گا، لیکن اگر آپ کو یقین ہو تو می�",2,2,2,2,0,0,"""سر، بہت شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مک",3,3,3,3,0,0,"""ٹھیک ہے افسر جان، آج ہی مکمل کرکے جمع کردم۔""",4,4,4,4,0,0,"""جی سر، میں اس رپورٹ کو وقت پر مکمل کرکے جمع کرانے کی پوری کوشش کروں گا۔""",3,3,3,3,0,0
215,دوست,دوست,Low,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,4,4,4,4,0,0,"""یار، ابھی میں اسے پکڑا دیتا ہوں، تم جلدی کرو!""",3,3,3,3,0,0,"""یار، مجھے لگتا ہے کہ میں نے ابھی اسے تلاش کر لیا ہے",3,3,3,3,0,0,"""ٹھیک ہے بھائی، میں ابھی فائل لے آتا ہوں۔""",4,4,4,4,0,0,"""یہ رہی، لے لو۔""",4,4,4,4,0,0
216,دوست,دوست,Low,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,4,3,3,4,0,0,"""جی، بولی۔ کیا ہوا تھا؟""",2,2,2,2,0,0,"""ٹھیک ہے، میں چپ ہوں گا۔ آپ کی بات سنوں گا۔""",4,4,4,4,0,0,"""یار، میں خاموش نہیں رہ سکتا، تمہاری بات سننے کے لیے تیار ہوں، لیکن اپنی رائے بھی رکھوں گا۔""",4,4,4,4,0,0,"""دوست، میں سمجھتا ہوں کہ تم غصے میں ہو، لیکن میری بات سنن",4,4,4,4,0,0
217,سینئر,جونیئر,High,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,4,4,4,4,0,0,"""جی سر، ابھی چلوتی ہیں، آپ کی بات سمجھ لی گئی ہے۔""",4,4,4,4,0,0,"""ٹھیک ہے سینئر، میں ایم ایل ایم کرکت ہوں۔""",4,4,4,4,0,0,"""سر، بہت شکری۔ جلدی سے بھیج رہا ہوں۔""",3,3,3,3,0,0,"""جی سر، میں انہیں ابھی تیار کر کے بھیج دیتا ہوں۔""",3,3,3,3,0,0
218,سینئر,جونیئر,High,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,4,4,4,4,0,0,"""جی سر، آپ کی بات بہت درست ہے، میں دوبارہ اسے مکمل کر لوں گا۔""",4,4,4,4,0,0,"""سر، میں اس کام کو دوبارہ مکمل کر دیں گا۔""",3,3,3,3,0,0,"""جی سر، میں دوبارہ کر لوں گا، آپ کی بہت مہربانی۔""",4,4,4,4,0,0,"""جی سر، آپ کی ہدایت کے مطابق میں اسے دوبارہ کر دوں گا۔""",3,3,3,3,0,0
219,چچا,بھتیجا,High,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,4,4,4,4,0,0,"""جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ",4,4,4,0,0,0,"""چچا جان، یہ سامان آسانی سے اندر رکھا گیا ہے۔ آپ کی مدد کا",4,4,4,4,0,0,"""جی چچا جان، میں ابھی رکھ دیتا ہوں۔""",4,4,4,4,0,0,"""جی چچا جان، یہ سامان رکھا ہوگا، آپ کو زحمت ہوگی، میں خود رک",2,2,2,2,0,0
220,ساس,بہو,High,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,4,4,4,4,0,0,"""جی اماں، میں کوشش کروں گی کہ سب کچھ وقت پر ہو جائے۔""",3,3,3,3,0,1,"""جی ساسی، وہاں میں ضرور کھانا تیار کر لوں گا، آپ کو کوئی تشویش نہ �",3,3,3,3,0,1,"""ٹھیک ہے بہو جان، میں آج کھانا وقت پر تیار کر دیں گا۔""",4,4,4,4,0,0,"""ساسی، بہت شکریہ، میں خود اس بات کو یقینی بنا لوں گا کہ کھانا وقت پر تیار",3,3,3,3,0,1
221,بزرگ,نوجوان,High,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,4,3,4,4,0,0,"""جی بزرگ جان، دروازہ بند کر دیا۔""",1,1,1,0,0,0,"""جی بزرگ، ابھی بند کر دیتا ہوں۔""",3,3,3,3,0,0,"""آپ کی ہدایتوں کا بہت شکریہ، لیکن میں اس کام کو نہیں پ",4,4,4,4,0,0,"""جی بزرگ، میں ابھی دروازہ بند کر دوں گا۔""",4,4,4,4,0,0
222,دوست,دوست,Low,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,4,3,4,4,0,0,"""جی یار، یقیناً خود ہی کر لوں گا، لیکن کبھی کچھ ضرورت ہو تو بتا",4,4,4,4,0,0,"""یار، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود",2,2,2,2,0,0,"""یار، اگر تمہیں وقت نہیں ہے تو کوئی بات نہیں، میں خود ہی کر لوں گا۔""",4,4,4,4,0,0,"""دوست، شکریہ لیکن میں بہت آسانی سے کر سکتا ہوں۔""",3,3,3,3,0,0
223,استاد,طالب علم,Medium,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,4,4,4,4,0,0,"""جی سر، معاف کیجئے، میں نے نہیں سمجھا تھا کہ کچھ کہ",3,3,3,3,0,0,"""استاد صاحب، میں سمجھتا ہوں، لیکن میں نے کچھ بہت اہم سیک",2,2,2,2,0,0,"""استاد جان، میں خاموش رہا گا۔""",3,3,3,3,0,0,"""جی سر، میں خاموش رہوں گا۔""",4,4,4,4,0,0
224,ساتھی,ساتھی,Medium,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,آپ یہ حصہ سنبھال لیں۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,4,4,4,4,0,0,"""ٹھیک ہے، میں ایسے کر لیں گا۔""",4,4,4,4,0,0,"""جی، یقیناً میں سنبھال لوں گا، آپ بھی اپنا حصہ سنبھال لیں۔""",3,3,3,3,0,0,"""جی سر، میں اسے سنبھالیں گا، آپ زحمت نہ کریں۔""",3,3,3,3,0,0,"""جی بالکل، میں یہ حصہ سنبھال لوں گا۔ شکریہ!""",3,3,3,3,0,0
225,بھائی,بہن,Medium,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,ابھی باہر مت جاؤ۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,3,4,4,4,0,0,"""بھائی، آپ کی بہت مہربانی، لیکن ابھی اتنا خطرہ نہیں ہے۔",2,2,2,2,0,1,"""بھائی، میں سمجھتی ہوں، مگر مجھے کچھ ضروری کام ہیں، جلدی واپس آ جاؤں گی۔""",3,3,3,3,0,0,"""بھائی جان، میں بہت آسانی سے چل رہی ہوں، مگر اگر آپ نے",4,4,4,4,0,0,"""جی بہن، آپ کی فिकر کا بہت احترام ہے، لیکن میں ضرور جاؤں گ",3,3,3,2,0,0
226,دوست,دوست,Low,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,4,4,4,4,0,0,"""واہ، بہت شکریہ یار! تمہاری مدد کے بغیر یہ ممکن نہیں تھا۔""",2,2,2,2,0,0,"""شکریہ یار، میں نے کہا تھا کہ تم اپنی مصروفیتوں میں مشغول",4,4,4,4,0,0,"""ٹھیک ہے بھائی، بہت شکریہ، میں نے آپ کی کوشش کو ملاحظہ ک",3,3,3,3,0,0,"""شکریہ، یار، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہ",4,4,4,4,0,0
227,دوست,دوست,Low,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,میں تمہارے لیے نوٹس لے آیا ہوں۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,4,3,4,4,0,0,"""شکریہ، کیا ہوا تھا وہ؟""",2,2,2,2,0,0,"""شکریہ، دوست، لیکن ابھی اتنا کام نہیں ہے۔ میں خود اسے مکمل کر لو",4,4,4,4,0,0,"""واہ، یار! تمہاری مہربانی، شکریہ! یہ بہت مددگار ہوگا۔""",3,3,3,3,0,0,"""ٹھیک ہے بھائی، بہت شکریہ۔""",4,4,4,2,0,0
228,والد,بیٹا,High,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,4,4,4,4,0,0,"""ابا جی، آپ کا بہت شکریہ، آپ کی مدد کے بغیر یہ کام مکمل نہیں ہو پاتا۔""",3,3,3,3,0,0,"""والد جان، بہت شکریہ، یہ بہت اچھا ہے۔""",3,3,3,2,0,0,"""والد جان، آپ کی بہت بڑی مدد ہے، میں آپ کو کہہ دیتا کہ آپ",3,3,3,3,0,0,"""والد جان، بہت شکریہ، میں آپ کی کمپیلوشن کا استعمال نہیں کر سک",4,4,4,4,0,0
229,والدہ,بیٹی,High,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,4,4,4,4,0,0,"""والدہ جان، آپ کی محبت کا یہ بہت بڑا احسان ہے، لیکن میں ٹھ",2,2,2,2,0,1,"""والدہ جان، بہت شکریہ، مگر میں خود بھی تمہارے پاس رہا تھا�",1,1,1,1,0,1,"""والدین، میں آپ کی طاقت کا بہت شکریہ، لیکن آپ نے قسمت کافی ک",3,3,3,3,0,0,"""ماں، آپ کی محبت کا بہت شکریہ، مگر آپ کو اپنی صحت کا بھی خیال رکھنا چاہیے۔""",4,4,4,4,0,0
230,استاد,طالب علم,Medium,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,4,4,4,4,0,0,"""جی سر، الحمدللہ بہت اچھا ہوا۔ آپ کی رہنمائی کا بہت شکریہ",4,4,4,4,0,0,"""جی سر، آپ کی مدد سے اب میں اس موضوع کو اچھی طرح سمجھ گیا ہوں۔ بہت شکریہ!""",4,4,4,4,0,0,"""جی سر، بہت بہت شکریہ، آپ کی مدد سے میں سمجھ گیا ہوں۔",3,3,3,3,0,0,"""جی سر، الحمدللہ آپ کی مہربانی سے میں ایسے ہی میں اس موضوع کے ذ",4,4,4,4,0,0
231,طالب علم,استاد,High,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔,4,4,4,4,0,0,"""جی استاد، بہت شکریہ، لیکن ابھی تو کافی اچھا ہوا۔ آپ کی بہت مہ",4,4,4,4,0,0,"""شکریہ سر، آپ کی مدد کا بہت شکریہ، میں ضرور آپ سے رہنمائی لوں گا۔""",2,2,2,2,0,0,"""جی سر، الحمدللہ میں اپनی کامیابی کے لیے آپ کی رہنمائی کا بہ",4,4,4,4,0,0,"""جی سر، آپ کی بہت مہربانی، لیکن میں ابھی سمجھ گیا ہوں، آپ کی ر�",3,3,3,3,0,0
232,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی نے ضرورت کے وقت آپ کی مدد کی ہے۔,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔,4,3,4,4,0,0,"""پیارے پڑوسی، بہت شکریہ، آپ کی مدد کا بہت شکریہ۔""",4,4,4,4,0,0,"""آپ کی مدد کی جس طرح کیا ہے، بہت شکریہ۔""",3,3,3,3,0,0,"""جی، آپ کی مدد کا بہت شکریہ، یہ بہت ضرورت تھی۔""",3,3,3,3,0,0,"""آپ کی مدد کا بہت شکریہ، واقعی آپ نے میری بہت مدد کی۔""",4,4,4,3,0,0
233,دوست,دوست,Low,آپ کے دوست نے آپ کی اسائنمنٹ مکمل کر دی کیونکہ آپ گھر کے ایک ضروری کام میں مصروف تھے۔,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔,4,4,4,4,0,0,"""شکر ہوے، میں تمہیں بہت شکریہ کہنا چاہتا تھا،",2,2,2,2,0,0,"""جی، میں نے دیکھا ہے۔ بس ابھی کچھ کھانا پکانا باقی ہے",3,3,3,3,0,0,"""ٹھیک ہے دوست، بہت شکریہ، مگر میں اس کے لیے کچھ نہی",4,4,4,4,0,0,"""یار، تمہارا بہت شکریہ! تم نے واقعی میری مدد کی ہے۔""",4,4,4,3,0,0
234,سینئر,جونیئر,High,سینئر آپ کی کارکردگی اور محنت کو سراہ رہے ہیں۔,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔,4,3,4,4,0,0,"""آپ کی تعریف کا بہت شکریہ، یہ میری کوششوں کا نتیجہ ہے اور آپ کی رہنمائی کا بھی۔""",3,3,3,3,0,0,"""جی سر، آپ کی مہربانی سے مجھے بہت فخر ہے۔""",4,4,4,4,0,0,"""سینئر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں",2,2,2,2,0,0,"""جی سر، آپ کی محنت کا بہت شکریہ، مگر میں بہت بہتر کام کر س",4,4,4,4,0,0
