ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
121,سینئر,جونیئر,High,دفتر میں آپ کے سینئر آپ کے کام کے طریقے پر تنقید کرتے ہیں۔,میرا خیال ہے تم نے طریقہ درست نہیں اپنایا۔,جی سر، آپ کی بات درست ہو سکتی ہے، لیکن اُس وقت حالات کے مطابق مجھے یہی بہتر لگا تھا پھر بھی میں اسے دوبارہ دیکھ لیتا ہوں۔,4,4,4,4,0,0,سر، اس سے مفت کا بہت شکریہ۔ اگر آپ کی رائے ہے تو میں اس پر غور,2,2,2,2,0,0,سر، آپ کی بہت مہربانی، لیکن اس بار میرا طریقہ صحیح تھا۔ اگر آپ چاہیی,2,2,2,2,0,0,سر، آپ کی بہت مہربانی، لیکن میری راہ دلانے کا طریقہ درست تھ,2,2,2,1,0,0
122,استاد,طالب علم,Medium,استاد آپ کے جواب کا جائزہ لیتے ہوئے بہتری کی گنجائش کی نشاندہی کرتے ہیں۔,یہ جواب مزید بہتر ہو سکتا تھا۔,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔,4,3,4,4,0,0,جی سر، اس بارہی فکر نہیں ہونا چاہیے۔,2,2,2,2,0,0,سر، اگر آپ دوبارہ حکم دینाچاہئیہ ہو تو میں زحمت کر لوں گا,3,3,3,3,0,0,جی سر، بہت شکریہ! میں اگلے وقت اپنا جواب دوبارہ غور کر لوں گا تاکہ,2,2,2,2,0,0
123,والد,بیٹا,High,آپ کے والد آپ کے کام میں موجود ایک غلطی کی نشاندہی کر رہے ہیں۔,تم نے یہ کام ٹھیک نہیں کیا۔,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔,4,4,4,4,0,0,باجی، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوتاہ,3,3,3,3,0,1,والد جان، میرے کام پر بہت صرف تھوڑا سا زحمत لگ رہا ہے۔,2,2,2,2,0,0,سر، اگر میں غلط تھا تو میں معذرت خواہ ہوں۔ یہ میری کوتاہی,3,3,3,3,0,1
124,دوست,دوست,Low,آپ اور آپ کا دوست ایک مسئلے کے حل پر گفتگو کر رہے ہیں اور وہ آپ کے تجویز کردہ خیال سے متفق نہیں۔,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,3,4,4,4,0,0,ضرور، اگر تمہارے لیے اس سے شکایت ہے تو آؤ مل کر جائزہ لیتے ہ,2,2,2,2,0,0,ضرور، اگر تمہیں لگتا ہے کہ یہ بہتر نہیں ہے تو,2,2,2,2,0,0,دوست جان، اگر تمہیں لگتا ہے کہ اس آئیڈیا کا کام نہیں ہوگ,2,2,2,2,0,0
125,دوست,دوست,Low,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,3,4,4,4,0,0,دوست جان، ابھی سے اتنا تھوڑا ہی کر لو، ان غلطیوں کا مکمل طور پر,2,2,2,2,0,0,ضرور، اب سے میں تھوڑا سا سہم رہنے دوں گا۔,2,2,2,2,0,1,سر، شکریہ، لیکن ابھی اتنا نہیں ہوا۔ میں آئندہ ایسی غلطی دوب,2,2,2,1,0,0
126,والدہ,بیٹی,High,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,مама جان، اس بار میری غلطی تھی، پھر سے میں اس غلطی کو دوبارہ نہیں,1,1,1,1,0,0,والدہ جان، میری بات میں قیمت دینے دو۔ آپ کا فکر کرنا ہوا ہے،,2,2,2,2,0,0,ماں جان، ان شاء اللہ میں بالغ ہوں گا، آپ فکر نہ کریں۔ یہ سب می,2,2,2,2,0,0
127,سینئر,جونیئر,High,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,4,4,4,4,0,0,سر، اس رپورٹ پر کام کا بہت شکریہ۔ اگر آپ کی اجازت ہو تو میں ان خامیو�,3,3,3,3,0,0,سر، اتنا بہت نہ کر لو، ابھی صرف ایک مسئلہ ہے۔,3,3,3,3,0,0,سر، ان غلطیوں پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوتا�,2,2,2,2,0,0
128,کزن,کزن,Low,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,4,4,4,4,0,0,ہاہا، شکریہ! اب تو لگ رہا ہے مفتخر ہونے جیسا ہ,2,2,2,2,0,0,ٹھیک ہے، میری بہت سرسری ہوتی ہے۔,1,1,1,1,0,0,سر، شکریہ، لیکن ابھی اتنا نہیں ہوا۔ میں اورٹیلمنٹر تک جا�,1,1,1,1,0,1
129,استاد,طالب علم,Medium,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,4,4,4,4,0,0,سر، میری غلطی کا بہت شکریہ۔ میں اور بہتر بننا چاہتا ہو�,3,3,3,3,0,0,سر، اس معیار کا بہت شکریہ، مگر میں اگلا موقع سے بہتر کام-present tense-صرف کر,2,2,2,2,0,0,سر، میں اس سب کا بہت مہربانی کرتa ہو، لیکن اس معیار کا کام ز,1,1,1,1,0,0
130,دوست,دوست,Low,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,4,4,4,4,0,0,ضرور، مگر ابھی سے اور Forever SUCH نہیں ہوگا۔,2,2,2,2,0,0,دوست جان، اس سے زائد نہ کریں، میری ایندہ مرہ آپ کی بہت ذمہ داری,2,2,2,2,0,0,ضرور، شکریہ! یہ میری کوتاہی تھی، اور آئندہ میں ایسی غلطی دوبار�,3,3,3,3,0,0
131,والد,بیٹا,High,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,سر، میرا دل کی بات ہے، آپ زحمت نہ کریں۔ یہ کام میری غلطی تھی، می,1,1,1,0,0,0,والد جان، میری بہت مضبوط تھی، لیکن بالکل آؤٹ！,2,2,2,2,0,1,سر، میں آپ کی بات سمجھ گیا، لیکن اس بار میری غلطی نہیں تھی۔ یہ کام می�,2,2,2,1,0,0
132,ساتھی,ساتھی,Medium,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,3,4,4,4,0,0,ضرور، اگر تمہارے خیال میں اس سے کچھ غلط ہے تو آؤ مل کر جائزہ لیت,2,2,2,2,0,0,ضرور، آپ کی رائے کا بہت شکریہ۔ ہم باقی بحث کر لیجیے گا تاکہ ب,2,2,2,2,0,0,جی سر، میریthoughts کا اس فیصلہ بہت مختلف ہے۔ میں اسے متفق نہیں,3,3,3,3,0,0
133,تایا,بھتیجا,High,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,4,4,4,4,0,0,جی تایا جان، ان سب غلطیوں پر میں بہت شرمندہ ہوں۔ یہ میرا پ,3,3,3,3,0,0,"ٹھیک ہے جان، میرے بیٹا، ان شاء اللہ بار بار پ反腐版本：
用户说：“儿子，你应该更要有耐心",3,3,3,3,0,0,تایا جان، ان شاء اللہ اب سے میں بہت شکریہ۔,2,2,2,2,0,1
134,دوست,دوست,Low,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,3,3,4,4,0,0,ہاہا، شکریہ! اب تو لگ رہا ہے مفت کا ملازم۔,3,3,3,3,0,0,ضرور، اب کافی ہوا، آئیے اگلی بار بہتر بنانے کی کوشش کریں گے۔,2,2,2,2,0,0,ٹھیک ہے، جان، ابھی تھوڑا سا بہت کر لو۔,2,2,2,2,0,0
135,سینئر,جونیئر,High,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,سر، اس غلطی پر اتنا زحمت کیا جانا چاہیے نہیں تھا۔,4,4,4,4,0,0,سر، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوتاہی ت,1,1,1,0,0,0,سر، یہ بہت غلطی تھی، مگر ابھی اتنا وقت باقی نہیں ہے، می�,3,3,3,3,0,0
136,دوست,دوست,Low,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,3,4,4,4,0,0,دعوت کا بہت شکریہ، مگر میری سالگرہ ہے، اس لئے میں آنے د,2,2,2,2,0,0,"ضرور، میں آؤں گا! آپ کی سالگرہ مبارک ہو۔

Reasoning: سالگرہ کا شکری�",3,3,3,3,0,0,جی بہت شکریہ، ان شاء اللہ میں آتا ہوں۔,3,3,3,3,0,0
137,دوست,دوست,Low,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,3,4,4,4,0,0,جی شہریار، شکریہ، مگر آج کا ماحول بالکل نہیں ہے۔ میں ت,2,2,2,2,0,0,ہاہا، بالکل! آنے دی جان گا۔,1,1,1,1,0,0,جی، آنے دوں گا۔,2,2,2,2,0,0
138,چچا,بھتیجا,High,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,4,3,4,4,0,0,جی چچا جان، شکریہ! شادی میں definitely آننا ہے، آپ کی دعائیں میری زندگی کا بہت,4,4,4,4,0,0,جی چچا جان، شکریہ۔ میں شادی میں آنے والے لوگوں میں سے ای,2,2,2,2,0,0,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ�,3,3,3,3,0,0
139,خالہ,بھانجی,High,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,"الحمدللہ، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعائیں معاف کریں۔
ضر",4,4,4,4,0,0,الحمدللہ جان، میں ضرور آتا ہوں۔ مہندی جان کی بہت محبت ہے۔,3,3,3,3,0,0,حالہ، ان شاء اللہ میں آؤں گا۔,2,2,2,2,0,0
140,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,4,3,4,4,0,0,جی بہن، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی بہت مہربانی ہو,2,2,2,2,0,0,"جی شکر، میں بہت شکریہ۔ اس بارے میں میں ضرور آؤں گا۔

Reasoning",3,3,3,3,0,0,ضرور خواہش میں ہوں گا، بس مہربانی کرleyں گا۔,3,3,3,3,0,1
141,استاد,طالب علم,Medium,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,4,4,4,4,0,0,دعوت کا بہت شکریہ، مگر میری جانب سے ضرور آنے والے ہیں۔,3,3,3,3,0,0,جی سر، شکریہ! کل میں بالکل نہیں آنا دینا۔ آپ کی بہت مہربانی، لیکن,4,4,4,4,0,0,جی سر، ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0
142,کزن,کزن,Low,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,4,4,4,4,0,0,ٹھیک ہے دوسرے، میں بھی اسے ساتھ چلتا ہوں۔,2,2,2,2,0,0,ضرور، میں بھی جاؤں گا۔ ان شاء اللہ، کل بہت اچھا ہوگا,2,2,2,2,0,1,ٹھیک ہے باجی، مگر ابھی اتنا زحمت نہیں ہوگی۔,1,1,1,1,0,0
143,دوست,دوست,Low,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,4,4,4,4,0,0,ضرور، اگر تمہارا کام نہ ہو تو میں خود جا پھر لوں گا۔,3,3,3,3,0,0,دادی، میں بالکل آتا ہوں۔,2,2,2,2,0,1,ضرور، میں آؤں گا۔ آپ فکر نہ کریں، ابھی اتنا وقت باقی نہیں ہ,1,1,1,1,0,0
144,سسر,داماد,High,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,4,3,4,4,0,0,جی سر، شکریہ! ان شاء اللہ میں کل آؤں گا۔ آپ کی دعوت کا بہت شکریہ,3,3,3,3,0,0,جی سسر جان، ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,1,دعوت جان کر مہربان ہوں، ضرور آتا ہوں۔,3,3,3,3,0,0
145,ساس,بہو,High,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,4,4,4,4,0,0,جی ساس جان، کل کا انعقاد بہت اہم لگ رہا ہے، میں بالکل شام کو,3,3,3,3,0,0,سجда جان، بیٹی کا بہت خواہش میں ہوں، اگر میری جانب سے فکر ن,1,1,1,1,0,1,جی ساس جان، ان شاء اللہ میں آؤں گا۔,3,3,3,3,0,0
146,دوست,دوست,Low,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,4,4,4,4,0,0,ضرور، اگر تمہارا بہت خیال ہے تو میں ضرور آ جاؤں گا۔,2,2,2,2,0,0,ٹھیک ہے، شکریہ! اب تو لگ رہا ہے مفتخر ہوں پلا دینا,3,3,3,3,0,0,دوست جان، ابھی آ لوٹ، میری حامی بنا لو۔,3,3,3,3,0,0
147,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,4,4,4,4,0,0,جی سر، شکریہ! عید مبارک۔ ان شاء اللہ میں بھی آنا حتمی بناؤں گا۔,2,2,2,2,0,0,دعوت کا بہت شکریہ، جانے والے عید میں زحمت کر لوں گا۔,3,3,3,3,0,0,جی باجی جان، ان شاء اللہ میں بھی آنے کا بہت شکریہ۔,3,3,3,3,0,1
148,ساتھی,ساتھی,Medium,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,4,4,4,4,0,0,جی، ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0,دعوت کا بہت شکریہ، مگر ابھی صرف خواہش ہے۔,3,3,3,3,0,0,جی شکریہ، مگر ابھی اتنا وقت باقی نہیں ہے، میں اور زحمت ہو,2,2,2,2,0,0
149,دوست,دوست,Low,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,4,4,4,4,0,0,ٹھیک ہے دوست، آتا ہوں، اگر ڈھولکی ہے تو بالکل لازمی ہ,3,3,3,3,0,0,ضرور، میں آؤں گا۔ یہ ڈھولکی بہت اہم ہے، ہ,2,2,2,2,0,0,ہاہا، شکریہ! اب تو لگ رہا ہے مفت کا مہمان بننا پڑے,3,3,3,3,0,0
150,سینئر,جونیئر,High,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,4,3,4,4,0,0,سر، ان شاء اللہ میں اس تقریب میں شمولیت کا بہت شکریہ۔,2,2,2,2,0,0,سر، شکریہ، لیکن مفتح العبارت، ابھی اتنا کام باقی نہیں ہے۔ میں,3,3,3,3,0,0,سر، آپ کی بہت مہربانی، لیکن اتناہی ضرورت نہیں ہے۔ میں بالک,2,2,2,2,0,0
151,طالب علم,استاد,High,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,4,4,4,4,0,0,ٹھیک ہے، پوچھو۔,2,2,2,2,0,0,ٹھیک ہے، پوچھ لوٹیں گا۔,2,2,2,2,0,0,ٹھیک ہے، اگر آپ کو کچھ سمجھ میں آتا ہے تو آپ پلا دینا۔ میں آپ,3,3,3,3,0,0
152,بیٹا,والد,High,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,4,4,4,4,0,0,ٹھیک ہے بیٹا، اگر آپ نے اپنا کام مکمل کر لیا ہے تو جاؤ، لیکن صرف ایک,3,3,3,3,0,0,جی بتا، ان شاء اللہ آپ جا سکتے ہیں۔ مگر آئیے سب کمیونٹی کی حفاظت,2,2,2,1,0,0,ٹھیک ہے، لیکن اور پھر مراہ کر جا۔,2,2,2,2,0,0
153,بیٹی,والدہ,High,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,4,4,4,4,0,0,جی بتيا، آپ کی دوست سے ملنا بہت اہم ہے، مگر ابھی اتنا زحمت نہی,1,1,1,1,0,1,ٹھیک ہے، لیکن میری ڈالنے پر جا کر آنا۔,2,2,2,1,0,0,ٹھیک ہے باجی، اگر آپ کی ماموں نے شکریہ نہیں زحمت کا بہ,2,2,2,1,0,0
154,ملازم,افسر,Medium,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,4,3,4,4,0,0,ٹھیک ہے، اگر آپ نے اپنا ضروری کام مکمل کر لیا ہے تو آپ جا سکتے ہی,3,3,3,3,0,0,ضرور، آپ جا سکتے ہیں۔ اگر اور بھی کچھ چاہیے ہو تو بعد می,2,2,2,2,0,0,ٹھیک ہے، لیکن آپ کو ابھی صرف تھوڑا سا جلدی ہی ملے گ,3,3,3,3,0,0
155,دوست,دوست,Low,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,4,4,4,4,0,0,ٹھیک ہے، یار، مگر صرف تھوڑا سا سامان لے لوں گا۔,2,2,2,2,0,0,ٹھیک ہے، بائیک دے دو، میں صرف تھوڑا سا کام مکمل کر لوں گا۔,1,1,1,1,0,0,ٹھیک ہے صدیہ، آؤ مل جا۔,1,1,1,1,0,0
156,دوست,دوست,Low,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,4,4,4,4,0,0,ٹھیک ہے، اگر آپ زحمت نہ ہوگی تو میں بتانا چاہتا تھا۔,2,2,2,2,0,0,ضرور، اگر آپ لگےہے ہے کہ اس سے آپ کو بھلائیٰ ہوگی تو می,1,1,1,1,0,0,ڈوست جان، میں بالکل مان لوں گا، لیکن اس سے پहلے میں آپ کی ض,2,2,2,2,0,0
157,طالب علم,استاد,High,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,4,4,4,4,0,0,ٹھیک ہے، ابھی جاؤ۔,2,2,2,2,0,0,ٹھیک ہے، میں ابھی تک فائل جمع کر رہا ہوں۔,2,2,2,2,0,0,ٹھیک ہے، اگر آپ ابھی جمع کرا لیں تو آخری تاریخ پر باقی نہیں رہنے,2,2,2,2,0,0
158,داماد,سسر,High,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,4,4,4,4,0,0,"ضرور باجی، اگر میں آزاد ہوں تو آپ سے کچھ سمجھنا تھا۔

Reasoning: باجی،",1,1,1,1,0,1,ٹھیک ہے بیٹا، میں دل سے سننا چاہتا ہوں۔,3,3,3,3,0,0,سر، ٹھیک ہے، ابھی صرف یہ بات کر لو۔,2,2,2,2,0,1
159,بہو,ساس,High,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,4,4,4,4,0,0,ٹھیک ہے باجی، اگر آپ زحمت نہیں سمجھیے تو میں تھوڑا سا,2,2,2,2,0,1,ضرور باجی، میں ابھی کافی زحمت کر لیا ہے، آپ زحمت نہ کریں، میں,2,2,2,2,0,1,سر، ابھی صرف گھریلو کام مکمل نہیں ہوں، میں زحمت کر دینا د,2,2,2,2,0,1
160,جونیئر,سینئر,Medium,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,3,4,4,4,0,0,ٹھیک ہے، لے آؤ مل کر جائزہ لوٹے گا۔ اگر آپ کو اور بھی کچھ چ,3,3,3,3,0,0,ٹھیک ہے، آپ اس فائل لے آؤਂ۔ اس میں جائزہ دیکھ لو۔,2,2,2,2,0,0,ٹھیک ہے، لے آؤں گا۔,1,1,1,1,0,0
161,دوست,دوست,Low,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,4,4,4,4,0,0,ٹھیک ہوں، یار، اب کافی ہوں گا۔,2,2,2,2,0,0,ضرور، ابھی میں بس اتنا ہی لے لوٹا ہوں، اگر اور بھی کچھ چا,2,2,2,2,0,0,ٹھیک ہے، مگر ابھی صرف رسمی منظوری مانگ رہا ہے، اسے اجازت,2,2,2,2,0,0
162,بیٹا,والد,High,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,4,3,4,4,0,0,"والد جواب دیتا ہے: ""ٹھیک ہے، جان سر، لیکن اتنا زحمت نہ کر۔",1,1,1,1,0,1,باجی، آپ فکر نہ کریں، میں دل سے آپ کا احترام رکھتا ہوں، لیکن اب,1,1,1,0,0,1,باجی، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ صرف ایک بار باہ,1,1,1,0,0,1
