ID,Model,Topic,Power_Distance,Register,Sensitivity,CAS,FTV,Bias,model_Relational_Alignment,model_Indirectness,model_Facesaving,model_Cultural_Appropriateness,model_Directness_Threat,model_Hierarchy_Violation,gold_Relational_Alignment,gold_Indirectness,gold_Facesaving,gold_Cultural_Appropriateness,gold_Directness_Threat,gold_Hierarchy_Violation
131,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
131,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
132,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
132,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,3,,,,,
132,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
132,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,4.0,4.0,4.0,4.0,0.0,0.0,3,,,,,
133,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
133,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
133,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
133,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
134,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,3,,,,,
134,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,3,,,,,
134,GPT-4o-mini,,Low,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
134,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,3,,,,,
135,Meta-Llama-3.1-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
135,Qalb-1.0-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
135,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
135,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
136,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
136,GPT-4o-mini,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
136,Qwen2.5-7B-Instruct,,Low,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,,,,,
136,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
137,Qwen2.5-7B-Instruct,,Low,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
137,Qalb-1.0-8B-Instruct,,Low,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
137,GPT-4o-mini,,Low,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
137,Meta-Llama-3.1-8B-Instruct,,Low,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
138,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
138,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
138,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
138,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
139,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
139,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
139,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
139,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
140,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
140,Qwen2.5-7B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
140,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
140,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
141,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
141,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
141,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
141,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
142,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
142,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
142,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
142,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
143,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
143,GPT-4o-mini,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
143,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
143,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
144,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
144,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
144,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
144,Qalb-1.0-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,3.0,3.0,2.0,0.0,1.0,4,,,,,
145,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
145,Qalb-1.0-8B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
145,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
145,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
146,Meta-Llama-3.1-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
146,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
146,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
146,Qwen2.5-7B-Instruct,,Low,,,0.75,0.0,0.25,3.0,2.0,3.0,3.0,0.0,0.0,4,,,,,
147,GPT-4o-mini,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
147,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
147,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,,,,,
147,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
148,Qwen2.5-7B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
148,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
148,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
148,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
149,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
149,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
149,Meta-Llama-3.1-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
149,Qwen2.5-7B-Instruct,,Low,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,,,,,
150,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
150,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
150,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
150,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
151,GPT-4o-mini,,High,,,1.0,0.125,0.0,4.0,4.0,4.0,4.0,0.0,1.0,4,,,,,
151,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
151,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
151,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
152,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
152,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
152,GPT-4o-mini,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,0.0,0.0,1.0,4,,,,,
152,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
153,Qwen2.5-7B-Instruct,,High,,,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,,,,,
153,GPT-4o-mini,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
153,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
153,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
154,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
154,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,0.0,0.0,0.0,4,,,,,
154,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
154,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
155,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
155,Qalb-1.0-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
155,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
155,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,0.0,0.0,0.0,4,,,,,
156,GPT-4o-mini,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
156,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
156,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
156,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
157,GPT-4o-mini,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
157,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
157,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
157,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
158,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
158,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
158,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
158,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,4,,,,,
159,Qwen2.5-7B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,,,,,
159,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
159,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,1.0,0.0,1.0,4,,,,,
159,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
160,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
160,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
160,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,3,,,,,
160,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
161,Meta-Llama-3.1-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
161,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
161,Qalb-1.0-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
161,Qwen2.5-7B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,4,,,,,
162,Meta-Llama-3.1-8B-Instruct,,High,,,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,,,,,
162,Qalb-1.0-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
162,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
162,Qwen2.5-7B-Instruct,,High,,,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,,,,,
163,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
163,GPT-4o-mini,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
163,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
163,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
164,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
164,Qwen2.5-7B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
164,Qalb-1.0-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
164,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
165,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
165,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,1.0,0.0,0.0,4,,,,,
165,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
165,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
166,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
166,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
166,Qalb-1.0-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
166,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
167,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
167,GPT-4o-mini,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
167,Qwen2.5-7B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
167,Meta-Llama-3.1-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
168,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
168,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
168,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
168,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
169,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
169,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
169,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
169,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
170,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
170,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
170,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
170,Qwen2.5-7B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,,,,,
171,GPT-4o-mini,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
171,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
171,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
171,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
172,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
172,Qalb-1.0-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
172,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
172,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
173,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
173,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
173,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
173,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
174,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
174,Qalb-1.0-8B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,,,,,
174,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
174,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
175,Qwen2.5-7B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
175,GPT-4o-mini,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
175,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
175,Meta-Llama-3.1-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
176,GPT-4o-mini,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
176,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
176,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
176,Qwen2.5-7B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
177,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
177,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
177,GPT-4o-mini,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
177,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
178,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
178,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
178,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
178,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
179,Qalb-1.0-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
179,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
179,GPT-4o-mini,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
179,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
180,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3,,,,,
180,Qwen2.5-7B-Instruct,,Medium,,,0.75,0.0,0.25,2.0,2.0,2.0,2.0,0.0,0.0,3,,,,,
180,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,4.0,4.0,4.0,4.0,0.0,0.0,3,,,,,
180,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,2.0,2.0,2.0,0.0,0.0,0.0,3,,,,,
181,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,,,,,
181,GPT-4o-mini,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4,,,,,
181,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,1.0,0.0,1.0,4,,,,,
181,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,,,,,
182,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
182,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
182,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,,,,,
182,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
183,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,,,,,
183,Qwen2.5-7B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,0.0,0.0,1.0,4,,,,,
