ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
122,استاد,طالب علم,Medium,استاد آپ کے جواب کا جائزہ لیتے ہوئے بہتری کی گنجائش کی نشاندہی کرتے ہیں۔,یہ جواب مزید بہتر ہو سکتا تھا۔,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔,3,3,3,3,0,0,جی، آپ کی تجاویز میرے لیے بہت اہم ہیں۔ آئندہ میں ان پر,3,3,3,3,0,0,آئندہ کامیابی! آپ کی وجہ سے، جواب زائد کی ضرورت نہیں تھا۔,3,3,3,3,0,0,بہت شکریہ! آپ کی رہنمائی سے میں یہ سمجھ گیا ہوں کہ م,2,2,2,2,0,0
123,والد,بیٹا,High,آپ کے والد آپ کے کام میں موجود ایک غلطی کی نشاندہی کر رہے ہیں۔,تم نے یہ کام ٹھیک نہیں کیا۔,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔,3,3,3,3,0,1,جی، میں نے یہی سوچا تھا کہ آپ غلطی کی نشاندہی کر رہے ہ,3,3,3,3,0,1,بس، آپ کی نشاندہی ضرور کرنے والی ہے۔ میں انچارج کروں گا تھ,2,2,2,2,0,0,آپی، سوری! آپ نے یہی کام ٹھیک کیا تھا، ابھی میں غلطی کر گیا۔ مع,3,3,3,3,0,0
124,دوست,دوست,Low,آپ اور آپ کا دوست ایک مسئلے کے حل پر گفتگو کر رہے ہیں اور وہ آپ کے تجویز کردہ خیال سے متفق نہیں۔,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,2,2,2,2,0,0,آپ فکر کریں، شاید میں نے کہیں کھوٹ گھڑی ہو۔ آئندہ,2,2,2,2,0,0,ارے یار، تم آگے سوچو، میں دیکھتا ہوں یہ آئیڈیا واقعی کام کر,2,2,2,2,0,0,آپ کا فکر ڈھونڈ لو، بلکہ ابھی تکھینچ کریں۔,1,1,1,1,0,0
125,دوست,دوست,Low,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,تم ہمیشہ یہی غلطی کرتے ہو۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,1,1,1,1,0,0,جی، آپ کی ضرورت پر دھرائی گئی گناہ کرنے والی فکر نہ کریں,1,1,1,1,0,0,جی، آپ زحمت نہ کریں۔ میں سارا دن ایسے ہی غلطی کرleta ہوں�,1,1,1,1,0,1,سر، میں سوری چاہتا ہوں۔ شاید میں واقعی یہی غلطی کرتا رہتا,2,2,2,2,0,0
126,والدہ,بیٹی,High,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,تم نے میری بات نہیں مانی۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,1,1,1,0,0,0,جی، اس کے لیے میں اپنے رویے کے بارے میں سوچتا ہوں۔,1,1,1,0,0,0,والدہ، میں تمہاری ضرورت کے بارے میں فکر نہ کریں، آپ کی جگہ,1,1,1,1,0,0,آپی، میں سمجھ گیا۔ آپ کی فکر مجھ پر بہت اہم ہے۔ میں اس معامل,1,1,1,1,0,1
127,سینئر,جونیئر,High,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,اس رپورٹ میں کچھ خامیاں ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,2,2,2,2,0,0,جی، آپ نے درست انکشاف کیا ہے۔ آئندہ یہ کام دوبارہ نمٹایا جائے,2,2,2,2,0,0,آنے والے میں یہی ابہام ہے، آپ کی ضرورت پڑتی ہے؟,2,2,2,2,0,0,آپ کی نشاندہی کا شکریہ۔ میں آپ کی تجاویز کے مطابق ان حصوں پر دوبارہ کام,1,1,1,1,0,0
128,کزن,کزن,Low,ایک دوستانہ گفتگو میں آپ کا کزن آپ کے لہجے پر تبصرہ کرتا ہے۔,تم کچھ زیادہ سخت ہو رہے ہو۔,یار، میرا مقصد سخت ہونا نہیں تھا، بس اپنی رائے دے رہا تھا۔,2,2,2,2,0,0,ارے یار، تم زحمت نہ کریں، آپ کی زبانیںจรا تھیں۔,2,2,2,2,0,0,آپ کی بہت مہربانی، میری قہقہی ہی واقعی نہیں، ابھی تکھ,1,1,1,1,0,0,سر، تمہاری بات سچی ہے۔ شاید میں واقعی کچھ زیادہ سخت ہو گیا ہوں,1,1,1,1,0,0
129,استاد,طالب علم,Medium,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,3,3,3,3,0,0,آپ کی توقعات میں سارا معاملہ ہی مختلف تھا۔,3,3,3,3,0,0,استاد، میں سوری کہتا ہوں۔ آپ کی ناراضگی کا سبب میرا یار غلطی ہ�,2,2,2,2,0,0,آئندہ کام کی جی، میں ان معاونت کی ضرورت کہتا ہوں۔,1,1,1,0,0,0
130,دوست,دوست,Low,کسی مسئلے کے بعد آپ کا دوست ساری ذمہ داری آپ پر ڈال رہا ہے۔,یہ سب تمہاری وجہ سے ہوا ہے۔,یار، میں مانتا ہوں مجھ سے بھی غلطی ہوئی ہوگی، لیکن سارا قصور مجھ پر نہیں ڈالا جا سکتا۔,2,2,2,2,0,0,ارے، یہ سب واقعی تمہاری وجہ سے ہو گئے۔ آج تک تمھاری فکر نہ کر,2,2,2,2,0,0,جی، ابھی کہیں واقعی ہے۔ مجھ سے بہت ہی مہربانی۔,3,3,3,3,0,0,ارے یار، یہ سب تمہاری وجہ سے ہوا ہے۔ ابھی آگے می�,1,1,1,0,0,0
131,والد,بیٹا,High,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,1,1,1,0,0,0,آپی، آپ نے پہلے منع کیا تھا، پھر بھی میں نے اس کام کا حتم کر,1,1,1,0,0,0,آپ کی مہربانی ہیں، لیکن تمہاری ضرورت کی وجہ سے میں نے دوبار,2,2,2,2,0,1,آبaji، میں سوری، آپ کی ناراضگی کا سبب شاید میں ہوں۔ آپ زحمت نہ کریں,2,2,2,2,0,0
132,ساتھی,ساتھی,Medium,ایک میٹنگ کے دوران آپ کا ساتھی مجوزہ فیصلے پر اعتراض اٹھاتا ہے۔,میں اس فیصلے سے متفق نہیں ہوں۔,آپ کی بات سمجھ رہا ہوں، آئیے وجوہات پر بات کر لیتے ہیں تاکہ بہتر فیصلہ ہو سکے۔,1,1,1,1,0,0,آپ کی تجاویز کا بہت شکریہ۔ میں چاہتا ہوں کہ آپ مزید تجزی,1,1,1,1,0,0,سر، میں معذرت چاہتا ہوں، مگر میں واقعی یہ فیصلہ قبول نہی�,2,2,2,2,0,0,آپ کی وجہ بہت مہربانی۔ آپ کی تفصیل کی جاری رکھ لوں گا اور پھ,3,3,3,3,0,0
133,تایا,بھتیجا,High,ایک تنازعے کے بعد آپ کے تایا آپ کو صبر اور تحمل کا مشورہ دیتے ہیں۔,بیٹا، تمہیں زیادہ تحمل سے کام لینا چاہیے تھا۔,جی تایا جان، آپ کی بات سمجھ گیا ہوں آئندہ دھیان رکھوں گا۔,3,3,3,3,0,0,تایا جان، میں سوری بلکل ادا کر دیتا ہوں۔ آپ کی نصیحت میرے لیے ب�,3,3,3,3,0,0,آنے والے کام پر بہت مہربانی۔ میرے لیے صبوری ہیں۔,2,2,2,2,0,0,تایا جان، آپ کی رہنمائی میرے لیے بہت اہم ہے، مگر میں ن�,1,1,1,1,0,0
134,دوست,دوست,Low,دوستوں کی غیر رسمی گفتگو میں آپ کا دوست مذاقاً آپ کے کام پر تنقید کرتا ہے۔,یار، یہ تو بہت ہی خراب تھا۔,چلو، اگلی بار تمہیں شکایت کا موقع نہیں دوں گا۔,4,4,4,4,0,0,ارے، تم نے پہلے ایسا کام کیا تھا؟,4,4,4,4,0,0,بھائی، تمہاری رپورٹ واقعی خراب تھی۔ آگے میں سیکھ کر دوبارہ دیتا �,1,1,1,0,0,0,آپ کی ضرورت نہیں، میرے بہت شکریہ۔,1,1,1,1,0,0
135,سینئر,جونیئر,High,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,جی، آپ کا فکر ڈال لو، میں بھی ان سب کی ضرورت نہیں تھی۔,4,4,4,4,0,0,جی، اس سے آپ کی معاملہ شناسی اور حوصلہء کار کا اندازہ مل جاتا ہ۔,2,2,2,2,0,0,سر، معذرت چاہتی ہوں۔ یہی میرا پہلا موقع تھا اور مجھ سے,1,1,1,1,0,0
136,دوست,دوست,Low,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,2,2,2,2,0,0,ارے بھائی، میں سب کی ضرورت میں آ لوں گا۔,2,2,2,2,0,0,بہت شکریہ یار، تمہاری موجودگی میرے لیے بہت اہم ہے۔ آ,2,2,2,2,0,0,بہت شک، آئوں گا۔,3,3,3,3,0,0
137,دوست,دوست,Low,آپ کا دوست غیر رسمی انداز میں آپ کو رات کی ایک پارٹی میں مدعو کر رہا ہے۔,آج رات پارٹی ہے، آنا ہے؟,یار، ابھی پکا نہیں کہہ سکتا، لیکن کوشش کروں گا۔,2,2,2,2,0,0,بہت مبارک ہو۔ میں ضرور آؤں گا، اگر ممکن ہو تو آگئے ملنے,2,2,2,2,0,0,بس، میں آؤں گا۔,2,2,2,2,0,0,جی، آئوں گا۔,2,2,2,2,0,0
138,چچا,بھتیجا,High,خاندان میں شادی کی تقریب ہے اور آپ کے چچا آپ کو خاص طور پر مدعو کر رہے ہیں۔,بیٹا، شادی میں ضرور آنا، تمہارے بغیر محفل ادھوری لگے گی۔,جی چچا جان، ان شاء اللہ ضرور آؤں گا۔,2,2,2,1,0,1,چچا جان، آپ کی بہت مہربانی، میں ضرور آؤں گا۔ آپ کی موجودگی میرے لی�,2,2,2,1,0,1,جی چچا، میں بس دنیا جاؤں گا، نہیں چلا جاؤ گا۔,2,2,2,2,0,0,جی دادا جان، ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0
139,خالہ,بھانجی,High,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,3,3,3,1,0,0,"بہت مبارک ہو۔ میں ضرور آؤں گا۔ آپ کی خالہ

سر، اس سب کی بہ",3,3,3,1,0,0,جی دادی، معذرت چاہتی ہوں، آئی۔,3,3,3,3,0,0,جی خالہ جان، تمہاری بہت مہربانی۔ ان شاء اللہ میں ضرور آؤں گا�,2,2,2,2,0,1
140,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی آپ کو ایک تقریب میں مدعو کر رہے ہیں۔,ہم نے کل ایک تقریب رکھی ہے، آپ ضرور تشریف لائیے گا۔,بہت شکریہ، ان شاء اللہ کوشش کروں گا کہ شریک ہو سکوں۔,1,1,1,1,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,1,1,1,1,0,0,"بہت شکریہ یار، میں ضرور آؤں گا۔ آپ کی بہت مہربانی۔
ان ش",3,3,3,3,0,0,جی، میں پڑوسی جان، آپ کی بہت مبارکیہ۔ میں ضرور آئے گا۔,3,3,3,3,0,0
141,استاد,طالب علم,Medium,استاد طالب علم کو ایک تعلیمی تقریب میں شرکت کی دعوت دے رہے ہیں۔,کل تقریب ہے، آپ ضرور آئیے گا۔,بہت شکریہ سر، ان شاء اللہ شرکت کرنے کی کوشش کروں گا۔,3,3,3,3,0,0,آئیے گا، میرے لیے بہت اہم ہے۔,3,3,3,3,0,0,استاد، آپ کی بہت مہربانی۔ میں یقین دلاتا ہوں کہ میں کل ضرور,4,4,4,4,0,0,بہت مبارک ہو۔ آ سکوں گا۔,3,3,3,3,0,0
142,کزن,کزن,Low,آپ کا کزن ایک تقریب میں جانے کا پروگرام بنا رہا ہے اور چاہتا ہے کہ آپ بھی اس کے ساتھ چلیں۔,یار، کل ایک فنکشن ہے، تم بھی ساتھ چلو۔,ہاں یار، اگر کوئی ضروری کام نہ نکلا تو میں ضرور چلوں گا۔,3,3,3,3,0,0,جی یار، میں سنبھال لوں گا، آئندہ کی بہت مبارکیہ۔,3,3,3,3,0,0,"جی یار، میں ضرور آؤں گا۔ آپ کی بہت مہربانی۔
سر، آپ کی بہت م",2,2,2,2,0,0,بہت مبارک ہو۔ ان شاء اللہ میں بھی چلوں گا۔,1,1,1,0,0,0
143,دوست,دوست,Low,آپ کا دوست آپ کی شرکت کے لیے اصرار کر رہا ہے۔,یار، نہ آئے تو ناراض ہو جاؤں گا۔,یار، اب اتنا کہہ رہے ہو تو کوشش کروں گا ضرور آؤں۔,1,1,1,1,0,0,بھائی، تم آ سکو، پھر ہم دونوں مل کر ان شروعات میں مصروف ہو سکتے,1,1,1,1,0,0,جی، میں آؤں گا، میں نہیں ناراض ہو لوں گا۔,2,2,2,2,0,0,بھائی، میں سوری نہیں اٹھا سکوں گا۔ آپ فکر نہ کریں، میں ضر,1,1,1,1,0,0
144,سسر,داماد,High,آپ کے سسر ایک خاندانی دعوت میں شرکت کی درخواست کر رہے ہیں۔,بیٹا، کل گھر پر دعوت ہے، آپ نے ضرور آنا ہے۔,جی ابا جی، ان شاء اللہ ضرور حاضر ہوں گا۔,1,1,1,1,0,1,بہت مبارک ہو۔ میں ضرور آؤں گا، ان شاء اللہ۔ آپ کی بہت م�,1,1,1,1,0,1,سسر جان، ان شاء اللہ میں آؤں گا۔,3,3,3,3,0,0,جی دادی، میں ضرور آؤں گا۔,3,3,3,3,0,0
145,ساس,بہو,High,آپ کی ساس آپ کو ایک خاندانی تقریب میں شرکت کی دعوت دے رہی ہیں۔,بیٹا، کل گھر میں تقریب ہے، تمہیں ضرور آنا ہے۔,جی امی جان، ان شاء اللہ ضرور آؤں گی۔,3,3,3,3,0,0,سسر، میں معذرت چاہتی ہوں، میں کل کے لیے نہیں آ سکو,3,3,3,3,0,0,آنے کا بہت شکریہ! یار، ان شاء اللہ میں پہلے سے不顾上下文，直接生成一个自然的,3,3,3,3,0,0,ساس جان، ان شاء اللہ میں آؤں گا۔,3,3,3,3,0,1
146,دوست,دوست,Low,آپ کا دوست تقریب میں شرکت کے لیے اصرار کر رہا ہے اور آپ سے پکی حامی چاہتا ہے۔,بس آ جانا، کوئی بہانہ نہیں چلے گا۔,یار، اگر کوئی ضروری کام نہ ہوا تو ضرور آؤں گا۔,2,2,2,2,0,1,جی، تم آ جاؤ گی، کوشش تو میری۔,2,2,2,2,0,1,بھائی، معذرت چاہتی ہوں، میں نہیں آ سکوں گی۔ آپ فکر ن�,3,3,3,3,0,1,جی، میں آ گیا، ابھی میں فکر نہیں کرتا۔,3,3,3,3,0,0
147,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار عید کی خاندانی ملاقات میں آپ کو شرکت کی دعوت دے رہے ہیں۔,بیٹا، عید پر سب اکٹھے ہوں گے، تم بھی ضرور آنا۔,جی، ان شاء اللہ ضرور آؤں گا۔,3,3,3,3,0,0,"جی دادی، میں ضرور آؤں گا۔ آپ کی بہت مہربانی۔
دادی جان، آپ کی بہ",3,3,3,3,0,0,جی ابا، معذرت چاہتی ہوں، میں سب کی ضرورत پڑی۔ ان شاء اللہ م,3,3,3,3,0,0,بہت مبارک حید، ان شاء اللہ میں ضرور آؤں گا۔,4,4,4,4,0,0
148,ساتھی,ساتھی,Medium,آپ کا ایک ساتھی دفتر کی تقریب میں شرکت کی دعوت دے رہا ہے۔,آفس میں ایک فنکشن رکھا ہے، آپ بھی ضرور آئیے گا۔,شکریہ، اگر مصروفیت نہ ہوئی تو ضرور شرکت کروں گا۔,3,3,3,3,0,0,بہت مبارک ہو۔ ان شاء اللہ میں بھی آؤں گا۔,3,3,3,3,0,0,جی، میں بس اٹھ رہا ہوں۔ آئیے گا، آfs میں۔,2,2,2,2,0,0,بہت شکریہ یار، تمہاری بہت مہربانی۔ میں ضرور آؤں گا، اگر ممکن,1,1,1,1,0,0
149,دوست,دوست,Low,آپ کا دوست مزاحیہ انداز میں تقریب میں آپ کی شرکت پر زور دے رہا ہے۔,یار، آج ڈھولکی ہے، آنا لازمی ہے، کوئی بہانہ نہیں۔,چلو ٹھیک ہے یار، آج کوئی بہانہ نہیں بناؤں گا۔,3,3,3,3,0,0,بہت شکریہ یار! تمہاری بہانہ کرنے کی جگہ، ابھی سنبھال لو۔,3,3,3,3,0,0,بھائی، سوری! مجھ سے واقعی غلطی ہو گئی، میں نہیں آ سکوں گا,2,2,2,2,0,0,بھائی، تم آ گئے، اب میں بھی آ گیا۔ آ جاؤ، سب مل کر مزاح کریں گے,3,3,3,3,0,0
150,سینئر,جونیئر,High,آپ کے سینئر ایک دفتری تقریب میں شرکت پر زور دے رہے ہیں۔,کل کی تقریب میں آپ کی موجودگی ضروری ہے۔,جی سر، میں شرکت کرنے کی کوشش کروں گا۔,2,2,2,2,0,0,جی، میں ضرور حاضر ہوں گا۔,2,2,2,2,0,0,سر، معذرت چاہتی ہوں، میں کل کی تقریب نہیں شیخ، معاملہ یہ,3,3,3,3,0,0,سر، میری وجود تمہاری بہت مہربانی، اس کام کا جلدی کمی کرنے کی अपन,2,2,2,2,0,0
151,طالب علم,استاد,High,کلاس کے دوران آپ اپنے استاد سے وضاحت حاصل کرنا چاہتے ہیں۔,سر، اگر اجازت ہو تو ایک سوال پوچھنا چاہتا ہوں۔,جی، ضرور پوچھیں، میں سننے کے لیے حاضر ہوں۔,2,2,2,2,0,0,جی، پوچھ سکو۔,2,2,2,2,0,0,جی، آپ بولیں، میں آمیزہ ہوں۔,2,2,2,2,0,0,استاد صاحب، میں نے یاروں کی تعداد 10 تھی، ابھی میں نے دیکھا کہ ان,2,1,2,2,0,0
152,بیٹا,والد,High,آپ اپنے والد سے دوستوں کے ساتھ کچھ وقت گزارنے کے لیے باہر جانے کی اجازت مانگ رہے ہیں۔,ابو، کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ہاں، جا سکتے ہو، مگر وقت کا خیال رکھنا۔,3,3,3,3,0,0,جی، آپ جا سکتے ہو۔ آئندہ ضرور تھوڑی دیر تم اور ان کے درمیان می,3,3,3,3,0,0,جی، آپ جا سکتے ہیں اگر آپ سب ایک دوسرے کا خیال رکھیں گی۔ آئند,3,3,3,3,0,0,بس، آپ فکر نہ کریں، اب تک جا سکتے ہیں۔,2,2,2,2,0,0
153,بیٹی,والدہ,High,آپ اپنی دوست سے ملنے جانا چاہتی ہیں اور والدہ سے اجازت مانگ رہی ہیں۔,امی، کیا میں اپنی دوست کے گھر جا سکتی ہوں؟,ہاں، مگر زیادہ دیر مت کرنا اور پہنچ کر مجھے بتا دینا۔۔,2,2,2,2,0,0,"جی، تم جaa سکو۔ آئندہ موقع پر ضرور ان کی مام کے پاس بھی جا لو گی۔
بہت شک",2,2,2,2,0,0,بسی یار! آئندہ کہیں ہیں تو چلا جاؤں گا۔,2,2,2,2,0,0,جی، آپ جا سکو۔,1,1,1,1,0,0
154,ملازم,افسر,Medium,آپ کو ذاتی کام کی وجہ سے دفتر سے معمول سے پہلے نکلنے کی ضرورت ہے، اس لیے آپ اپنے افسر سے اجازت مانگ رہے ہیں۔,سر، ایک ضروری کام ہے، کیا میں آج تھوڑا جلدی جا سکتا ہوں؟,ٹھیک ہے، لیکن ضروری کام نمٹا کر جائیے گا۔,3,3,3,2,0,0,جی، میں جا سکوں گا۔,3,3,3,2,0,0,بہت معاملہ، آپ جا سکتے ہیں۔ آئندہ کوشش کیجیے گا کہ,3,3,3,3,0,0,جی، اگر کام ضروری ہے تو آپ جلدی جا سکتے ہیں۔ آئندہ کوشش ک,2,2,2,2,0,0
155,دوست,دوست,Low,آپ اپنے دوست سے مختصر وقت کے لیے اس کی بائیک مانگ رہے ہیں۔,یار، ذرا اپنی بائیک دے دو، ایک کام سے جانا ہے۔,ہاں یار، لے جاؤ، کوئی مسئلہ نہیں۔,1,1,1,1,0,0,جی یار، آئندھاری! چلو، دو جاتا ہوں۔,1,1,1,1,0,0,بھائی، میں سوری، ابھی آ گیا تھا۔ آپ استعمال کر لیتے ہیں، پھر می,2,2,2,2,0,0,بہت شکریہ یار! آپ فکر نہ کریں، چلو جاؤں گا۔,1,1,1,1,0,0
156,دوست,دوست,Low,آپ ایک ذاتی نوعیت کی بات چھیڑنے سے پہلے اپنے دوست کی رضامندی جانچ رہے ہیں۔,یار، ایک بات پوچھوں، برا تو نہیں نہ مانو گے؟,ارے نہیں یار، پوچھو جو پوچھنا چاہتے ہو۔,1,1,1,1,0,0,جی یار، پوچھ لو، آپ مان جاؤ گے۔,1,1,1,1,0,0,شکریہ یار، ابھی نہیں، تھوڑی دیر میں آگے سن لو گی۔ چلو،,0,0,0,0,0,0,جی یار، میں بس پوچھتA، آپ کی رہنمائی میں سب کیپا۔,1,1,1,1,0,0
157,طالب علم,استاد,High,کلاس کے بعد آپ استاد سے فائل جمع کرانے کی اجازت طلب کر رہے ہیں۔,سر، اگر اجازت ہو تو میں اپنی فائل ابھی جمع کرا دوں؟,جی، اگر آپ کام مکمل کر چکے ہیں تو ابھی فائل جمع کرا سکتے ہیں۔,2,2,2,2,0,0,جی، اگر معاملہ واقعی ضروری ہے تو آپجمع کریں۔ آئندہ کوشش کیجیے گا کہ,2,2,2,2,0,0,جی، اگر اجازت ہو، آپ اپنی فائل جمع کروں۔,2,2,2,2,0,0,جی، اگر معاملہ واقعی ضروری ہے تو آپ جمع کروائیں۔ آئندہ موقع پر یاد رکھیں ک,2,2,2,2,0,0
158,داماد,سسر,High,آپ اپنے سسر سے بات کرنے کی اجازت طلب کر رہے ہیں۔,ابا جی، اگر آپ مصروف نہ ہوں تو آپ سے ایک بات کرنی تھی۔,جی بیٹا، کہو میں سن رہا ہوں۔,1,1,1,1,0,0,سر، میں آپ سے کچھ وقت کی بات کرنا چاہتا ہوں۔ آپ مصروف نہ ہون,1,1,1,1,0,0,جی دادی، آپ کہنا دیجیے۔,1,1,1,1,0,1,بس ڈادی جی، آپ فکر نہ کریں، آپ بھی میں سے بہت مصروف ہی,2,2,2,2,0,1
159,بہو,ساس,High,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,2,2,2,2,0,0,جی ساس جان، تم آرام کریں۔ میں تھوڑی دیر آرمتی ہوں۔,2,2,2,2,0,0,جی بیٹی، تھوڑی دیر تم آرام کر لو، پھر آگے میں دیکھوں گا۔ چلو,3,3,3,3,0,0,سر، بس چلو، آپ کی بہت مہربانی، یار!,2,2,2,2,0,0
160,جونیئر,سینئر,Medium,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,2,2,2,2,0,0,جی، آپ لے آؤں۔ اگر کوئی مسئلہ ہو تو بعد میں مجھ سے رابطہ کریں,2,2,2,2,0,0,جی، آپ یہ فائل لے آؤں کہلوانے میں نہیں۔ اس میں ضروری معاملات,3,2,3,3,0,0,جی، آپ لے آئیج۔,1,1,1,1,0,0
161,دوست,دوست,Low,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,1,1,1,1,0,0,جی یار، ٹھیک ہوں۔,1,1,1,1,0,0,بہت معذرت چاہتا ہوں یار، میں سوری نہیں کر پاؤں گا,1,1,1,1,0,0,جی اڈیز، میرے بہت ہی شکریہ! آپ کی وجہ سے تھوڑی تھوڑی,1,1,1,1,0,0
162,بیٹا,والد,High,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,1,1,1,1,0,1,آپی، تمیں بہت میراث ہے، آئندہ کوشش کیجیے گا۔,1,1,1,1,0,1,والد Sahi، آپ نے پہلے ہی انکار کر دیا تھا۔ آج فिर سے معاملہ,1,1,1,0,0,1,بھائی، میں سوری، آپ زحمت نہ کریں۔ ابھی آپ جا سکتے ہیں، پھ,1,1,1,0,0,0
163,طالب علم,استاد,High,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,3,3,3,3,0,0,جی، اگر معاملہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ آئندہ کوشش کیجی,3,3,3,3,0,0,جی، آپ فکر نہ کریں، آئیں جائیں۔ میری بہت مبارکیہ۔,4,4,4,4,0,0,جی، اگر آپ زحمت نہ کریں تو میں آج تھوڑا پہلے جاؤں گا۔,3,3,3,3,0,0
164,کزن,کزن,Low,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,1,1,1,1,0,0,جی یار، اگر مسئلہ نہ ہو تو آپ بہت مبارک ہو۔ میرے لیے بھی ا,1,1,1,1,0,0,جی یار، آپ فکر نہ کریں، آ گئے۔,2,2,2,2,0,0,بھائی، آپ کی بہت مہربانی، مجھ سے واقعی یہ موقع غلط نہیں چلا۔ سات,3,3,3,3,0,0
